,Ensembl,Symbol,s06mo_C_F-s28mo_C_F_logFC,s06mo_C_F-s28mo_C_F_logCPM,s06mo_C_F-s28mo_C_F_LR,s06mo_C_F-s28mo_C_F_PValue,s06mo_C_F-s28mo_C_F_FDR,s06mo_C_F-s28mo_C_F_Status,Description
6409,ENSMUSG00000031762,Mt2,-2.2283517014, 3.03641664, 68.5420401843960,0.000000000000000124201391652140653519332779,0.00000000000006857349912178766557354187,DOWN,metallothionein 2
12341,ENSMUSG00000074207,Adh1,-1.3502222097, 4.19836335, 68.1384757387577,0.000000000000000152407602439762293617520134,0.00000000000008103004196380694965895776,DOWN,alcohol dehydrogenase 1 (class I)
12408,ENSMUSG00000074794,Arrdc3,-2.0720595460, 6.32678473, 67.8944639655487,0.000000000000000172484770573858441588425173,0.00000000000008842924577099064218711523,DOWN,arrestin domain containing 3
4901,ENSMUSG00000028076,Cd1d1,-2.4114158320, 1.65887629, 64.0781997657560,0.000000000000001195774030321495496262475205,0.00000000000059190814500914023337624746,DOWN,CD1d1 antigen
9257,ENSMUSG00000042254,Cilp,-1.9685512888, 5.90766655, 63.9848891817619,0.000000000000001253771816386587643892295430,0.00000000000059992981414098218671499485,DOWN,cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
10063,ENSMUSG00000048040,Arxes2,-4.1061724644, 1.94972095, 63.6770428789813,0.000000000000001465828773232936012800688400,0.00000000000067877329160512241614922575,DOWN,adipocyte-related X-chromosome expressed sequence 2
3299,ENSMUSG00000024164,C3,-2.4469698911, 6.23444049, 63.3240598690665,0.000000000000001753493936661598533781804993,0.00000000000078660642064928895028468319,DOWN,complement component 3
11511,ENSMUSG00000061780,Cfd,-3.0504834811, 6.36004275, 62.8729041772224,0.000000000000002204846629835782173163927282,0.00000000000095910828397856526899213552,DOWN,complement factor D (adipsin)
5827,ENSMUSG00000030278,Cidec,-3.1038417147, 4.74755625, 61.7991329718147,0.000000000000003803417698627723013739137971,0.00000000000160582532540591057431311148,DOWN,cell death-inducing DFFA-like effector c
1301,ENSMUSG00000016194,Hsd11b1,-2.0757016942, 2.97407224, 61.6989797019484,0.000000000000004001876198211901757801554826,0.00000000000164134093786662446899694819,DOWN,hydroxysteroid 11-beta dehydrogenase 1
8516,ENSMUSG00000039196,Orm1,-4.9880672411, 1.27527131, 60.6763232839474,0.000000000000006727443708222488553919841799,0.00000000000268256817865371745661758916,DOWN,orosomucoid 1
10129,ENSMUSG00000048489,Depp1,-4.1955018830, 5.29484927, 59.8914081720239,0.000000000000010023807965913107529173863448,0.00000000000388896657704547728031701181,DOWN,DEPP1 autophagy regulator
5966,ENSMUSG00000030671,Pde3b,-2.3018938470, 3.02163582, 59.5890113459456,0.000000000000011688600025414939898947863387,0.00000000000441552245696924904729320197,DOWN,phosphodiesterase 3B, cGMP-inhibited
4668,ENSMUSG00000027513,Pck1,-3.5761691983, 5.19370689, 59.3247861226071,0.000000000000013368209734835242055765327801,0.00000000000492052950624512592960773763,DOWN,phosphoenolpyruvate carboxykinase 1, cytosolic
774,ENSMUSG00000006369,Fbln1,-1.8882838906, 3.16246085, 57.8642736721678,0.000000000000028084171220599523568080695114,0.00000000001007870694679265466499431902,DOWN,fibulin 1
10663,ENSMUSG00000052974,Cyp2f2,-4.3385888782, 1.10267005, 57.7846488302740,0.000000000000029244311032342259291247202901,0.00000000001023907524071397927625493666,DOWN,cytochrome P450, family 2, subfamily f, polypeptide 2
1593,ENSMUSG00000019326,Aoc3,-1.8211695128, 4.09442406, 57.6442448434629,0.000000000000031408059089933624826692276288,0.00000000001073482591038088431252465676,DOWN,amine oxidase, copper containing 3
11021,ENSMUSG00000056501,Cebpb,-1.3577171908, 6.18343265, 57.2031367906018,0.000000000000039304380114771632538340412938,0.00000000001312126457087318096651373627,DOWN,CCAAT/enhancer binding protein (C/EBP), beta
4905,ENSMUSG00000028082,Sh3d19,-1.4472571425, 3.70060531, 56.6049650877389,0.000000000000053277148980800088111551641057,0.00000000001738166985498602996439496056,DOWN,SH3 domain protein D19
9825,ENSMUSG00000046275,Trarg1,-1.7803578676, 2.29187832, 56.3975919513261,0.000000000000059202830118744806743347006184,0.00000000001888570280787959306082688185,DOWN,trafficking regulator of GLUT4 (SLC2A4) 1
11046,ENSMUSG00000056749,Nfil3,-1.3024680093, 5.38488425, 56.1835378089364,0.000000000000066011932511600348038518412364,0.00000000002060002806965267428962514110,DOWN,nuclear factor, interleukin 3, regulated
3044,ENSMUSG00000022952,Runx1,-2.3177892501, 2.18971978, 56.0597811828375,0.000000000000070300592113118471238966886952,0.00000000002147159574008118345154580401,DOWN,runt related transcription factor 1
12249,ENSMUSG00000073375,Lrrc30,-1.4735823047, 6.63380145, 55.7960390822852,0.000000000000080393354334342691003310042306,0.00000000002404263753061436079151913796,DOWN,leucine rich repeat containing 30
7881,ENSMUSG00000037071,Scd1,-5.0337387869, 9.02098103, 55.4495487944317,0.000000000000095888709076690350887804154391,0.00000000002809147793460999955967844412,DOWN,stearoyl-Coenzyme A desaturase 1
7240,ENSMUSG00000034361,Cpne2,-1.7135523915, 4.05159829, 55.0858873814709,0.000000000000115376354541441305400822131955,0.00000000003312455138884780381413969812,DOWN,copine II
7709,ENSMUSG00000036390,Gadd45a,-1.9873621433, 5.90391250, 54.0083794698160,0.000000000000199636404959914764193733811276,0.00000000005619177633724660182980515187,DOWN,growth arrest and DNA-damage-inducible 45 alpha
2391,ENSMUSG00000021453,Gadd45g,-2.2150463853, 5.61153234, 52.7775078794475,0.000000000000373554692220117433122594999821,0.00000000010312264628499588165825754012,DOWN,growth arrest and DNA-damage-inducible 45 gamma
12602,ENSMUSG00000078972,Gm15557,-5.1979736126,-0.22567729, 52.3753528514730,0.000000000000458441701469375877590018938196,0.00000000012416850235080925972482702857,DOWN,predicted gene 15557
255,ENSMUSG00000001918,Slc1a5,-1.6476191197, 4.59928706, 52.0953404764453,0.000000000000528702366491253497869058384318,0.00000000013877444875229722953172450864,DOWN,solute carrier family 1 (neutral amino acid transporter), member 5
13135,ENSMUSG00000090231,Cfb,-2.2110287710, 2.35316981, 52.0842279573594,0.000000000000531702868782748038366118626724,0.00000000013877444875229722953172450864,DOWN,complement factor B
3016,ENSMUSG00000022878,Adipoq,-3.1417302902, 4.42983903, 51.9791198844452,0.000000000000560939663640010422660375353153,0.00000000014379087270629195411224066869,DOWN,adiponectin, C1Q and collagen domain containing
6339,ENSMUSG00000031613,Hpgd,-2.1897928267, 1.78619162, 51.5383425683788,0.000000000000702123603992797281904032249394,0.00000000017682428658450184313464421389,DOWN,hydroxyprostaglandin dehydrogenase 15 (NAD)
5644,ENSMUSG00000029685,Asb15,-1.1598566678, 6.97133253, 50.7117431370674,0.000000000001069775745129371006453540073307,0.00000000026476949691951932753037382767,DOWN,ankyrin repeat and SOCS box-containing 15
175,ENSMUSG00000001348,Acp5,-3.7845537981, 1.86965430, 49.9589293988330,0.000000000001569979784711645462380042424115,0.00000000038198406456840121853945855198,DOWN,acid phosphatase 5, tartrate resistant
8221,ENSMUSG00000038259,Gdf5,-3.9406969988, 0.61830673, 49.6325615528153,0.000000000001854107932187057784161233252237,0.00000000044359532277575357819272351925,DOWN,growth differentiation factor 5
500,ENSMUSG00000003746,Man1a,-1.2192144226, 3.95596784, 48.7724719271604,0.000000000002874461199618981685320437895229,0.00000000065766149066711237619389387069,DOWN,mannosidase 1, alpha
2921,ENSMUSG00000022665,Ccdc80,-1.3848460142, 4.43880944, 48.8115618719769,0.000000000002817738604478147089368156158683,0.00000000065766149066711237619389387069,DOWN,coiled-coil domain containing 80
10601,ENSMUSG00000052459,Atp6v1a,-1.0467576807, 4.98870192, 48.7644184319042,0.000000000002886288673774160999440863270933,0.00000000065766149066711237619389387069,DOWN,ATPase, H+ transporting, lysosomal V1 subunit A
4182,ENSMUSG00000026365,Cfh,-1.7198420299, 3.05783242, 48.7111778132984,0.000000000002965713299983708195723573724813,0.00000000066520022533228331976724569675,DOWN,complement component factor h
3503,ENSMUSG00000024664,Fads3,-1.4357856147, 2.94910283, 48.5113928888762,0.000000000003283756374549596180505544431580,0.00000000072520496548706847956720018651,DOWN,fatty acid desaturase 3
2578,ENSMUSG00000021903,Galnt15,-1.3494164601, 4.86866309, 48.1451736095600,0.000000000003958019877883457971903775440154,0.00000000086086932343965212989170389884,DOWN,polypeptide N-acetylgalactosaminyltransferase 15
2392,ENSMUSG00000021456,Fbp2, 1.1775118622, 6.96063785, 47.8404043667989,0.000000000004623644935535429383798253302177,0.00000000099063317984494170707702343653,UP,fructose bisphosphatase 2
5896,ENSMUSG00000030495,Slc7a10,-3.0305078472, 1.79383755, 47.6035044930908,0.000000000005217512871940757012962101664182,0.00000000110143231289278764798387626493,DOWN,solute carrier family 7 (cationic amino acid transporter, y+ system), member 10
9108,ENSMUSG00000041577,Prelp,-1.4754248430, 5.16193674, 47.4654182248535,0.000000000005598288494842335324431080914138,0.00000000116468741077480754666950085263,DOWN,proline arginine-rich end leucine-rich repeat
12606,ENSMUSG00000079017,Ifi27l2a,-1.9911304272, 2.61187657, 47.1272743894408,0.000000000006652350936058614112845691996603,0.00000000136420710981602007622064192890,DOWN,interferon, alpha-inducible protein 27 like 2A
12354,ENSMUSG00000074264,Amy1,-1.0830027957, 6.01858830, 46.9944011063254,0.000000000007118978297997608441774087423052,0.00000000143933709109515009173296499350,DOWN,amylase 1, salivary
11189,ENSMUSG00000058297,Spock2,-1.3341301395, 3.55527198, 46.4365805173459,0.000000000009463223821371240569774587067499,0.00000000188673024938589101630128405489,DOWN,sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2
1386,ENSMUSG00000017493,Igfbp4,-1.1874739333, 5.78528235, 46.2770412558288,0.000000000010265987200047112904423688594816,0.00000000201874309940652495475239721874,DOWN,insulin-like growth factor binding protein 4
2566,ENSMUSG00000021876,Rnase4,-1.1415925065, 4.27945055, 46.1143537643974,0.000000000011154820436251061653764236333788,0.00000000216388442381599966675078758490,DOWN,ribonuclease, RNase A family 4
10364,ENSMUSG00000050335,Lgals3,-1.7526256473, 2.70610801, 45.9599609096070,0.000000000012069468428233916894955769360810,0.00000000231009625716397156703250295848,DOWN,lectin, galactose binding, soluble 3
248,ENSMUSG00000001864,Aif1l,-1.8292503872, 2.93159702, 45.7813478393059,0.000000000013221649160207873467157565724242,0.00000000249732596966821055237180523000,DOWN,allograft inflammatory factor 1-like
936,ENSMUSG00000008845,Cd163,-2.1030488940, 3.58411533, 45.6067908547380,0.000000000014453960252839715163024618038574,0.00000000269463116142226099078581363889,DOWN,CD163 antigen
10078,ENSMUSG00000048142,Nat8l,-2.6386484974, 1.48922936, 45.3249500579285,0.000000000016690921491164171188530293924556,0.00000000307177151289309845581565267729,DOWN,N-acetyltransferase 8-like
9742,ENSMUSG00000045573,Penk,-1.9092846319, 1.69729032, 45.2096772122800,0.000000000017702816171616219494824418878662,0.00000000321675855877912418196815661159,DOWN,preproenkephalin
11858,ENSMUSG00000067149,Jchain,-3.7616670198, 0.69940528, 44.5959274601288,0.000000000024219492073047217026217071224617,0.00000000434588510885740973836800023385,DOWN,immunoglobulin joining chain
401,ENSMUSG00000002910,Arrdc2,-1.6039471042, 6.31226400, 44.2861075843868,0.000000000028372257053328287641411812397758,0.00000000502819444445095766322195553004,DOWN,arrestin domain containing 2
13279,ENSMUSG00000094365,Gm21982,-6.9467114331,-1.05305614, 44.0378546574462,0.000000000032208619546678699273937553735768,0.00000000563847236088503324969159935433,DOWN,predicted gene 21982
4002,ENSMUSG00000025934,Gsta3,-4.4129376346, 0.15658070, 44.0049403315666,0.000000000032754808912468323216009580701997,0.00000000566500339684919049403385966175,DOWN,glutathione S-transferase, alpha 3
2418,ENSMUSG00000021508,Cxcl14,-1.2730495525, 4.98765564, 43.9797677426745,0.000000000033178777858362517390039380332808,0.00000000567001614472373731013660777631,DOWN,chemokine (C-X-C motif) ligand 14
3706,ENSMUSG00000025153,Fasn,-5.1727838054, 7.58530793, 43.8653864433281,0.000000000035175495822897612355478942164233,0.00000000594052050044347327111499831799,DOWN,fatty acid synthase
8120,ENSMUSG00000037977,6430571L13Rik, 1.1245718864, 4.76359344, 43.1736040266791,0.000000000050091925631411607079526142382778,0.00000000836127433068504169207351399027,UP,RIKEN cDNA 6430571L13 gene
8765,ENSMUSG00000040152,Thbs1,-1.9696100481, 3.61130573, 42.5042164234600,0.000000000070530016250985969259577301055509,0.00000001163745268141268481150798103389,DOWN,thrombospondin 1
7295,ENSMUSG00000034593,Myo5a,-1.1298107393, 4.18069663, 42.3600306349292,0.000000000075925932773291857662570961073846,0.00000001238541778364323352188093509563,DOWN,myosin VA
6225,ENSMUSG00000031373,Car5b,-3.4144595972, 2.52454079, 42.2163333551884,0.000000000081714686105494516940750090817561,0.00000001317993616903790910742733582606,DOWN,carbonic anhydrase 5b, mitochondrial
2873,ENSMUSG00000022548,Apod,-2.0939414992, 5.99147881, 41.8803670320343,0.000000000097032040184023363427427315232901,0.00000001547661040935172525821548062796,DOWN,apolipoprotein D
10260,ENSMUSG00000049537,Tecrl,-4.2303935452,-0.59766052, 41.7773586558059,0.000000000102280994555258130443961354685394,0.00000001613454589934868896172065217548,DOWN,trans-2,3-enoyl-CoA reductase-like
3552,ENSMUSG00000024803,Ankrd1,-1.1491981839, 4.45660864, 41.7497713428543,0.000000000103734381943988482276025501916669,0.00000001618594622615168187518199394842,DOWN,ankyrin repeat domain 1 (cardiac muscle)
10070,ENSMUSG00000048096,Lmod1, 1.1565784612, 4.28190085, 41.4801308410618,0.000000000119075037676136284185861649078926,0.00000001837980823484877663395914198976,UP,leiomodin 1 (smooth muscle)
2714,ENSMUSG00000022206,Npr3,-1.4317427700, 3.90025681, 40.9991288797661,0.000000000152297086250427500438506592172149,0.00000002325770928856262382002662047510,DOWN,natriuretic peptide receptor 3
3266,ENSMUSG00000024087,Cyp1b1,-2.2146374206, 1.14502556, 40.7113943012833,0.000000000176455269324398089633810019447328,0.00000002666331990686036435021300568943,DOWN,cytochrome P450, family 1, subfamily b, polypeptide 1
8712,ENSMUSG00000039956,Mrap,-3.9137746755, 0.59544212, 39.8283139645408,0.000000000277295976256455062495568761974925,0.00000004146441394959804516713965712865,DOWN,melanocortin 2 receptor accessory protein
13298,ENSMUSG00000095079,Igha,-8.6912370883, 0.47199834, 39.6358164175950,0.000000000306019170768227934278617409009264,0.00000004528768243688569043578476714003,DOWN,immunoglobulin heavy constant alpha
4388,ENSMUSG00000026834,Acvr1c,-2.8445012893, 0.83841132, 39.3473342247779,0.000000000354736832176509267357676351853585,0.00000005196170638667133246761732395975,DOWN,activin A receptor, type IC
2142,ENSMUSG00000020844,Nxn,-0.9053849637, 5.69919485, 39.3192778140303,0.000000000359870725268902192357810540182398,0.00000005218125516399082068361709569292,DOWN,nucleoredoxin
3431,ENSMUSG00000024481,Lvrn,-1.5814640073, 2.72328075, 39.0959135877606,0.000000000403487643818567682088403018327537,0.00000005792065127015539231475390181784,DOWN,laeverin
10602,ENSMUSG00000052477,C130026I21Rik,-6.6418904025,-1.29118730, 38.6743698386195,0.000000000500741347083617261300908234003364,0.00000007116972314242896966443385027221,DOWN,RIKEN cDNA C130026I21 gene
4314,ENSMUSG00000026674,Ddr2,-1.0344996997, 4.18424262, 38.3060455092771,0.000000000604750033681481399393306322138757,0.00000008510967385782026001816752587559,DOWN,discoidin domain receptor family, member 2
3485,ENSMUSG00000024610,Cd74,-1.0178625225, 5.01120371, 37.8143161530928,0.000000000778086735808340728075969016297366,0.00000010844111740319155968515288379628,DOWN,CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated
2596,ENSMUSG00000021943,Gdf10,-1.8194154948, 1.82910773, 37.7010981389083,0.000000000824581285035571244012308394691737,0.00000011381600333351563881420081278742,DOWN,growth differentiation factor 10
700,ENSMUSG00000005686,Ampd3,-1.1935694640, 5.11343106, 37.6735531218858,0.000000000836307565930012076242955817035598,0.00000011433519151357451453366562447653,DOWN,adenosine monophosphate deaminase 3
3275,ENSMUSG00000024109,Nrxn1,-4.2289184970, 0.41384327, 37.0355336668820,0.000000001159959801117553818036851645241828,0.00000015708700891549513788091865709035,DOWN,neurexin I
11010,ENSMUSG00000056427,Slit3,-1.4005883422, 3.12626304, 36.8320115615408,0.000000001287586319715567992969019361004443,0.00000017274113663099977663284716362935,DOWN,slit guidance ligand 3
914,ENSMUSG00000008348,Ubc,-0.9815331843, 7.88055844, 36.7766780561203,0.000000001324654512126425550715219570834576,0.00000017606866223680405277023260351282,DOWN,ubiquitin C
6277,ENSMUSG00000031489,Adrb3,-2.4564306005, 0.77320205, 36.7213956349220,0.000000001362755548671909191637111022940392,0.00000017947115505674547602983105992064,DOWN,adrenergic receptor, beta 3
8471,ENSMUSG00000039062,Anpep,-1.1849801475, 3.03754268, 36.6486487346376,0.000000001414570382936011661913426139378005,0.00000018460143497314952156950938148144,DOWN,alanyl (membrane) aminopeptidase
5254,ENSMUSG00000028862,Map3k6,-1.3164534742, 2.99321945, 36.6003764237689,0.000000001450037142581116358606008724272882,0.00000018752507370947681506108146304301,DOWN,mitogen-activated protein kinase kinase kinase 6
9495,ENSMUSG00000043613,Mmp3,-3.8323260718,-0.33843119, 36.4198979555451,0.000000001590709549854621809657637124192815,0.00000020388067489431335327545850594905,DOWN,matrix metallopeptidase 3
2897,ENSMUSG00000022591,Gm9747, 0.9525092196, 5.42066956, 36.3061555229698,0.000000001686304183590985909232120083963129,0.00000021179674043994061162320260635616,UP,predicted gene 9747
3126,ENSMUSG00000023224,Serping1,-1.0803114486, 5.22109594, 36.3064196012691,0.000000001686075707012847063452916132587044,0.00000021179674043994061162320260635616,DOWN,serine (or cysteine) peptidase inhibitor, clade G, member 1
3635,ENSMUSG00000024972,Lgals12,-2.4592098916, 1.60212887, 36.2941378140344,0.000000001696734597742471090770979288238005,0.00000021179674043994061162320260635616,DOWN,lectin, galactose binding, soluble 12
3746,ENSMUSG00000025225,Nfkb2,-0.9249509150, 4.70537505, 35.8975457161321,0.000000002079705197351658192122378222116939,0.00000025736351817226768090582172086866,DOWN,nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100
2174,ENSMUSG00000020908,Myh3,-1.2456464442, 3.30328743, 35.7604677239567,0.000000002231298636824423517689458036248815,0.00000027336057603022513224803402911989,DOWN,myosin, heavy polypeptide 3, skeletal muscle, embryonic
9010,ENSMUSG00000041120,Nbl1,-0.9509934648, 4.31117107, 35.7303139083346,0.000000002266102998787655129115869246997014,0.00000027336057603022513224803402911989,DOWN,NBL1, DAN family BMP antagonist
10106,ENSMUSG00000048355,Arxes1,-3.4458492090,-0.65099762, 35.7324183267008,0.000000002263656473031935212694872977231067,0.00000027336057603022513224803402911989,DOWN,adipocyte-related X-chromosome expressed sequence 1
6613,ENSMUSG00000032232,Cgnl1,-1.4718016029, 3.37416963, 35.6530734636812,0.000000002357756067234708330964227678450303,0.00000028204656954295199293208853269510,DOWN,cingulin-like 1
5495,ENSMUSG00000029381,Shroom3,-1.8854274644, 1.09264027, 35.4562740355619,0.000000002608408375270000841144349786786608,0.00000030945208452066829145945788329120,DOWN,shroom family member 3
7553,ENSMUSG00000035686,Thrsp,-3.6741352280, 4.61310347, 35.3471025993774,0.000000002758786702832981438414785150593268,0.00000032197059446477597914918703653209,DOWN,thyroid hormone responsive
11997,ENSMUSG00000069516,Lyz2,-1.4420378358, 5.15446909, 35.3613427347558,0.000000002738689639515760848423134930893115,0.00000032197059446477597914918703653209,DOWN,lysozyme 2
3242,ENSMUSG00000024052,Lpin2,-1.5533842384, 2.32557157, 35.3311931951220,0.000000002781414313390541141254942893038318,0.00000032199356829613887736601268198255,DOWN,lipin 2
5801,ENSMUSG00000030218,Mgp,-1.4245543711, 4.65435725, 34.6925370820513,0.000000003861089196304516955484447608519527,0.00000044340748330361075403466025908472,DOWN,matrix Gla protein
12151,ENSMUSG00000071637,Cebpd,-2.4709323041, 5.63360574, 34.4343812080806,0.000000004408663847144393379915634540062996,0.00000050227277401395048824780205018459,DOWN,CCAAT/enhancer binding protein (C/EBP), delta
4536,ENSMUSG00000027221,Chst1,-1.5424831121, 2.26204107, 34.2275292406967,0.000000004903042704372708007373829778782759,0.00000055419825213598609532720520517990,DOWN,carbohydrate sulfotransferase 1
9561,ENSMUSG00000044167,Foxo1,-1.0729088563, 5.14700443, 34.1711460314895,0.000000005047179366071658290588081239441687,0.00000056603327968717694865415090976768,DOWN,forkhead box O1
6245,ENSMUSG00000031400,G6pdx,-1.4583498958, 2.37762267, 33.6941802620526,0.000000006449334586649024000705798185520065,0.00000071767595342129252435314475458417,DOWN,glucose-6-phosphate dehydrogenase X-linked
9900,ENSMUSG00000046805,Mpeg1,-1.6416332080, 2.42026044, 33.4721756178339,0.000000007229081401563327571113249487514546,0.00000079825741168801207466899916287417,DOWN,macrophage expressed gene 1
4228,ENSMUSG00000026473,Glul,-1.8753365874, 8.74548150, 33.4097406488992,0.000000007464914932212848616447827801347742,0.00000081069007802472852505202031633824,DOWN,glutamate-ammonia ligase (glutamine synthetase)
5926,ENSMUSG00000030562,Nox4,-2.2995513300, 0.78056411, 33.4111164119753,0.000000007459636191543360497939189521741932,0.00000081069007802472852505202031633824,DOWN,NADPH oxidase 4
8678,ENSMUSG00000039824,Myl6b,-1.2467367676, 3.14636591, 33.3977462155418,0.000000007511095811723363797312905099611002,0.00000081069007802472852505202031633824,DOWN,myosin, light polypeptide 6B
2864,ENSMUSG00000022533,Atp13a3,-0.9182612681, 5.47361359, 33.3568954333405,0.000000007670536661599887943271227676040463,0.00000082090327612108004857170186208126,DOWN,ATPase type 13A3
6081,ENSMUSG00000030935,Acsm3,-3.4295620161, 1.21820716, 33.3443714378937,0.000000007720093505840878479782481949751649,0.00000082090327612108004857170186208126,DOWN,acyl-CoA synthetase medium-chain family member 3
412,ENSMUSG00000002985,Apoe,-1.5732772325, 7.02840862, 32.9125570605838,0.000000009639859578066044318017697317430709,0.00000101549121359727347957760401619964,DOWN,apolipoprotein E
11855,ENSMUSG00000067081,Asb18, 0.8341161989, 4.47055640, 32.9021591945874,0.000000009691556688458826364890823365158545,0.00000101549121359727347957760401619964,UP,ankyrin repeat and SOCS box-containing 18
5665,ENSMUSG00000029752,Asns,-2.1071741050, 0.96604226, 32.6788893966747,0.000000010871154222996954167802269471381632,0.00000113083636863131360090540568352768,DOWN,asparagine synthetase
2243,ENSMUSG00000021069,Pygl,-3.2924325667, 2.82106549, 32.3462451777402,0.000000012900624968247526130941318781627375,0.00000132277479585138035248111088026945,DOWN,liver glycogen phosphorylase
