,Ensembl,Symbol,s28mo_AR_F-s22mo_AR_F_logFC,s28mo_AR_F-s22mo_AR_F_logCPM,s28mo_AR_F-s22mo_AR_F_LR,s28mo_AR_F-s22mo_AR_F_PValue,s28mo_AR_F-s22mo_AR_F_FDR,s28mo_AR_F-s22mo_AR_F_Status,Description
10345,ENSMUSG00000050069,Grem2,-1.2284088462, 1.8313963, 29.3912876770762,0.00000005914293217974059035682,0.000070754661197696319653,DOWN,gremlin 2, DAN family BMP antagonist
11683,ENSMUSG00000063388,BC023105, 0.7845500415, 4.5477578, 29.1639306991537,0.00000006650583557469796843472,0.000073442905808489541216,UP,cDNA sequence BC023105
10851,ENSMUSG00000054640,Slc8a1, 0.8033591612, 4.0768108, 28.7198357096501,0.00000008364261081599897499078,0.000085769522919605794566,UP,solute carrier family 8 (sodium/calcium exchanger), member 1
192,ENSMUSG00000001473,Tubb6, 0.9750553866, 4.3244290, 27.3810196479345,0.00000016706294543718430727135,0.000141079743805659868321,UP,tubulin, beta 6 class V
8391,ENSMUSG00000038712,Mindy1, 0.6197684889, 5.3351489, 27.4307850356626,0.00000016281859346221984714969,0.000141079743805659868321,UP,MINDY lysine 48 deubiquitinase 1
12680,ENSMUSG00000079363,Gbp4, 1.5514142822, 3.2298695, 27.5937072744173,0.00000014966488099126206329608,0.000141079743805659868321,UP,guanylate binding protein 4
9144,ENSMUSG00000041669,Prima1,-1.1705858661, 1.8585491, 26.9011611655915,0.00000021413019537084213331666,0.000170780726930211651082,DOWN,proline rich membrane anchor 1
9717,ENSMUSG00000045211,Nudt18,-0.6911691487, 4.0269501, 26.2731928246541,0.00000029637408507993105297640,0.000223934019231973152056,DOWN,nudix (nucleoside diphosphate linked moiety X)-type motif 18
12625,ENSMUSG00000078922,Tgtp1, 2.0905200288, 1.7721758, 24.9989486902234,0.00000057361582977260239649863,0.000411741442610773960079,UP,T cell specific GTPase 1
13054,ENSMUSG00000087410,2310065F04Rik,-0.5725281676, 5.4665876, 24.4599743306991,0.00000075869710375285284668771,0.000518659791498855046038,DOWN,RIKEN cDNA 2310065F04 gene
12406,ENSMUSG00000074622,Mafb,-0.8244936736, 4.5238745, 24.3267241692747,0.00000081303225964794675730479,0.000530540505432087377072,DOWN,v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)
11727,ENSMUSG00000063821,Dusp29, 1.5102936589, 4.6173329, 24.1661500832337,0.00000088371957509838845693938,0.000551594705222281048856,UP,dual specificity phosphatase 29
10619,ENSMUSG00000052459,Atp6v1a, 0.6990999835, 5.0776280, 23.3117718707574,0.00000137754308558122771483881,0.000824000355691837608335,UP,ATPase, H+ transporting, lysosomal V1 subunit A
7618,ENSMUSG00000035923,Myf6, 0.6668769687, 6.7411221, 23.0649272035271,0.00000156621779754613021767558,0.000899384908062889781334,UP,myogenic factor 6
620,ENSMUSG00000004951,Hspb1, 0.5629659995, 7.4029850, 22.5946902648172,0.00000200036687816803340566425,0.001104510265499241902787,UP,heat shock protein 1
3041,ENSMUSG00000022952,Runx1, 1.6645973407, 2.0946213, 22.3629428889827,0.00000225686911814360717238974,0.001128212787460662613892,UP,runt related transcription factor 1
8857,ENSMUSG00000040435,Ppp1r15a, 0.5685031779, 5.1448306, 22.3983802590318,0.00000221560786623554584675731,0.001128212787460662613892,UP,protein phosphatase 1, regulatory subunit 15A
9374,ENSMUSG00000042628,Zfyve1, 0.6470460672, 5.7855044, 22.2790508132114,0.00000235764722929923916300071,0.001128212787460662613892,UP,zinc finger, FYVE domain containing 1
9949,ENSMUSG00000047061,Gm9817, 0.4780165236, 5.4077596, 22.3167815021842,0.00000231177511618784944507103,0.001128212787460662613892,UP,predicted gene 9817
7252,ENSMUSG00000034361,Cpne2, 1.6593186830, 4.3483865, 22.2158735341321,0.00000243651063080322155136848,0.001128340213413259749201,UP,copine II
7575,ENSMUSG00000035735,Dagla,-0.6935724294, 3.5018881, 21.9714701039001,0.00000276733679167422669430078,0.001212785122043112239626,DOWN,diacylglycerol lipase, alpha
9121,ENSMUSG00000041548,Hspb8, 0.5658277865, 8.3329020, 21.9573185987161,0.00000278781756947775909486181,0.001212785122043112239626,UP,heat shock protein 8
5904,ENSMUSG00000030494,Rhpn2, 0.7103383876, 3.8519032, 21.3282445277306,0.00000386987533305891980939337,0.001587312293754110023580,UP,rhophilin, Rho GTPase binding protein 2
11269,ENSMUSG00000058975,Kcnc1,-0.6806080719, 6.7458247, 21.3397891640459,0.00000384664091646386862064595,0.001587312293754110023580,DOWN,potassium voltage gated channel, Shaw-related subfamily, member 1
246,ENSMUSG00000001864,Aif1l, 1.4826564179, 2.7611257, 21.2093297490951,0.00000411755280061014754483615,0.001641988555709980026828,UP,allograft inflammatory factor 1-like
11420,ENSMUSG00000060548,Tnfrsf19, 0.7031025844, 3.6187644, 21.0987031212553,0.00000436223252690005463281034,0.001692546220437221278846,UP,tumor necrosis factor receptor superfamily, member 19
1044,ENSMUSG00000011179,Odc1, 0.7638083153, 6.3261436, 20.9950573925366,0.00000460469759306636862108584,0.001702165530606075411618,UP,ornithine decarboxylase, structural 1
7067,ENSMUSG00000033623,Pcgf3, 0.6442639718, 5.7695025, 20.9869763536620,0.00000462416102630516436401264,0.001702165530606075411618,UP,polycomb group ring finger 3
6064,ENSMUSG00000030852,Tacc2, 0.7120872370,10.2942488, 20.4443010149905,0.00000613920922918747882091181,0.002203362192355385901915,UP,transforming, acidic coiled-coil containing protein 2
10797,ENSMUSG00000054072,Iigp1, 1.4664763599, 2.7405231, 20.1663877580685,0.00000709894335549610439755654,0.002426486447892906624796,UP,interferon inducible GTPase 1
12487,ENSMUSG00000075330,A930003A15Rik, 1.9227552929,-0.0211705, 20.2108820790911,0.00000693572661123873751673648,0.002426486447892906624796,UP,RIKEN cDNA A930003A15 gene
13877,ENSMUSG00000107092,Gm7993, 1.1249867172, 2.3314359, 20.0716768709975,0.00000745932194588989469545776,0.002490372694306867886599,UP,predicted gene 7993
3085,ENSMUSG00000023043,Krt18, 2.5249520190, 4.0887092, 19.9440472321281,0.00000797418393355282524408156,0.002601758739774644342557,UP,keratin 18
8492,ENSMUSG00000039081,Zfp503,-0.6360760508, 4.3691997, 19.8270816459264,0.00000847730480848792210452937,0.002704448618458947170562,DOWN,zinc finger protein 503
281,ENSMUSG00000002055,Spag5, 0.8519522189, 2.2520272, 19.6829393184610,0.00000914138598377244992326807,0.002852907330066027907084,UP,sperm associated antigen 5
2846,ENSMUSG00000022510,Trp63, 0.7036982986, 3.9359279, 19.4104161664334,0.00001054304633985219324466068,0.003220339856487618689085,UP,transformation related protein 63
6485,ENSMUSG00000031889,Phaf1, 0.5787152592, 5.0232569, 19.1940006765128,0.00001180839182513040388122685,0.003531693188366084694418,UP,phagosome assembly factor 1
5423,ENSMUSG00000029174,Tbc1d1,-0.6250394539, 7.4400125, 18.9635152969274,0.00001332420685193976168936292,0.003903720685029535113209,DOWN,TBC1 domain family, member 1
661,ENSMUSG00000005413,Hmox1, 0.7948238679, 3.3657566, 18.7757244821975,0.00001470266859007245991038376,0.004059067505366927529342,UP,heme oxygenase 1
4585,ENSMUSG00000027313,Chac1, 0.9519759601, 6.4209625, 18.7816157403362,0.00001465732149474537341011290,0.004059067505366927529342,UP,ChaC, cation transport regulator 1
12633,ENSMUSG00000078972,Gm15557, 2.4018306395, 0.1528167, 18.8129806703213,0.00001441824868169442149705775,0.004059067505366927529342,UP,predicted gene 15557
3401,ENSMUSG00000024413,Npc1, 0.5080822567, 5.3739116, 18.5136234686154,0.00001686941757145345242418361,0.004569384125580863535709,UP,NPC intracellular cholesterol transporter 1
7565,ENSMUSG00000035686,Thrsp,-0.8167040261, 3.4350545, 18.3996346905077,0.00001790923132255502119654540,0.004761202312344441946179,DOWN,thyroid hormone responsive
3134,ENSMUSG00000023277,Twf2, 0.4820732193, 7.1770721, 18.3297447828563,0.00001857836937452983768555466,0.004849292195286369379359,UP,twinfilin actin binding protein 2
3818,ENSMUSG00000025384,Faap100,-0.5623954667, 3.8116259, 18.2382192797489,0.00001949278350157620192219590,0.004997114284796926909904,DOWN,Fanconi anemia core complex associated protein 100
4179,ENSMUSG00000026342,Slc35f5, 0.5040874563, 5.1578062, 17.9482671961319,0.00002269909727878143589963923,0.005716986676038355794094,UP,solute carrier family 35, member F5
7380,ENSMUSG00000034858,Fam214a, 0.4649272518, 5.7993013, 17.9101412958369,0.00002315837967802102529747167,0.005732098252718445703657,UP,family with sequence similarity 214, member A
6029,ENSMUSG00000030772,Dkk3,-0.6652050909, 4.2832526, 17.7207932298795,0.00002558149837622020382151868,0.006224542215068088781005,DOWN,dickkopf WNT signaling pathway inhibitor 3
9490,ENSMUSG00000043415,Otud1, 1.7475053704, 5.1718361, 17.5988177193962,0.00002727578659947127388872914,0.006495100463164778410718,UP,OTU domain containing 1
13130,ENSMUSG00000090015,Gm15446, 0.8908043711, 3.3008917, 17.5764644807830,0.00002759829536452016400917622,0.006495100463164778410718,UP,predicted gene 15446
12833,ENSMUSG00000084929,Foxo6os,-1.1315915613, 1.5831753, 17.4162210680371,0.00003002526658367107363048661,0.006952302049599709370120,DOWN,forkhead box O6, opposite strand
744,ENSMUSG00000006191,Cdkal1, 0.5318249892, 3.7614284, 17.3234188984391,0.00003152773684605460880305342,0.007184320478761269460066,UP,CDK5 regulatory subunit associated protein 1-like 1
476,ENSMUSG00000003528,Slc25a1,-0.8145706998, 2.8798232, 17.2324272274520,0.00003307425414700474006635816,0.007418968633350000660420,DOWN,solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1
12988,ENSMUSG00000086801,Gm15943, 0.5312417464, 6.2862735, 16.9017490870223,0.00003936529258600768158612299,0.008694279082534249469827,UP,predicted gene 15943
1225,ENSMUSG00000015357,Clpx, 0.4659418764, 6.8860433, 16.6408411479738,0.00004516787755077008431874724,0.009678060449535154374789,UP,caseinolytic mitochondrial matrix peptidase chaperone subunit
6377,ENSMUSG00000031666,Rbl2, 0.4555166116, 6.3072843, 16.6605486384004,0.00004470103037082891672335250,0.009678060449535154374789,UP,RB transcriptional corepressor like 2
3231,ENSMUSG00000024042,Sik1, 0.9466813651, 4.6145297, 16.5550990811795,0.00004725674429715681488422055,0.009832142335217147754989,UP,salt inducible kinase 1
4118,ENSMUSG00000026185,Igfbp5,-0.6085096926, 7.2764567, 16.5626053555005,0.00004707005879232290651830589,0.009832142335217147754989,DOWN,insulin-like growth factor binding protein 5
204,ENSMUSG00000001552,Jup, 0.5005621533, 6.6940950, 16.5255637296716,0.00004799856208669811921153914,0.009843819390237689564982,UP,junction plakoglobin
13699,ENSMUSG00000102573,Gm7265, 0.6351497526, 3.4371390, 16.4025304427734,0.00005121681036811076917231872,0.010355894783726735455809,UP,predicted gene 7265
1254,ENSMUSG00000015711,Prune1, 0.4454092349, 6.2857773, 16.3198630878080,0.00005350021500592431193026391,0.010497335343593067191748,UP,prune exopolyphosphatase
2858,ENSMUSG00000022533,Atp13a3, 0.6685615508, 5.4048771, 16.3003689459033,0.00005405342615053816923654725,0.010497335343593067191748,UP,ATPase type 13A3
10662,ENSMUSG00000052837,Junb, 0.7937232958, 3.4974595, 16.2983875471489,0.00005410997599790240387366419,0.010497335343593067191748,UP,jun B proto-oncogene
10604,ENSMUSG00000052373,Mpp3,-0.6851699981, 4.4393564, 16.2238005656436,0.00005628255238771616279259968,0.010773230961040708777987,DOWN,membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
8833,ENSMUSG00000040350,Trim7,-0.4519987068, 5.4895993, 15.7363531670669,0.00007281130946878713536014188,0.013753673141235633545221,DOWN,tripartite motif-containing 7
2370,ENSMUSG00000021388,Aspn,-0.5732396196, 3.4397378, 15.6650281057217,0.00007560937199053100333644845,0.014096729146702118018464,DOWN,asporin
975,ENSMUSG00000009633,G0s2,-0.7059339361, 4.0229692, 15.5123098688178,0.00008196971199657846298726460,0.014835806169019154568400,DOWN,G0/G1 switch gene 2
3096,ENSMUSG00000023067,Cdkn1a, 0.8862140789, 5.6356044, 15.5384216284026,0.00008084526634993565352618056,0.014835806169019154568400,UP,cyclin-dependent kinase inhibitor 1A (P21)
7479,ENSMUSG00000035247,Hectd1, 0.4682744179, 8.1434126, 15.4726628738842,0.00008370718164464694549531387,0.014835806169019154568400,UP,HECT domain E3 ubiquitin protein ligase 1
11359,ENSMUSG00000059890,Ube4a, 0.5213940302, 6.0015704, 15.4774047723132,0.00008349743948890910906490692,0.014835806169019154568400,UP,ubiquitination factor E4A
4500,ENSMUSG00000027107,Chrna1, 0.7342050272, 4.4729302, 15.3278367243482,0.00009037493948366424358336485,0.015822227210091265037217,UP,cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)
9095,ENSMUSG00000041417,Pik3r1,-0.4517584331, 5.5475719, 15.2570383127521,0.00009382646064095015393715510,0.016228586373029884465380,DOWN,phosphoinositide-3-kinase regulatory subunit 1
8006,ENSMUSG00000037447,Arid5a, 0.9209654726, 3.5711409, 15.1041772073924,0.00010173791624236159570650317,0.017387494352087418114650,UP,AT rich interactive domain 5A (MRF1-like)
694,ENSMUSG00000005686,Ampd3, 0.7868113711, 5.1931133, 14.8155769652475,0.00011855221851337826232623135,0.019122872460427622204326,UP,adenosine monophosphate deaminase 3
7732,ENSMUSG00000036432,Siah2, 0.5525603898, 3.3769613, 14.8930574018285,0.00011378095976604281618516784,0.019122872460427622204326,UP,siah E3 ubiquitin protein ligase 2
8263,ENSMUSG00000038332,Sesn1, 0.4535385127, 5.3683846, 14.8674201716431,0.00011533791754047298611443595,0.019122872460427622204326,UP,sestrin 1
9276,ENSMUSG00000042254,Cilp, 0.9679580148, 6.3144462, 14.8442425551394,0.00011676395310270875564206267,0.019122872460427622204326,UP,cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
10775,ENSMUSG00000053886,Sh2d4a, 0.8085760177, 2.6670589, 14.8254016835965,0.00011793623223406999103723969,0.019122872460427622204326,UP,SH2 domain containing 4A
9806,ENSMUSG00000045968,Teddm2, 0.8016477636, 2.0414152, 14.7238860598135,0.00012445949482177588859763140,0.019852672307349054220404,UP,transmembrane epididymal family member 2
2141,ENSMUSG00000020844,Nxn, 0.4870843596, 5.7918756, 14.6621625166670,0.00012860211819095090880413212,0.020288044052190014332471,UP,nucleoredoxin
10758,ENSMUSG00000053716,Dusp7,-0.6008167869, 4.2058854, 14.6139547879101,0.00013193394979162345495397879,0.020587432426179851086001,DOWN,dual specificity phosphatase 7
2770,ENSMUSG00000022358,Fbxo32, 0.7531916177, 9.5266597, 14.3752261878881,0.00014975971782349987342433661,0.023117747409399615893255,UP,F-box protein 32
11410,ENSMUSG00000060429,Sntb1,-0.6408716148, 3.5192623, 14.3188628419815,0.00015431086690009793551195405,0.023566880906572402337718,DOWN,syntrophin, basic 1
2400,ENSMUSG00000021477,Ctsl, 0.5856875947, 6.9567152, 14.2219867197151,0.00016246117497819540062727051,0.023798904367214011867926,UP,cathepsin L
5521,ENSMUSG00000029416,Slc15a4, 0.7105134347, 4.2565030, 14.2574859984322,0.00015942542679098616401067723,0.023798904367214011867926,UP,solute carrier family 15, member 4
11384,ENSMUSG00000060147,Serpinb6a, 0.4875224417, 7.5762181, 14.2239893286096,0.00016228838116138418205987304,0.023798904367214011867926,UP,serine (or cysteine) peptidase inhibitor, clade B, member 6a
12844,ENSMUSG00000085088,4931413K12Rik, 1.4218178259, 0.6069381, 14.2661006632963,0.00015869739105370730806489343,0.023798904367214011867926,UP,RIKEN cDNA 4931413K12 gene
2769,ENSMUSG00000022357,Klhl38, 0.4709743790, 6.7918663, 14.1947126752046,0.00016483302784885364732948843,0.023902454018163061394420,UP,kelch-like 38
1994,ENSMUSG00000020546,Stxbp4,-0.4976084088, 4.7577276, 14.1676621889994,0.00016721988784083126246965412,0.024006087098429735454674,DOWN,syntaxin binding protein 4
912,ENSMUSG00000008429,Herpud2, 0.4083823950, 5.8655366, 13.9729835622436,0.00018545644799936161490998277,0.025425747394291993430659,UP,HERPUD family member 2
4643,ENSMUSG00000027438,Napb, 0.5314599676, 5.2349652, 13.9678423284524,0.00018596429899698097964327870,0.025425747394291993430659,UP,N-ethylmaleimide sensitive fusion protein attachment protein beta
9437,ENSMUSG00000042961,Egflam,-0.4802946284, 4.1300426, 14.0176632874304,0.00018110139262619175787825954,0.025425747394291993430659,DOWN,EGF-like, fibronectin type III and laminin G domains
9992,ENSMUSG00000047407,Tgif1, 0.9755570114, 2.3522026, 13.9961803731241,0.00018318238216807775108931067,0.025425747394291993430659,UP,TGFB-induced factor homeobox 1
12937,ENSMUSG00000086219,Srrm4os, 0.8728248330, 2.1623196, 14.0110822142147,0.00018173634010978923208207148,0.025425747394291993430659,UP,serine/arginine repetitive matrix 4, opposite strand
474,ENSMUSG00000003526,Prodh,-0.5158259204, 3.5601458, 13.8271545947158,0.00020041864176485797602138283,0.026958922831960944327401,DOWN,proline dehydrogenase
9020,ENSMUSG00000041075,Fzd7, 0.5257195990, 5.9844628, 13.8223316579612,0.00020093373802032744998222191,0.026958922831960944327401,UP,frizzled class receptor 7
3692,ENSMUSG00000025129,Ppp1r27, 0.7209364189, 6.4302120, 13.7978634723930,0.00020356759396252405982727374,0.027059410915981439021971,UP,protein phosphatase 1, regulatory subunit 27
11038,ENSMUSG00000056493,Foxk1, 0.4495026995, 5.1913419, 13.7788616721225,0.00020563699886489935665656592,0.027083713355087114804665,UP,forkhead box K1
8806,ENSMUSG00000040253,Gbp7, 1.0050774067, 2.7252040, 13.7060196089386,0.00021376820887846571589072098,0.027898694605993215600570,UP,guanylate binding protein 7
12569,ENSMUSG00000078606,Gvin2, 1.2970305950, 3.4085985, 13.6667614139084,0.00021828408577941900816157816,0.028231408427471526428887,UP,GTPase, very large interferon inducible, family member 2
2663,ENSMUSG00000022105,Rb1, 0.7056193919, 4.8603106, 13.6345326725583,0.00022206312946629352565383608,0.028463734701947407401690,UP,RB transcriptional corepressor 1
5911,ENSMUSG00000030513,Pcsk6,-0.4184050118, 4.6870145, 13.5101871473515,0.00023727187616386113434840954,0.030144027028392833544856,DOWN,proprotein convertase subtilisin/kexin type 6
11102,ENSMUSG00000057137,Tmem140, 0.7008930005, 6.0938504, 13.4906252082421,0.00023975829687069872284480021,0.030192720262067988118426,UP,transmembrane protein 140
2300,ENSMUSG00000021226,Acot2, 0.5677823711, 5.7197205, 13.4281403308589,0.00024787771977124577757814472,0.030677004698586245179381,UP,acyl-CoA thioesterase 2
5022,ENSMUSG00000028348,Cavin4, 0.4107517807, 7.2118280, 13.4283315340699,0.00024785245639545030668648984,0.030677004698586245179381,UP,caveolae associated 4
8447,ENSMUSG00000038894,Irs2, 1.1853582661, 5.2660078, 13.4077261745570,0.00025058999464356120816591056,0.030744168631777337580280,UP,insulin receptor substrate 2
10255,ENSMUSG00000049382,Krt8, 2.2917996881, 1.9486683, 13.3919722523353,0.00025270353152338575304300394,0.030744168631777337580280,UP,keratin 8
7723,ENSMUSG00000036390,Gadd45a, 1.3519982740, 5.7714203, 13.3098027830999,0.00026402213183352482399335326,0.031638417902034240980491,UP,growth arrest and DNA-damage-inducible 45 alpha
14180,ENSMUSG00000114432,Gm49391,-2.1275484686,-0.1757066, 13.3066847116064,0.00026446155950432634774288632,0.031638417902034240980491,DOWN,predicted gene, 49391
961,ENSMUSG00000009471,Myod1,-0.6659262547, 3.9397665, 13.2500589434198,0.00027257129874708050298534601,0.031813281014740547869568,DOWN,myogenic differentiation 1
10188,ENSMUSG00000048852,Gm12185, 1.5513056589,-0.2758175, 13.2551136650070,0.00027183730126758171583359336,0.031813281014740547869568,UP,predicted gene 12185
11163,ENSMUSG00000057719,Sh3rf2, 0.4590356108, 5.6662330, 13.2528793568494,0.00027216149973947233653079336,0.031813281014740547869568,UP,SH3 domain containing ring finger 2
3477,ENSMUSG00000024597,Slc12a2, 0.4414076417, 6.4709291, 13.2084871503475,0.00027868423440864740353584139,0.032006326953364333531837,UP,solute carrier family 12, member 2
11125,ENSMUSG00000057337,Chst3,-1.1177757711, 1.0586669, 13.2197886988831,0.00027700884530767289981936785,0.032006326953364333531837,DOWN,carbohydrate sulfotransferase 3
2779,ENSMUSG00000022371,Col14a1,-0.5468368740, 3.2345509, 13.1529667829866,0.00028706435989645363686395552,0.032449574414751880535590,DOWN,collagen, type XIV, alpha 1
5662,ENSMUSG00000029718,Pcolce,-0.4506319962, 4.5753640, 13.1635993339759,0.00028544006954770031287901833,0.032449574414751880535590,DOWN,procollagen C-endopeptidase enhancer protein
1284,ENSMUSG00000015944,Castor2, 0.4793749109, 6.5054254, 13.1220655910492,0.00029183809509570414518833670,0.032477734055766892262707,UP,cytosolic arginine sensor for mTORC1 subunit 2
4038,ENSMUSG00000026014,Raph1, 0.4401509466, 4.7754371, 13.1291510254606,0.00029073648612520128046987633,0.032477734055766892262707,UP,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
9599,ENSMUSG00000044337,Ackr3,-0.5031268489, 3.8428795, 13.0445404168389,0.00030416979049357605480868871,0.033589703940967524653516,DOWN,atypical chemokine receptor 3
9916,ENSMUSG00000046806,Cyren, 0.6392971203, 5.6415772, 12.8664185712378,0.00033453121345403753934821811,0.036660535117146279826539,UP,cell cycle regulator of NHEJ
3271,ENSMUSG00000024109,Nrxn1, 2.8034924096, 0.8956827, 12.8510118986668,0.00033729679745551276138712526,0.036683582002055611925861,UP,neurexin I
1566,ENSMUSG00000019102,Aldh3a1, 1.4552924810,-0.0298154, 12.7431763621237,0.00035731035961282498446267564,0.037996648315568259945962,UP,aldehyde dehydrogenase family 3, subfamily A1
7491,ENSMUSG00000035296,Sgcg, 0.4088215353, 7.4097043, 12.7554124880874,0.00035498045781088216014259595,0.037996648315568259945962,UP,sarcoglycan, gamma (dystrophin-associated glycoprotein)
10142,ENSMUSG00000048489,Depp1, 0.9212921021, 4.6434801, 12.7710044438556,0.00035203375378232970843023208,0.037996648315568259945962,UP,DEPP1 autophagy regulator
13698,ENSMUSG00000102564,Gm37035,-0.7652295576, 1.9779839, 12.6985789609282,0.00036593355392121757743359445,0.038627515441860292566556,DOWN,predicted gene, 37035
4384,ENSMUSG00000026819,Slc25a25,-0.9982489567, 6.1323117, 12.5262088974522,0.00040128318214363687017887106,0.042049790969737599333200,DOWN,solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25
3099,ENSMUSG00000023074,Mospd1, 0.3907823908, 6.0576620, 12.4575820682347,0.00041629849261397901824879875,0.042385681985576476038524,UP,motile sperm domain containing 1
4181,ENSMUSG00000026353,Ubxn4, 0.4800343454, 6.5532084, 12.4779363933876,0.00041178684404217987544485902,0.042385681985576476038524,UP,UBX domain protein 4
6352,ENSMUSG00000031609,Sap30, 0.7776110518, 2.4468626, 12.4660972284485,0.00041440502404511985910448568,0.042385681985576476038524,UP,sin3 associated polypeptide
7781,ENSMUSG00000036617,Etl4, 0.3878733818, 6.6721004, 12.4870269086388,0.00040978784729409138644015687,0.042385681985576476038524,UP,enhancer trap locus 4
5000,ENSMUSG00000028291,Akirin2, 0.4223896098, 4.6369585, 12.4415673131077,0.00041988328232805987487788468,0.042449608458462163851355,UP,akirin 2
4405,ENSMUSG00000026854,Usp20, 0.4337430310, 4.6075820, 12.3476469126819,0.00044154266152262742952533392,0.044327177963768102375575,UP,ubiquitin specific peptidase 20
2975,ENSMUSG00000022797,Tfrc,-0.7201278287, 5.1409465, 12.1319214501116,0.00049566023951355989932837653,0.049073782058321836763159,DOWN,transferrin receptor
3261,ENSMUSG00000024085,Man2a1,-0.4529943923, 3.8685524, 12.1331387778280,0.00049533679748284677006597843,0.049073782058321836763159,DOWN,mannosidase 2, alpha 1
4060,ENSMUSG00000026051,Ecrg4,-1.9522250312, 0.2352416, 12.1065304303635,0.00050245540049778495989701854,0.049370788630274040076351,DOWN,ECRG4 augurin precursor
4665,ENSMUSG00000027498,Cstf1, 0.4109136492, 4.5388269, 12.0951253374114,0.00050553816722278372645243971,0.049370788630274040076351,UP,cleavage stimulation factor, 3' pre-RNA, subunit 1
6364,ENSMUSG00000031636,Pdlim3, 0.5037203258, 9.4678798, 12.0448385120976,0.00051935986117764964403731298,0.050377906534232012869534,NS,PDZ and LIM domain 3
3709,ENSMUSG00000025153,Fasn,-1.1518720423, 6.3540664, 11.9973193347628,0.00053277129652626049449021250,0.050652084324046324492752,NS,fatty acid synthase
6015,ENSMUSG00000030747,Dgat2,-0.4393933102, 6.1367765, 12.0219996191683,0.00052576265688584155038459711,0.050652084324046324492752,NS,diacylglycerol O-acyltransferase 2
6304,ENSMUSG00000031519,Asb5, 0.4897342759, 7.3371084, 12.0084855012242,0.00052958875153215269771661555,0.050652084324046324492752,NS,ankyrin repeat and SOCs box-containing 5
1695,ENSMUSG00000019920,Lims1, 0.3860527811, 5.5413568, 11.9344188450258,0.00055106315260715441756156352,0.052046464597554659148315,NS,LIM and senescent cell antigen-like domains 1
3898,ENSMUSG00000025602,Zfp202,-0.7547517262, 1.7613841, 11.8740672968318,0.00056920968483110110681943983,0.053408981930949589456148,NS,zinc finger protein 202
5325,ENSMUSG00000028986,Klhl7, 0.3749237801, 5.5599077, 11.8517185494687,0.00057608157433151094099776923,0.053702773253916695483934,NS,kelch-like 7
5248,ENSMUSG00000028841,Cnksr1, 0.3625819353, 6.4505743, 11.8045435993089,0.00059086344537356567507141447,0.054374587319121210626793,NS,connector enhancer of kinase suppressor of Ras 1
