,Ensembl,Symbol,s22mo_AR_F-s06mo_AR_F_logFC,s22mo_AR_F-s06mo_AR_F_logCPM,s22mo_AR_F-s06mo_AR_F_LR,s22mo_AR_F-s06mo_AR_F_PValue,s22mo_AR_F-s06mo_AR_F_FDR,s22mo_AR_F-s06mo_AR_F_Status,Description
10943,ENSMUSG00000056501,Cebpb, 1.1181245548, 5.6568197, 78.7577364514926,0.000000000000000000702132272331836745,0.00000000000000090626127296067448,UP,CCAAT/enhancer binding protein (C/EBP), beta
409,ENSMUSG00000002997,Prkar2b, 1.9593238601, 3.0561165, 77.3042431921368,0.000000000000000001465508469031338574,0.00000000000000160056071102361131,UP,protein kinase, cAMP dependent regulatory, type II beta
9092,ENSMUSG00000041737,Tmem45b, 3.0092668986, 2.8158016, 77.4528109492868,0.000000000000000001359316121717019166,0.00000000000000160056071102361131,UP,transmembrane protein 45b
12423,ENSMUSG00000078234,Klhdc7a, 2.1348762840, 2.0255451, 75.4613100353163,0.000000000000000003726376068519904168,0.00000000000000377907767291754239,UP,kelch domain containing 7A
3694,ENSMUSG00000025172,Ankrd2, 2.0249666831, 7.0997503, 74.8284682837251,0.000000000000000005134398191861153019,0.00000000000000485987903520297684,UP,ankyrin repeat domain 2 (stretch responsive muscle)
1015,ENSMUSG00000010492,Uckl1os,-0.8376682112, 5.8869354, 69.8109988712469,0.000000000000000065267924844747504715,0.00000000000005451023511445441012,DOWN,uridine-cytidine kinase 1-like 1, opposite strand
4641,ENSMUSG00000027513,Pck1, 2.0688452011, 4.6342546, 69.8226321663779,0.000000000000000064884125205531943256,0.00000000000005451023511445441012,UP,phosphoenolpyruvate carboxykinase 1, cytosolic
5766,ENSMUSG00000030208,Emp1, 1.0084386646, 4.9111923, 68.7867027121345,0.000000000000000109709942681437623521,0.00000000000008198219822058165552,UP,epithelial membrane protein 1
5860,ENSMUSG00000030470,Csrp3, 1.9535643559, 6.3313439, 68.8368248339063,0.000000000000000106956758773879481131,0.00000000000008198219822058165552,UP,cysteine and glycine-rich protein 3
617,ENSMUSG00000004939,Nmrk2, 1.4289884830, 3.9548458, 67.7333103715850,0.000000000000000187174482106288469767,0.00000000000013287516484725417923,UP,nicotinamide riboside kinase 2
3003,ENSMUSG00000022893,Adamts1,-1.2035278461, 5.5557541, 67.5798644108120,0.000000000000000202323306444855914249,0.00000000000013678982404305067369,DOWN,a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1
13110,ENSMUSG00000091971,Hspa1a, 1.3530074424, 3.6574800, 66.3533248536538,0.000000000000000376922554399876386284,0.00000000000024325211033497476075,UP,heat shock protein 1A
6300,ENSMUSG00000031596,Slc7a2,-1.1748111908, 6.8916717, 64.1344567957497,0.000000000000001162112110940190537083,0.00000000000071737685874473161365,DOWN,solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
4703,ENSMUSG00000027660,Skil, 1.1346196337, 3.5496578, 63.8039769855506,0.000000000000001374358497219318345874,0.00000000000081304758097999517312,UP,SKI-like
7706,ENSMUSG00000036564,Ndrg4, 1.7609176421, 1.9269889, 63.1301251050322,0.000000000000001934920586890933694592,0.00000000000109888009970709901650,UP,N-myc downstream regulated gene 4
3965,ENSMUSG00000025900,Rp1, 3.1352627884, 0.2750530, 62.8211724752810,0.000000000000002263524717405512298478,0.00000000000123605861298936406179,UP,retinitis pigmentosa 1 (human)
12270,ENSMUSG00000074264,Amy1, 0.9369612390, 5.7547527, 61.8202222978389,0.000000000000003762899918491272440301,0.00000000000197872789047181798978,UP,amylase 1, salivary
1071,ENSMUSG00000012705,Retn, 1.6678010192, 2.7704406, 60.0759760381374,0.000000000000009126553392797405043183,0.00000000000462781446681919869245,UP,resistin
3619,ENSMUSG00000024990,Rbp4, 1.8012758490, 2.2319779, 59.7790477939691,0.000000000000010612718310719332008119,0.00000000000519584050260665784075,UP,retinol binding protein 4, plasma
5588,ENSMUSG00000029638,Glcci1, 2.3277398899, 1.2419058, 59.3227926828282,0.000000000000013381758557886287635852,0.00000000000633314026682898386299,UP,glucocorticoid induced transcript 1
927,ENSMUSG00000008845,Cd163, 1.0907093271, 3.6352851, 59.1894588742952,0.000000000000014319887871943420814447,0.00000000000655850864535008710536,UP,CD163 antigen
11663,ENSMUSG00000064215,Ifi27, 0.7475639007, 4.6895633, 58.9662963324140,0.000000000000016039592630926188473064,0.00000000000711656675543406284720,UP,interferon, alpha-inducible protein 27
7005,ENSMUSG00000033576,Apol6, 1.0755788998, 5.3234532, 58.8476873401389,0.000000000000017036189149295959585923,0.00000000000732969131944557669835,UP,apolipoprotein L 6
10802,ENSMUSG00000055044,Pdlim1, 1.1892784596, 4.7444735, 57.5431019105500,0.000000000000033065350487585461520658,0.00000000001380770135949230444941,UP,PDZ and LIM domain 1 (elfin)
2994,ENSMUSG00000022878,Adipoq, 1.8293829309, 4.5541230, 55.5967341037294,0.000000000000088971320611652265021948,0.00000000003526301986259775357168,UP,adiponectin, C1Q and collagen domain containing
12410,ENSMUSG00000076609,Igkc, 7.3608694606, 4.1468245, 55.5870258161239,0.000000000000089411798496514934590333,0.00000000003526301986259775357168,UP,immunoglobulin kappa constant
745,ENSMUSG00000006221,Hspb7, 1.1974667207, 8.7827765, 55.2419518354185,0.000000000000106569763207453598590588,0.00000000004089398643295746807172,UP,heat shock protein family, member 7 (cardiovascular)
2898,ENSMUSG00000022665,Ccdc80, 1.0265931355, 4.7427710, 54.6673475581303,0.000000000000142758592981442491933766,0.00000000005333911850396106923113,UP,coiled-coil domain containing 80
2761,ENSMUSG00000022371,Col14a1, 1.0444447490, 3.0217717, 54.1821466969877,0.000000000000182739663001804285883972,0.00000000006652660859742608757350,UP,collagen, type XIV, alpha 1
3682,ENSMUSG00000025153,Fasn, 2.2806873368, 6.0525104, 53.5719526387901,0.000000000000249293137777438300717737,0.00000000008848659925410171984911,UP,fatty acid synthase
851,ENSMUSG00000007480,Mc5r,-1.4789748718, 2.3107101, 53.2489471211134,0.000000000000293844922876399371498009,0.00000000010175634670729557185277,DOWN,melanocortin 5 receptor
10040,ENSMUSG00000048355,Arxes1, 4.2244331460,-0.5929548, 53.1841205884424,0.000000000000303703989776603133529953,0.00000000010266641063924312372036,UP,adipocyte-related X-chromosome expressed sequence 1
476,ENSMUSG00000003528,Slc25a1, 1.5020170928, 2.6381964, 52.3586648307716,0.000000000000462354034661800896390181,0.00000000014919324054836929302940,UP,solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1
10051,ENSMUSG00000048416,Mlf1,-0.9068164806, 6.7757110, 52.3621707321612,0.000000000000461529349819566969571519,0.00000000014919324054836929302940,DOWN,myeloid leukemia factor 1
2690,ENSMUSG00000022206,Npr3, 1.2099442946, 4.0292038, 52.2053683850077,0.000000000000499892871965989913165926,0.00000000015772175547051388816599,UP,natriuretic peptide receptor 3
820,ENSMUSG00000006800,Sulf2, 0.9833690950, 3.5219946, 51.7983559341130,0.000000000000615032871254360890842333,0.00000000018983123274063949604270,UP,sulfatase 2
5460,ENSMUSG00000029368,Alb, 3.3054296696, 1.2003555, 51.6386474823643,0.000000000000667152944949506624828175,0.00000000020153696834878925228000,UP,albumin
11056,ENSMUSG00000057604,Lmcd1, 0.8798716467, 6.9191790, 50.8232450330395,0.000000000001010696259191116585019448,0.00000000029285439771419332489569,UP,LIM and cysteine-rich domains 1
12426,ENSMUSG00000078307,AI593442, 3.4410535069,-0.0922404, 50.8484382804982,0.000000000000997806362412188685981030,0.00000000029285439771419332489569,UP,expressed sequence AI593442
4892,ENSMUSG00000028116,Myoz2, 1.1177129481, 6.6950835, 50.5540165966753,0.000000000001159296859348163908599074,0.00000000032919393618050458742589,UP,myozenin 2
6739,ENSMUSG00000032554,Trf, 1.3798398262, 5.1446019, 49.6829896738277,0.000000000001807058732913778332071706,0.00000000050307097823352594376984,UP,transferrin
7645,ENSMUSG00000036304,Zdhhc23, 1.7276027065, 4.0283421, 49.5952380874367,0.000000000001889718217064131323191135,0.00000000050623055180899125435139,UP,zinc finger, DHHC domain containing 23
8805,ENSMUSG00000040485,Lrrc52, 2.4415725562, 2.4966305, 49.6192844501344,0.000000000001866697987909003010328262,0.00000000050623055180899125435139,UP,leucine rich repeat containing 52
7782,ENSMUSG00000036887,C1qa, 1.5332573435, 3.3540728, 49.4165355028555,0.000000000002069935410023100693703450,0.00000000054423968428718487978973,UP,complement component 1, q subcomponent, alpha polypeptide
10355,ENSMUSG00000050947,Amigo1,-0.6771509416, 5.2562678, 48.4888902044031,0.000000000003321653246035247740724293,0.00000000084215772834300796371370,DOWN,adhesion molecule with Ig like domain 1
12191,ENSMUSG00000073535,Gm5532, 1.7291627926, 1.9376843, 48.5206784657607,0.000000000003268244888016007837856462,0.00000000084215772834300796371370,UP,predicted gene 5532
3225,ENSMUSG00000024066,Xdh, 0.7136229877, 5.9084547, 48.4087266989656,0.000000000003460249164605617980327223,0.00000000086190557261527304615274,UP,xanthine dehydrogenase
3472,ENSMUSG00000024659,Anxa1, 0.8804445815, 3.7692307, 48.2863346897822,0.000000000003683099729446661823925078,0.00000000088631610099463897818934,UP,annexin A1
8742,ENSMUSG00000040265,Dnm3,-1.0455104990, 3.1362080, 48.3134535666569,0.000000000003632514538160534851659872,0.00000000088631610099463897818934,DOWN,dynamin 3
2276,ENSMUSG00000021203,Otub2, 0.8327106631, 4.0335393, 48.2122412550545,0.000000000003824930504028382332086711,0.00000000089452584937555053197599,UP,OTU domain, ubiquitin aldehyde binding 2
8139,ENSMUSG00000038168,P3h2, 1.2917450559, 2.3770511, 48.2028860366455,0.000000000003843222764608295403019526,0.00000000089452584937555053197599,UP,prolyl 3-hydroxylase 2
7505,ENSMUSG00000035686,Thrsp, 1.5030062207, 3.1915534, 48.1462343216003,0.000000000003955879344431337247682654,0.00000000090589636987477623456609,UP,thyroid hormone responsive
3075,ENSMUSG00000023064,Sncg, 1.4232813167, 3.5710393, 47.8627616255812,0.000000000004571219312451623657346113,0.00000000102719303785467827855156,UP,synuclein, gamma
6579,ENSMUSG00000032232,Cgnl1, 0.9325380651, 3.3911832, 47.8376036686044,0.000000000004630254572665122981130026,0.00000000102719303785467827855156,UP,cingulin-like 1
1522,ENSMUSG00000018822,Sfrp5, 1.3268332634, 3.3007890, 47.0690981560874,0.000000000006852765072800655266393748,0.00000000147417512884278341083804,UP,secreted frizzled-related sequence protein 5
7337,ENSMUSG00000034903,Cobll1, 1.3019330891, 3.3820088, 47.0862448548064,0.000000000006793075563822242789730049,0.00000000147417512884278341083804,UP,Cobl-like 1
1107,ENSMUSG00000013936,Myl2, 1.5425488396, 7.4482610, 46.3817312625561,0.000000000009731865270444845522796125,0.00000000205938459749173546639345,UP,myosin, light polypeptide 2, regulatory, cardiac, slow
1580,ENSMUSG00000019326,Aoc3, 1.5857045472, 4.2638706, 46.3554592710403,0.000000000009863230921921258294569604,0.00000000205938459749173546639345,UP,amine oxidase, copper containing 3
7855,ENSMUSG00000037139,Myom3, 1.3794746619, 6.3775434, 46.2586141298267,0.000000000010362993199130401623639876,0.00000000213237358610512228840648,UP,myomesin family, member 3
2610,ENSMUSG00000022018,Rgcc, 0.6889176342, 5.2837340, 46.1305397083416,0.000000000011063044016349749438383742,0.00000000224390141348762502201641,UP,regulator of cell cycle
13165,ENSMUSG00000094410,Zbed6,-0.6845326548, 5.1057440, 45.8757320995856,0.000000000012599717398554791542007113,0.00000000251958855809409747078907,DOWN,zinc finger, BED type containing 6
5995,ENSMUSG00000030787,Lyve1, 1.3616289725, 2.7703493, 45.8319470830257,0.000000000012884505630694489752401564,0.00000000253974637506263507267541,UP,lymphatic vessel endothelial hyaluronan receptor 1
11498,ENSMUSG00000062515,Fabp4, 0.7287457932, 7.7937259, 45.8057030613911,0.000000000013058281826987770562370503,0.00000000253974637506263507267541,UP,fatty acid binding protein 4, adipocyte
5320,ENSMUSG00000029053,Prkcz, 1.5077166001, 1.7791276, 45.6639517683195,0.000000000014038261316712354213087123,0.00000000269344911046867599087943,UP,protein kinase C, zeta
11782,ENSMUSG00000067242,Lgi1, 1.8883921254, 1.8072523, 45.5367786109912,0.000000000014979943489462988125391513,0.00000000283580316884527357315335,UP,leucine-rich repeat LGI family, member 1
3476,ENSMUSG00000024664,Fads3, 1.2355883107, 3.4140094, 45.3195561932772,0.000000000016736952689593519028646722,0.00000000312672703009011576579143,UP,fatty acid desaturase 3
3932,ENSMUSG00000025813,Homer2, 0.9506621816, 4.9975269, 45.1350366998214,0.000000000018390552520299952158030182,0.00000000339102681406777572335314,UP,homer scaffolding protein 2
5871,ENSMUSG00000030513,Pcsk6, 0.7454057928, 4.5217782, 45.0529237079735,0.000000000019178071759266363473122493,0.00000000348349360341665240043796,UP,proprotein convertase subtilisin/kexin type 6
11435,ENSMUSG00000061780,Cfd, 1.1133818112, 5.8536484, 45.0321368516491,0.000000000019382729586555540193084741,0.00000000348349360341665240043796,UP,complement factor D (adipsin)
4207,ENSMUSG00000026483,Niban1, 0.7523537075, 4.1784320, 44.7833875876683,0.000000000022008200825733784670258137,0.00000000390590544154710336447992,UP,niban apoptosis regulator 1
6213,ENSMUSG00000031400,G6pdx, 1.3182539557, 2.6033336, 44.4830180081114,0.000000000025657312206151904898065676,0.00000000449731504571536739183357,UP,glucose-6-phosphate dehydrogenase X-linked
5796,ENSMUSG00000030278,Cidec, 1.6816264398, 4.8251661, 44.0196741506108,0.000000000032509175030167924549330238,0.00000000562884472046736873845353,UP,cell death-inducing DFFA-like effector c
2226,ENSMUSG00000021069,Pygl, 1.4312880666, 2.0116549, 43.9830916104211,0.000000000033122482436911270188598244,0.00000000566593982697911101542036,UP,liver glycogen phosphorylase
6530,ENSMUSG00000032085,Tagln, 0.7226878182, 4.5474338, 43.9004717887286,0.000000000034550557918344373287812181,0.00000000583986692053158839371249,UP,transgelin
10004,ENSMUSG00000048096,Lmod1,-0.8090914922, 4.1488679, 43.8411123646576,0.000000000035614473673794615598974798,0.00000000594887408494748132328355,DOWN,leiomodin 1 (smooth muscle)
3657,ENSMUSG00000025085,Ablim1, 0.9998382119, 5.8261265, 43.6669934783884,0.000000000038928214647485025244076954,0.00000000642677664610456266050169,UP,actin-binding LIM protein 1
11864,ENSMUSG00000068614,Actc1,-2.9627877364, 7.1041294, 43.6264282862809,0.000000000039743543468185544840903168,0.00000000648596356507239553531715,DOWN,actin, alpha, cardiac muscle 1
4002,ENSMUSG00000025993,Slc40a1,-0.8550402569, 5.3062434, 43.3882945703230,0.000000000044886522966675215306211106,0.00000000724203242137334945086149,DOWN,solute carrier family 40 (iron-regulated transporter), member 1
3864,ENSMUSG00000025584,Pde8a, 0.7725827141, 4.4433921, 42.6587884215735,0.000000000065170964304430867746867106,0.00000001039659945162145524439264,UP,phosphodiesterase 8A
3982,ENSMUSG00000025938,Slco5a1, 0.7446175393, 5.2957073, 42.6092072727775,0.000000000066844000278249955549935881,0.00000001054501239945103176893852,UP,solute carrier organic anion transporter family, member 5A1
6193,ENSMUSG00000031373,Car5b, 1.6853303755, 1.6628708, 42.4637500042072,0.000000000072004433007080591820557285,0.00000001123427406411571676719195,UP,carbonic anhydrase 5b, mitochondrial
5253,ENSMUSG00000028927,Padi2, 0.8700142799, 7.3935064, 42.3894879090263,0.000000000074790945334502796108749351,0.00000001154219393325294251863944,UP,peptidyl arginine deiminase, type II
7881,ENSMUSG00000037242,Clic4, 0.7761976312, 5.5206060, 42.2050868557788,0.000000000082185964427826057962034585,0.00000001254705723598144326344111,UP,chloride intracellular channel 4 (mitochondrial)
3022,ENSMUSG00000022951,Rcan1, 0.8708442735, 6.0693535, 42.0911903503899,0.000000000087114760211689676015896850,0.00000001301953016300600071876656,UP,regulator of calcineurin 1
7352,ENSMUSG00000034957,Cebpa, 1.2327206024, 3.8200460, 42.1095241325578,0.000000000086301846554959913778056178,0.00000001301953016300600071876656,UP,CCAAT/enhancer binding protein (C/EBP), alpha
12547,ENSMUSG00000079243,Xirp1, 0.9721446055, 7.7237014, 41.8793795367214,0.000000000097081056819616657796234588,0.00000001435788379921788876109654,UP,xin actin-binding repeat containing 1
1652,ENSMUSG00000019841,Rev3l,-0.6477836515, 4.9690185, 41.7879090474010,0.000000000101730570245214448466333218,0.00000001489041893135623576353720,DOWN,REV3 like, DNA directed polymerase zeta catalytic subunit
6578,ENSMUSG00000032231,Anxa2, 0.7143453304, 4.7397089, 41.6934939745645,0.000000000106763671712292276877802946,0.00000001546765929562373366144021,UP,annexin A2
861,ENSMUSG00000007659,Bcl2l1, 0.8450915657, 3.9623650, 41.3068206269370,0.000000000130114092850840938358224343,0.00000001866020091208323189394539,UP,BCL2-like 1
2494,ENSMUSG00000021750,Fam107a, 1.5582474361, 2.2913377, 41.1683325342561,0.000000000139667121391092964320092192,0.00000001938679695866189866286695,UP,family with sequence similarity 107, member A
4243,ENSMUSG00000026576,Atp1b1, 1.0484638870, 7.3155868, 41.1547320469145,0.000000000140642350101575961277679767,0.00000001938679695866189866286695,UP,ATPase, Na+/K+ transporting, beta 1 polypeptide
5181,ENSMUSG00000028776,Tinagl1, 0.7462439543, 4.6299143, 41.2106546697220,0.000000000136675490345922312472444468,0.00000001938679695866189866286695,UP,tubulointerstitial nephritis antigen-like 1
8212,ENSMUSG00000038370,Pcp4l1, 0.9147900648, 5.2047889, 41.1775523534963,0.000000000139009863104754332171233362,0.00000001938679695866189866286695,UP,Purkinje cell protein 4-like 1
7028,ENSMUSG00000033685,Ucp2, 0.8535261126, 4.0027539, 41.0939846519533,0.000000000145082163744061956322070172,0.00000001980650539267491973110617,UP,uncoupling protein 2 (mitochondrial, proton carrier)
7786,ENSMUSG00000036896,C1qc, 1.2349481437, 3.2846531, 40.9974867268293,0.000000000152425104324990268633040464,0.00000002061077744005915955374576,UP,complement component 1, q subcomponent, C chain
6145,ENSMUSG00000031239,Itm2a,-0.7225808912, 6.4079752, 40.8719512750881,0.000000000162537269613666900159369245,0.00000002177079390542304474449444,DOWN,integral membrane protein 2A
8521,ENSMUSG00000039384,Dusp10,-1.2317196345, 4.0895222, 40.4217667571065,0.000000000204648412824980053569733302,0.00000002715512304008473586651726,DOWN,dual specificity phosphatase 10
4453,ENSMUSG00000027075,Slc43a1,-1.0715371484, 4.3854831, 40.1341715954785,0.000000000237104888376783268236392689,0.00000003117051115901452879067450,DOWN,solute carrier family 43, member 1
5988,ENSMUSG00000030772,Dkk3, 1.2895530602, 4.0400938, 40.0877762801768,0.000000000242803584662648112525004694,0.00000003133932086400252742183024,UP,dickkopf WNT signaling pathway inhibitor 3
7837,ENSMUSG00000037071,Scd1, 2.1499198593, 8.6704951, 40.0914030867717,0.000000000242353208984678785882025636,0.00000003133932086400252742183024,UP,stearoyl-Coenzyme A desaturase 1
6194,ENSMUSG00000031375,Bgn, 0.6443367459, 5.2880023, 39.9925190263834,0.000000000254937357872961795953477317,0.00000003260901447820100891011045,UP,biglycan
5887,ENSMUSG00000030546,Plin1, 1.6763746813, 4.3232872, 39.9336524031972,0.000000000262737317771406548736838653,0.00000003330664676534312581042413,UP,perilipin 1
8224,ENSMUSG00000038400,Pmepa1, 0.8949337601, 4.2913876, 39.8671134763023,0.000000000271841906420974460473428718,0.00000003415585298553093129704896,UP,prostate transmembrane protein, androgen induced 1
2700,ENSMUSG00000022225,Cma1, 1.4783560317, 2.1320447, 39.6755819016608,0.000000000299851156052228518845891234,0.00000003734462029499597183172669,UP,chymase 1, mast cell
9599,ENSMUSG00000044938,Klhl31,-0.6534848991, 7.3678227, 39.6580447981882,0.000000000302555840861030151204878780,0.00000003735380720473831182657377,DOWN,kelch-like 31
4871,ENSMUSG00000028076,Cd1d1, 1.4810022781, 2.0940327, 39.3552397332148,0.000000000353303531504999825808422498,0.00000004324313396817230872412499,UP,CD1d1 antigen
8440,ENSMUSG00000039109,F13a1, 0.8651878819, 3.4785396, 39.2749706728574,0.000000000368130166230788203759194645,0.00000004467275299269000945727182,UP,coagulation factor XIII, A1 subunit
5512,ENSMUSG00000029469,Ift81, 1.4050454799, 1.8844647, 39.2479438493551,0.000000000373261239579860443337281507,0.00000004491155152165133976137996,UP,intraflagellar transport 81
1539,ENSMUSG00000018927,Ccl6, 1.2715131997, 2.2544866, 39.1963871493504,0.000000000383248745107533157158404017,0.00000004572576204232567938323963,UP,chemokine (C-C motif) ligand 6
12144,ENSMUSG00000072941,Sod3, 0.8433150469, 3.8622848, 39.1712874924120,0.000000000388207415096954624925700995,0.00000004593140732955468214707937,UP,superoxide dismutase 3, extracellular
7016,ENSMUSG00000033623,Pcgf3,-0.6547914237, 5.7399712, 39.0363889052678,0.000000000415979206254821687503945005,0.00000004881051876368561132971848,DOWN,polycomb group ring finger 3
2096,ENSMUSG00000020788,Atp2a3, 0.8347539023, 3.6736331, 38.9269451601810,0.000000000439965681639761145836453871,0.00000005120190776984696170513108,UP,ATPase, Ca++ transporting, ubiquitous
3242,ENSMUSG00000024087,Cyp1b1, 1.9294382439, 0.8376769, 38.7556730426678,0.000000000480312239590361362428062363,0.00000005544287136344675399024135,UP,cytochrome P450, family 1, subfamily b, polypeptide 1
3625,ENSMUSG00000025006,Sorbs1, 1.0102494748, 6.2299122, 38.5276401567856,0.000000000539837105097358947727328729,0.00000006181134853364759336262333,UP,sorbin and SH3 domain containing 1
7064,ENSMUSG00000033825,Tpsb2, 1.2715560126, 2.7863739, 38.4778963813601,0.000000000553773316692700864044383049,0.00000006240058373335687747337559,UP,tryptase beta 2
11774,ENSMUSG00000067149,Jchain, 5.0148326726, 2.2691321, 38.4927929518351,0.000000000549562529261990814665745746,0.00000006240058373335687747337559,UP,immunoglobulin joining chain
2838,ENSMUSG00000022528,Hes1, 1.0193124949, 3.0231679, 38.3839101303436,0.000000000581095261431029974586866245,0.00000006445617595154502508824804,UP,hes family bHLH transcription factor 1
12026,ENSMUSG00000071076,Jund, 0.6724932126, 5.4119704, 38.3899809106773,0.000000000579290400792760485368983338,0.00000006445617595154502508824804,UP,jun D proto-oncogene
11508,ENSMUSG00000062609,Kcnj15, 2.6190486576, 0.8736071, 38.1442680450182,0.000000000657024661936950057207842708,0.00000007231345852853345889575893,UP,potassium inwardly-rectifying channel, subfamily J, member 15
10202,ENSMUSG00000049641,Vgll2, 1.2014628504, 6.2327802, 38.0792139487263,0.000000000679299579417673132783230847,0.00000007418996483517017775089733,UP,vestigial like family member 2
10923,ENSMUSG00000056313,Tcim, 1.1388016844, 3.3748460, 37.7208135107765,0.000000000816289403034482397709068206,0.00000008847081636857695662284461,UP,transcriptional and immune response regulator
2354,ENSMUSG00000021388,Aspn, 0.8966901048, 3.2854552, 37.1290043030579,0.000000001105668349027277433917245435,0.00000011892635772340367138908210,UP,asporin
3159,ENSMUSG00000023905,Tnfrsf12a, 1.4270706209, 4.2343459, 36.9829155127295,0.000000001191688546660678070983563904,0.00000012721499237209253633128692,UP,tumor necrosis factor receptor superfamily, member 12a
410,ENSMUSG00000003031,Cdkn1b,-0.6495605615, 5.3603194, 36.8710442462046,0.000000001262064571966294313800616462,0.00000013372233427445855885480608,DOWN,cyclin-dependent kinase inhibitor 1B
10966,ENSMUSG00000056738,A730036I17Rik, 3.1999212066,-0.6275701, 36.7899812389955,0.000000001315646221118490893036872762,0.00000013836700035140986658623410,UP,RIKEN cDNA A730036I17 gene
11742,ENSMUSG00000066607,Insyn1, 0.7708910742, 3.9496802, 36.7115834095901,0.000000001369631979301579650447256905,0.00000014298555030973402448129844,UP,inhibitory synaptic factor 1
348,ENSMUSG00000002602,Axl, 0.6869483305, 5.3949689, 36.6641553795842,0.000000001403362655237482871062676926,0.00000014543753999315169297638494,UP,AXL receptor tyrosine kinase
1373,ENSMUSG00000017493,Igfbp4, 0.5932206090, 5.9468174, 36.4237539733109,0.000000001587565645776341540228623286,0.00000016333519593284418001442686,UP,insulin-like growth factor binding protein 4
5646,ENSMUSG00000029780,Nt5c3,-0.5921659621, 5.2615168, 36.2692568359545,0.000000001718535085306597045070139650,0.00000017553784993656880461065754,DOWN,5'-nucleotidase, cytosolic III
246,ENSMUSG00000001865,Cpa3, 1.3168897437, 1.5903477, 36.1733184843312,0.000000001805253579601051172714209288,0.00000018167750474181916797812911,UP,carboxypeptidase A3, mast cell
2253,ENSMUSG00000021136,Smoc1, 1.3271433039, 2.8682601, 36.1812995536563,0.000000001797875378547025299208278450,0.00000018167750474181916797812911,UP,SPARC related  modular calcium binding 1
13688,ENSMUSG00000105987,AI506816,-0.5749139707, 5.3482991, 36.1606462059875,0.000000001817030967272737191966277996,0.00000018167750474181916797812911,DOWN,expressed sequence AI506816
7617,ENSMUSG00000036181,H1f2,-0.7519095937, 7.4963472, 36.1119404998098,0.000000001863017753417333074391184353,0.00000018497290953160347489574991,DOWN,H1.2 linker histone, cluster member
9803,ENSMUSG00000046598,Bdh1, 1.4335437745, 5.3636375, 35.9208704223015,0.000000002054957176083152515421194735,0.00000020261306934742083492743199,UP,3-hydroxybutyrate dehydrogenase, type 1
3316,ENSMUSG00000024247,Pkdcc,-0.5685457513, 6.1319648, 35.8074038231743,0.000000002178185661704406483843815377,0.00000021328193120606318909554034,DOWN,protein kinase domain containing, cytoplasmic
2581,ENSMUSG00000021957,Tkt, 1.1430586572, 4.4935771, 35.7729303757462,0.000000002217070703431049943755839899,0.00000021560253320078114152200349,UP,transketolase
11697,ENSMUSG00000065987,Cd209b, 1.6686201066, 0.9660068, 35.6847133539689,0.000000002319771846715704931392903324,0.00000022405524271884065955177273,UP,CD209b antigen
