,Ensembl,Symbol,s28mo_C_F-s06mo_C_F_logFC,s28mo_C_F-s06mo_C_F_logCPM,s28mo_C_F-s06mo_C_F_LR,s28mo_C_F-s06mo_C_F_PValue,s28mo_C_F-s06mo_C_F_FDR,s28mo_C_F-s06mo_C_F_Status,Description
12408,ENSMUSG00000074794,Arrdc3, 2.0720595460, 6.32678473, 67.8944639655489,0.000000000000000172484770573838177723922308,0.00000000000008842924577098025446671528,UP,arrestin domain containing 3
4901,ENSMUSG00000028076,Cd1d1, 2.4114158320, 1.65887629, 64.0781997657563,0.000000000000001195774030321351134716819760,0.00000000000059190814500906884461976857,UP,CD1d1 antigen
9257,ENSMUSG00000042254,Cilp, 1.9685512888, 5.90766655, 63.9848891817622,0.000000000000001253771816386445057283676732,0.00000000000059992981414091392815858788,UP,cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
10063,ENSMUSG00000048040,Arxes2, 4.1061724644, 1.94972095, 63.6770428789814,0.000000000000001465828773232861465445145014,0.00000000000067877329160508798394843466,UP,adipocyte-related X-chromosome expressed sequence 2
3299,ENSMUSG00000024164,C3, 2.4469698911, 6.23444049, 63.3240598690672,0.000000000000001753493936660995252404537224,0.00000000000078660642064901833943975618,UP,complement component 3
11511,ENSMUSG00000061780,Cfd, 3.0504834811, 6.36004275, 62.8729041772204,0.000000000000002204846629837980728506778242,0.00000000000095910828397952169657539996,UP,complement factor D (adipsin)
5827,ENSMUSG00000030278,Cidec, 3.1038417147, 4.74755625, 61.7991329718147,0.000000000000003803417698627614150934217471,0.00000000000160582532540586473202818728,UP,cell death-inducing DFFA-like effector c
1301,ENSMUSG00000016194,Hsd11b1, 2.0757016942, 2.97407224, 61.6989797019485,0.000000000000004001876198211520737984333077,0.00000000000164134093786646816094174408,UP,hydroxysteroid 11-beta dehydrogenase 1
8516,ENSMUSG00000039196,Orm1, 4.9880672411, 1.27527131, 60.6763232839476,0.000000000000006727443708221868509248338084,0.00000000000268256817865346986788932011,UP,orosomucoid 1
10129,ENSMUSG00000048489,Depp1, 4.1955018830, 5.29484927, 59.8914081720235,0.000000000000010023807965915275318941410788,0.00000000000388896657704631819342020292,UP,DEPP1 autophagy regulator
5966,ENSMUSG00000030671,Pde3b, 2.3018938470, 3.02163582, 59.5890113459461,0.000000000000011688600025412156797674243657,0.00000000000441552245696819730006903787,UP,phosphodiesterase 3B, cGMP-inhibited
4668,ENSMUSG00000027513,Pck1, 3.5761691983, 5.19370689, 59.3247861226072,0.000000000000013368209734833967256542490646,0.00000000000492052950624465660154534182,UP,phosphoenolpyruvate carboxykinase 1, cytosolic
774,ENSMUSG00000006369,Fbln1, 1.8882838906, 3.16246085, 57.8642736721683,0.000000000000028084171220593424095561526251,0.00000000001007870694679046554442789451,UP,fibulin 1
10663,ENSMUSG00000052974,Cyp2f2, 4.3385888782, 1.10267005, 57.7846488302741,0.000000000000029244311032340542729917441980,0.00000000001023907524071337827784112860,UP,cytochrome P450, family 2, subfamily f, polypeptide 2
1593,ENSMUSG00000019326,Aoc3, 1.8211695128, 4.09442406, 57.6442448434635,0.000000000000031408059089924139563167898842,0.00000000001073482591037764344473406814,UP,amine oxidase, copper containing 3
11021,ENSMUSG00000056501,Cebpb, 1.3577171908, 6.18343265, 57.2031367906026,0.000000000000039304380114755735413378399109,0.00000000001312126457086787376277889897,UP,CCAAT/enhancer binding protein (C/EBP), beta
4905,ENSMUSG00000028082,Sh3d19, 1.4472571425, 3.70060531, 56.6049650877391,0.000000000000053277148980792407761778409287,0.00000000001738166985498352257316315919,UP,SH3 domain protein D19
9825,ENSMUSG00000046275,Trarg1, 1.7803578676, 2.29187832, 56.3975919513264,0.000000000000059202830118735883148787146099,0.00000000001888570280787674639629696303,UP,trafficking regulator of GLUT4 (SLC2A4) 1
11046,ENSMUSG00000056749,Nfil3, 1.3024680093, 5.38488425, 56.1835378089366,0.000000000000066011932511594579887579436326,0.00000000002060002806965087452555798471,UP,nuclear factor, interleukin 3, regulated
3044,ENSMUSG00000022952,Runx1, 2.3177892501, 2.18971978, 56.0597811828378,0.000000000000070300592113105243619308141026,0.00000000002147159574007714448371107243,UP,runt related transcription factor 1
12249,ENSMUSG00000073375,Lrrc30, 1.4735823047, 6.63380145, 55.7960390822861,0.000000000000080393354334305721825847764808,0.00000000002404263753060330371317477679,UP,leucine rich repeat containing 30
7881,ENSMUSG00000037071,Scd1, 5.0337387869, 9.02098103, 55.4495487944330,0.000000000000095888709076624010841118688183,0.00000000002809147793459056727763198354,UP,stearoyl-Coenzyme A desaturase 1
7240,ENSMUSG00000034361,Cpne2, 1.7135523915, 4.05159829, 55.0858873814713,0.000000000000115376354541419621192259416783,0.00000000003312455138884157411015140813,UP,copine II
7709,ENSMUSG00000036390,Gadd45a, 1.9873621433, 5.90391250, 54.0083794698161,0.000000000000199636404959903808493482101864,0.00000000005619177633724351928955368473,UP,growth arrest and DNA-damage-inducible 45 alpha
2391,ENSMUSG00000021453,Gadd45g, 2.2150463853, 5.61153234, 52.7775078794476,0.000000000000373554692220095622696287449286,0.00000000010312264628498985874942238839,UP,growth arrest and DNA-damage-inducible 45 gamma
12602,ENSMUSG00000078972,Gm15557, 5.1979736126,-0.22567729, 52.3753528514732,0.000000000000458441701469349220402309709765,0.00000000012416850235080204774386133186,UP,predicted gene 15557
255,ENSMUSG00000001918,Slc1a5, 1.6476191197, 4.59928706, 52.0953404764460,0.000000000000528702366491062454690475580563,0.00000000013877444875227978119067846821,UP,solute carrier family 1 (neutral amino acid transporter), member 5
13135,ENSMUSG00000090231,Cfb, 2.2110287710, 2.35316981, 52.0842279573597,0.000000000000531702868782681193448453819068,0.00000000013877444875227978119067846821,UP,complement factor B
3016,ENSMUSG00000022878,Adipoq, 3.1417302902, 4.42983903, 51.9791198844458,0.000000000000560939663639839170424182734142,0.00000000014379087270624806184098707366,UP,adiponectin, C1Q and collagen domain containing
6339,ENSMUSG00000031613,Hpgd, 2.1897928267, 1.78619162, 51.5383425683790,0.000000000000702123603992738010051057563451,0.00000000017682428658448690218482997483,UP,hydroxyprostaglandin dehydrogenase 15 (NAD)
5644,ENSMUSG00000029685,Asb15, 1.1598566678, 6.97133253, 50.7117431370674,0.000000000001069775745129371006453540073307,0.00000000026476949691951932753037382767,UP,ankyrin repeat and SOCS box-containing 15
175,ENSMUSG00000001348,Acp5, 3.7845537981, 1.86965430, 49.9589293988331,0.000000000001569979784711564481074956055927,0.00000000038198406456838146960233384844,UP,acid phosphatase 5, tartrate resistant
8221,ENSMUSG00000038259,Gdf5, 3.9406969988, 0.61830673, 49.6325615528153,0.000000000001854107932186981447669156825367,0.00000000044359532277573532852045906808,UP,growth differentiation factor 5
500,ENSMUSG00000003746,Man1a, 1.2192144226, 3.95596784, 48.7724719271608,0.000000000002874461199618398054468319181855,0.00000000065766149066686401521497482413,UP,mannosidase 1, alpha
2921,ENSMUSG00000022665,Ccdc80, 1.3848460142, 4.43880944, 48.8115618719772,0.000000000002817738604477657162569803217975,0.00000000065766149066686401521497482413,UP,coiled-coil domain containing 80
10601,ENSMUSG00000052459,Atp6v1a, 1.0467576807, 4.98870192, 48.7644184319050,0.000000000002886288673773070882022269217371,0.00000000065766149066686401521497482413,UP,ATPase, H+ transporting, lysosomal V1 subunit A
4182,ENSMUSG00000026365,Cfh, 1.7198420299, 3.05783242, 48.7111778132986,0.000000000002965713299983444451123965752610,0.00000000066520022533222417635344815527,UP,complement component factor h
3503,ENSMUSG00000024664,Fads3, 1.4357856147, 2.94910283, 48.5113928888765,0.000000000003283756374548976602839696607140,0.00000000072520496548693168457339922956,UP,fatty acid desaturase 3
2578,ENSMUSG00000021903,Galnt15, 1.3494164601, 4.86866309, 48.1451736095605,0.000000000003958019877882433689660887511354,0.00000000086086932343942930811419742701,UP,polypeptide N-acetylgalactosaminyltransferase 15
2392,ENSMUSG00000021456,Fbp2,-1.1775118622, 6.96063785, 47.8404043667979,0.000000000004623644935537581345860598288238,0.00000000099063317984540265347336861120,DOWN,fructose bisphosphatase 2
5896,ENSMUSG00000030495,Slc7a10, 3.0305078472, 1.79383755, 47.6035044930909,0.000000000005217512871940388659095574144046,0.00000000110143231289270989300629628033,UP,solute carrier family 7 (cationic amino acid transporter, y+ system), member 10
9108,ENSMUSG00000041577,Prelp, 1.4754248430, 5.16193674, 47.4654182248533,0.000000000005598288494843143117998027230227,0.00000000116468741077497567112900225551,UP,proline arginine-rich end leucine-rich repeat
12606,ENSMUSG00000079017,Ifi27l2a, 1.9911304272, 2.61187657, 47.1272743894412,0.000000000006652350936057433118650816482481,0.00000000136420710981577791909631703005,UP,interferon, alpha-inducible protein 27 like 2A
12354,ENSMUSG00000074264,Amy1, 1.0830027957, 6.01858830, 46.9944011063253,0.000000000007118978297998030917809600346366,0.00000000143933709109523549813121109361,UP,amylase 1, salivary
11189,ENSMUSG00000058297,Spock2, 1.3341301395, 3.55527198, 46.4365805173464,0.000000000009463223821368644321250421607590,0.00000000188673024938537361482813213608,UP,sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2
1386,ENSMUSG00000017493,Igfbp4, 1.1874739333, 5.78528235, 46.2770412558294,0.000000000010265987200043834878129020444128,0.00000000201874309940588016746491213367,UP,insulin-like growth factor binding protein 4
2566,ENSMUSG00000021876,Rnase4, 1.1415925065, 4.27945055, 46.1143537643977,0.000000000011154820436249282892329820545760,0.00000000216388442381565473243535297236,UP,ribonuclease, RNase A family 4
10364,ENSMUSG00000050335,Lgals3, 1.7526256473, 2.70610801, 45.9599609096072,0.000000000012069468428232703589018215994045,0.00000000231009625716373954287068183421,UP,lectin, galactose binding, soluble 3
248,ENSMUSG00000001864,Aif1l, 1.8292503872, 2.93159702, 45.7813478393062,0.000000000013221649160205866907937271075077,0.00000000249732596966783170365125594332,UP,allograft inflammatory factor 1-like
936,ENSMUSG00000008845,Cd163, 2.1030488940, 3.58411533, 45.6067908547381,0.000000000014453960252838855670669387158256,0.00000000269463116142210093133728462803,UP,CD163 antigen
10078,ENSMUSG00000048142,Nat8l, 2.6386484974, 1.48922936, 45.3249500579287,0.000000000016690921491162752703026736193504,0.00000000307177151289283748033239219706,UP,N-acetyltransferase 8-like
9742,ENSMUSG00000045573,Penk, 1.9092846319, 1.69729032, 45.2096772122803,0.000000000017702816171613592550144709458742,0.00000000321675855877864689875471351462,UP,preproenkephalin
11858,ENSMUSG00000067149,Jchain, 3.7616670198, 0.69940528, 44.5959274601289,0.000000000024219492073045950405904099400990,0.00000000434588510885718309088016070426,UP,immunoglobulin joining chain
401,ENSMUSG00000002910,Arrdc2, 1.6039471042, 6.31226400, 44.2861075843866,0.000000000028372257053331554358596543300020,0.00000000502819444445153668965074264942,UP,arrestin domain containing 2
13279,ENSMUSG00000094365,Gm21982, 6.9467114331,-1.05305614, 44.0378546574464,0.000000000032208619546676308204979392640145,0.00000000563847236088461469630164752233,UP,predicted gene 21982
4002,ENSMUSG00000025934,Gsta3, 4.4129376346, 0.15658070, 44.0049403315667,0.000000000032754808912466617155996190082417,0.00000000566500339684889519055517823087,UP,glutathione S-transferase, alpha 3
2418,ENSMUSG00000021508,Cxcl14, 1.2730495525, 4.98765564, 43.9797677426752,0.000000000033178777858350426335929327873592,0.00000000567001614472167101296645031318,UP,chemokine (C-X-C motif) ligand 14
3706,ENSMUSG00000025153,Fasn, 5.1727838054, 7.58530793, 43.8653864433283,0.000000000035175495822893566925295675013261,0.00000000594052050044279001992902951713,UP,fatty acid synthase
8120,ENSMUSG00000037977,6430571L13Rik,-1.1245718864, 4.76359344, 43.1736040266788,0.000000000050091925631418851372234516945462,0.00000000836127433068625103012906651673,DOWN,RIKEN cDNA 6430571L13 gene
8765,ENSMUSG00000040152,Thbs1, 1.9696100481, 3.61130573, 42.5042164234603,0.000000000070530016250977270938448423123865,0.00000001163745268141125048032581408390,UP,thrombospondin 1
7295,ENSMUSG00000034593,Myo5a, 1.1298107393, 4.18069663, 42.3600306349297,0.000000000075925932773273776011368434734516,0.00000001238541778364028545017779610500,UP,myosin VA
6225,ENSMUSG00000031373,Car5b, 3.4144595972, 2.52454079, 42.2163333551883,0.000000000081714686105497528395167666683940,0.00000001317993616903839383526629190028,UP,carbonic anhydrase 5b, mitochondrial
2873,ENSMUSG00000022548,Apod, 2.0939414992, 5.99147881, 41.8803670320340,0.000000000097032040184034582064485065670741,0.00000001547661040935351527706104537985,UP,apolipoprotein D
10260,ENSMUSG00000049537,Tecrl, 4.2303935452,-0.59766052, 41.7773586558061,0.000000000102280994555248669565705279431363,0.00000001613454589934719672789560651355,UP,trans-2,3-enoyl-CoA reductase-like
3552,ENSMUSG00000024803,Ankrd1, 1.1491981839, 4.45660864, 41.7497713428552,0.000000000103734381943940622122771066581043,0.00000001618594622614421408861186521457,UP,ankyrin repeat domain 1 (cardiac muscle)
10070,ENSMUSG00000048096,Lmod1,-1.1565784612, 4.28190085, 41.4801308410614,0.000000000119075037676162443772733638579144,0.00000001837980823485281327534840076481,DOWN,leiomodin 1 (smooth muscle)
2714,ENSMUSG00000022206,Npr3, 1.4317427700, 3.90025681, 40.9991288797663,0.000000000152297086250407596405017034943722,0.00000002325770928855958641281732575748,UP,natriuretic peptide receptor 3
3266,ENSMUSG00000024087,Cyp1b1, 2.2146374206, 1.14502556, 40.7113943012835,0.000000000176455269324379684865180714581562,0.00000002666331990685758502335482751644,UP,cytochrome P450, family 1, subfamily b, polypeptide 1
8712,ENSMUSG00000039956,Mrap, 3.9137746755, 0.59544212, 39.8283139645409,0.000000000277295976256438673979682555114116,0.00000004146441394959559671252650016673,UP,melanocortin 2 receptor accessory protein
13298,ENSMUSG00000095079,Igha, 8.6912370883, 0.47199834, 39.6358164175951,0.000000000306019170768216560545194804878735,0.00000004528768243688400960478005938779,UP,immunoglobulin heavy constant alpha
4388,ENSMUSG00000026834,Acvr1c, 2.8445012893, 0.83841132, 39.3473342247781,0.000000000354736832176472199326476319300905,0.00000005196170638666590616279897609821,UP,activin A receptor, type IC
2142,ENSMUSG00000020844,Nxn, 0.9053849637, 5.69919485, 39.3192778140316,0.000000000359870725268671357268119960896879,0.00000005218125516395734964731074998108,UP,nucleoredoxin
3431,ENSMUSG00000024481,Lvrn, 1.5814640073, 2.72328075, 39.0959135877608,0.000000000403487643818525392479586244787659,0.00000005792065127014932411778021280682,UP,laeverin
10602,ENSMUSG00000052477,C130026I21Rik, 6.6418904025,-1.29118730, 38.6743698386196,0.000000000500741347083591101714036244503146,0.00000007116972314242525066039981185978,UP,RIKEN cDNA C130026I21 gene
4314,ENSMUSG00000026674,Ddr2, 1.0344996997, 4.18424262, 38.3060455092773,0.000000000604750033681420291425553967219276,0.00000008510967385781165733979697438777,UP,discoidin domain receptor family, member 2
3485,ENSMUSG00000024610,Cd74, 1.0178625225, 5.01120371, 37.8143161530925,0.000000000778086735808485381285589227012009,0.00000010844111740321171642231957597466,UP,CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated
2596,ENSMUSG00000021943,Gdf10, 1.8194154948, 1.82910773, 37.7010981389085,0.000000000824581285035472602724261446141508,0.00000011381600333350202011259573973978,UP,growth differentiation factor 10
700,ENSMUSG00000005686,Ampd3, 1.1935694640, 5.11343106, 37.6735531218865,0.000000000836307565929721322257643427807881,0.00000011433519151353477015959367660280,UP,adenosine monophosphate deaminase 3
3275,ENSMUSG00000024109,Nrxn1, 4.2289184970, 0.41384327, 37.0355336668820,0.000000001159959801117528589028168777897744,0.00000015708700891549172327935003819210,UP,neurexin I
11010,ENSMUSG00000056427,Slit3, 1.4005883422, 3.12626304, 36.8320115615410,0.000000001287586319715380222969969823722247,0.00000017274113663097460387244594989115,UP,slit guidance ligand 3
914,ENSMUSG00000008348,Ubc, 0.9815331843, 7.88055844, 36.7766780561217,0.000000001324654512125497454067935073783371,0.00000017606866223668070359728869602595,UP,ubiquitin C
6277,ENSMUSG00000031489,Adrb3, 2.4564306005, 0.77320205, 36.7213956349222,0.000000001362755548671806000855695032737951,0.00000017947115505673187056311578772144,UP,adrenergic receptor, beta 3
8471,ENSMUSG00000039062,Anpep, 1.1849801475, 3.03754268, 36.6486487346380,0.000000001414570382935688027498764767300211,0.00000018460143497310727580126507325203,UP,alanyl (membrane) aminopeptidase
5254,ENSMUSG00000028862,Map3k6, 1.3164534742, 2.99321945, 36.6003764237692,0.000000001450037142580936033232472164239760,0.00000018752507370945349518525236808680,UP,mitogen-activated protein kinase kinase kinase 6
9495,ENSMUSG00000043613,Mmp3, 3.8323260718,-0.33843119, 36.4198979555452,0.000000001590709549854554394437714052437313,0.00000020388067489430472412730835276434,UP,matrix metallopeptidase 3
2897,ENSMUSG00000022591,Gm9747,-0.9525092196, 5.42066956, 36.3061555229697,0.000000001686304183591031197370657362228329,0.00000021179674043992772084053657997288,DOWN,predicted gene 9747
3126,ENSMUSG00000023224,Serping1, 1.0803114486, 5.22109594, 36.3064196012698,0.000000001686075707012256870085859547341023,0.00000021179674043992772084053657997288,UP,serine (or cysteine) peptidase inhibitor, clade G, member 1
3635,ENSMUSG00000024972,Lgals12, 2.4592098916, 1.60212887, 36.2941378140345,0.000000001696734597742367693194410159778646,0.00000021179674043992772084053657997288,UP,lectin, galactose binding, soluble 12
3746,ENSMUSG00000025225,Nfkb2, 0.9249509150, 4.70537505, 35.8975457161322,0.000000002079705197351502268576911976400226,0.00000025736351817224841090627168553595,UP,nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100
2174,ENSMUSG00000020908,Myh3, 1.2456464442, 3.30328743, 35.7604677239569,0.000000002231298636824214240994482120247072,0.00000027336057603016959865042966905391,UP,myosin, heavy polypeptide 3, skeletal muscle, embryonic
9010,ENSMUSG00000041120,Nbl1, 0.9509934648, 4.31117107, 35.7303139083350,0.000000002266102998787194803104983487095948,0.00000027336057603016959865042966905391,UP,NBL1, DAN family BMP antagonist
10106,ENSMUSG00000048355,Arxes1, 3.4458492090,-0.65099762, 35.7324183267009,0.000000002263656473031807413290233534455299,0.00000027336057603016959865042966905391,UP,adipocyte-related X-chromosome expressed sequence 1
6613,ENSMUSG00000032232,Cgnl1, 1.4718016029, 3.37416963, 35.6530734636816,0.000000002357756067234228979799253198912715,0.00000028204656954289465938947125724090,UP,cingulin-like 1
5495,ENSMUSG00000029381,Shroom3, 1.8854274644, 1.09264027, 35.4562740355621,0.000000002608408375269760131586096855733220,0.00000030945208452063975703704725404852,UP,shroom family member 3
7553,ENSMUSG00000035686,Thrsp, 3.6741352280, 4.61310347, 35.3471025993775,0.000000002758786702832897893172917294798106,0.00000032197059446476623827029361207819,UP,thyroid hormone responsive
11997,ENSMUSG00000069516,Lyz2, 1.4420378358, 5.15446909, 35.3613427347562,0.000000002738689639515204569461193019781764,0.00000032197059446476623827029361207819,UP,lysozyme 2
3242,ENSMUSG00000024052,Lpin2, 1.5533842384, 2.32557157, 35.3311931951222,0.000000002781414313390227226212479019035705,0.00000032199356829610250788883995046175,UP,lipin 2
5801,ENSMUSG00000030218,Mgp, 1.4245543711, 4.65435725, 34.6925370820513,0.000000003861089196304516955484447608519527,0.00000044340748330361075403466025908472,UP,matrix Gla protein
12151,ENSMUSG00000071637,Cebpd, 2.4709323041, 5.63360574, 34.4343812080804,0.000000004408663847144650633086138531669881,0.00000050227277401397981676360073033383,UP,CCAAT/enhancer binding protein (C/EBP), delta
4536,ENSMUSG00000027221,Chst1, 1.5424831121, 2.26204107, 34.2275292406969,0.000000004903042704372214180548135621260861,0.00000055419825213593019115268642135752,UP,carbohydrate sulfotransferase 1
9561,ENSMUSG00000044167,Foxo1, 1.0729088563, 5.14700443, 34.1711460314899,0.000000005047179366070700415438744833394186,0.00000056603327968706958722808642719970,UP,forkhead box O1
6245,ENSMUSG00000031400,G6pdx, 1.4583498958, 2.37762267, 33.6941802620527,0.000000006449334586648526037977041262859793,0.00000071767595342123714957421800469950,UP,glucose-6-phosphate dehydrogenase X-linked
9900,ENSMUSG00000046805,Mpeg1, 1.6416332080, 2.42026044, 33.4721756178343,0.000000007229081401562010699578065067456151,0.00000079825741168786659676030823679094,UP,macrophage expressed gene 1
4228,ENSMUSG00000026473,Glul, 1.8753365874, 8.74548150, 33.4097406488992,0.000000007464914932212848616447827801347742,0.00000081069007802464509230671576775484,UP,glutamate-ammonia ligase (glutamine synthetase)
5926,ENSMUSG00000030562,Nox4, 2.2995513300, 0.78056411, 33.4111164119756,0.000000007459636191542000613012152344244443,0.00000081069007802464509230671576775484,UP,NADPH oxidase 4
8678,ENSMUSG00000039824,Myl6b, 1.2467367676, 3.14636591, 33.3977462155420,0.000000007511095811722591210620780571762672,0.00000081069007802464509230671576775484,UP,myosin, light polypeptide 6B
2864,ENSMUSG00000022533,Atp13a3, 0.9182612681, 5.47361359, 33.3568954333416,0.000000007670536661595632926200254901680925,0.00000082090327612102255621040697644575,UP,ATPase type 13A3
6081,ENSMUSG00000030935,Acsm3, 3.4295620161, 1.21820716, 33.3443714378938,0.000000007720093505840337503661872269652283,0.00000082090327612102255621040697644575,UP,acyl-CoA synthetase medium-chain family member 3
412,ENSMUSG00000002985,Apoe, 1.5732772325, 7.02840862, 32.9125570605835,0.000000009639859578067194099069146025898780,0.00000101549121359761568088829475353663,UP,apolipoprotein E
11855,ENSMUSG00000067081,Asb18,-0.8341161989, 4.47055640, 32.9021591945867,0.000000009691556688462093728310407824474287,0.00000101549121359761568088829475353663,DOWN,ankyrin repeat and SOCS box-containing 18
5665,ENSMUSG00000029752,Asns, 2.1071741050, 0.96604226, 32.6788893966750,0.000000010871154222995703470716089293537227,0.00000113083636863118358134800214842564,UP,asparagine synthetase
2243,ENSMUSG00000021069,Pygl, 3.2924325667, 2.82106549, 32.3462451777400,0.000000012900624968248553489262109641999565,0.00000132277479585148559632480722708658,UP,liver glycogen phosphorylase
11392,ENSMUSG00000060429,Sntb1,-1.1546522294, 3.76658963, 32.3515706348489,0.000000012865317938602443110749890366802800,0.00000132277479585148559632480722708658,DOWN,syntrophin, basic 1
829,ENSMUSG00000006800,Sulf2, 1.2397658953, 3.32060866, 32.1020093946033,0.000000014628593347502331525365813595651598,0.00000148931530144252473889558089498175,UP,sulfatase 2
520,ENSMUSG00000003948,Mmd, 0.9330908517, 4.16190209, 31.7977326308492,0.000000017109235744943014203448217397732223,0.00000171750404978081809610908868568568,UP,monocyte to macrophage differentiation-associated
