,Ensembl,Symbol,s28mo_C_M-s22mo_C_M_logFC,s28mo_C_M-s22mo_C_M_logCPM,s28mo_C_M-s22mo_C_M_LR,s28mo_C_M-s22mo_C_M_PValue,s28mo_C_M-s22mo_C_M_FDR,s28mo_C_M-s22mo_C_M_Status,Description
2519,ENSMUSG00000021806,Nid2,-1.296605723,2.8648562885,53.076360995885,0.0000000000003208303265326108240,0.000000000103715694649996729,DOWN,nidogen 2
11435,ENSMUSG00000061825,Ces2c,3.131798338,1.0362074094,53.083191655670,0.0000000000003197165926851119712,0.000000000103715694649996729,UP,carboxylesterase 2C
5621,ENSMUSG00000029718,Pcolce,-1.127767398,4.2900589944,52.447339695517,0.0000000000004419412560568348499,0.000000000139692720581164876,DOWN,procollagen C-endopeptidase enhancer protein
9108,ENSMUSG00000041828,Abca8a,-0.933130026,5.1399724083,52.403958031600,0.0000000000004518124163941223699,0.000000000139708256756304265,DOWN,"ATP-binding cassette, sub-family A (ABC1), member 8a"
12537,ENSMUSG00000079105,C7,-2.133121867,2.5671519092,52.001795884714,0.0000000000005544989701619278561,0.000000000167812624501771536,DOWN,complement component 7
10808,ENSMUSG00000055172,C1ra,-1.086918800,3.4932089674,51.910027161120,0.0000000000005810293849866194322,0.000000000172178374417701548,DOWN,"complement component 1, r subcomponent A"
7020,ENSMUSG00000033685,Ucp2,-1.048564165,4.0384676939,51.802328517132,0.0000000000006137897445016012314,0.000000000178174394403893378,DOWN,"uncoupling protein 2 (mitochondrial, proton carrier)"
7193,ENSMUSG00000034361,Cpne2,1.620345324,4.3117952663,51.682257106289,0.0000000000006524975485597472829,0.000000000185622502614276922,UP,copine II
7780,ENSMUSG00000036887,C1qa,-1.077477027,3.5004038513,51.568777609407,0.0000000000006913230595107529156,0.000000000192811356832959773,DOWN,"complement component 1, q subcomponent, alpha polypeptide"
4884,ENSMUSG00000028108,Ecm1,-1.128618259,4.0358627274,51.101523599706,0.0000000000008771018677240888788,0.000000000238350410743993825,DOWN,extracellular matrix protein 1
10983,ENSMUSG00000056999,Ide,0.713420359,7.2921474796,51.077025948237,0.0000000000008881166879521704891,0.000000000238350410743993825,UP,insulin degrading enzyme
3916,ENSMUSG00000025780,Itih5,-1.332106411,4.8855124384,51.011663756099,0.0000000000009181874416628725468,0.000000000241857373522457390,DOWN,inter-alpha (globulin) inhibitor H5
248,ENSMUSG00000001865,Cpa3,-2.148495823,1.2297153844,50.921017704773,0.0000000000009615840342542771039,0.000000000248683114604233403,DOWN,"carboxypeptidase A3, mast cell"
2052,ENSMUSG00000020695,Mrc2,-1.366844782,3.5753635190,50.879714387072,0.0000000000009820328673585677524,0.000000000249436348309076196,DOWN,"mannose receptor, C type 2"
1493,ENSMUSG00000018593,Sparc,-1.262306794,7.1614150239,50.382109922129,0.0000000000012654255800423436341,0.000000000310334714664177509,DOWN,secreted acidic cysteine rich glycoprotein
8799,ENSMUSG00000040488,Ltbp4,-0.724534922,6.6906031923,50.386203633291,0.0000000000012627886432944716152,0.000000000310334714664177509,DOWN,latent transforming growth factor beta binding protein 4
186,ENSMUSG00000001435,Col18a1,-1.374024149,3.4469551488,50.346808107004,0.0000000000012883948698107637246,0.000000000310612349630310237,DOWN,"collagen, type XVIII, alpha 1"
4093,ENSMUSG00000026193,Fn1,-1.351845685,5.1768026909,50.194085389383,0.0000000000013926694279811527009,0.000000000330155499060065248,DOWN,fibronectin 1
11978,ENSMUSG00000070436,Serpinh1,-1.032922767,4.7422059488,49.969881456785,0.0000000000015612411574019838850,0.000000000364050724965341311,DOWN,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
2968,ENSMUSG00000022816,Fstl1,-1.192587478,5.0152621525,49.212457204501,0.0000000000022968743564200788927,0.000000000526947432995470965,DOWN,follistatin-like 1
5867,ENSMUSG00000030513,Pcsk6,-1.004364615,4.3243724175,48.089090677958,0.0000000000040728625415344259402,0.000000000919561853821994790,DOWN,proprotein convertase subtilisin/kexin type 6
4305,ENSMUSG00000026728,Vim,-0.970248258,6.7033252825,47.236733069102,0.0000000000062910353307630197814,0.000000001398182602262081129,DOWN,vimentin
8968,ENSMUSG00000041189,Chrnb1,0.902454471,5.5459984542,47.079660286543,0.0000000000068159353668296049768,0.000000001491536379350527566,UP,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"
10130,ENSMUSG00000049112,Oxtr,-2.718526445,0.9692979605,46.829261963011,0.0000000000077448321133705149369,0.000000001669128666372457610,DOWN,oxytocin receptor
8429,ENSMUSG00000039109,F13a1,-1.296523920,3.3350841877,46.642126889212,0.0000000000085208633800909348132,0.000000001808966577886767852,DOWN,"coagulation factor XIII, A1 subunit"
6242,ENSMUSG00000031503,Col4a2,-1.047758584,6.2396792858,46.071836871937,0.0000000000113995428302913396061,0.000000002384516135559764909,DOWN,"collagen, type IV, alpha 2"
1657,ENSMUSG00000019846,Lama4,-0.817653139,4.3750294112,46.027727106299,0.0000000000116591143969025665615,0.000000002403467292486117282,DOWN,"laminin, alpha 4"
4299,ENSMUSG00000026712,Mrc1,-1.181977264,3.1342602353,45.835248762811,0.0000000000128628079276602946499,0.000000002613722570900571819,DOWN,"mannose receptor, C type 1"
4287,ENSMUSG00000026676,Ccdc3,-1.209181350,3.2213683201,45.632128081255,0.0000000000142681980506738224322,0.000000002858462662996964210,DOWN,coiled-coil domain containing 3
2044,ENSMUSG00000020681,Ace,-0.933446512,5.1576474466,45.460372798636,0.0000000000155758456907106571702,0.000000003077094848675949432,DOWN,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
9103,ENSMUSG00000041797,Abca9,-1.219981463,3.4429626074,45.352824958985,0.0000000000164550489882069591872,0.000000003206255024770627486,DOWN,"ATP-binding cassette, sub-family A (ABC1), member 9"
6383,ENSMUSG00000031799,Tpm4,-0.822808094,4.6500576012,44.442306373691,0.0000000000261964431996739446589,0.000000005035381190164354340,DOWN,tropomyosin 4
4288,ENSMUSG00000026678,Rgs5,-0.676315729,7.1973010271,43.632376875241,0.0000000000396229204568411249745,0.000000007514618941041441983,DOWN,regulator of G-protein signaling 5
1687,ENSMUSG00000019929,Dcn,-0.885468567,7.6454880540,43.414007605180,0.0000000000443005525359923964291,0.000000008291198148315209177,DOWN,decorin
4240,ENSMUSG00000026574,Dpt,-1.451420080,5.0522575271,43.289896673559,0.0000000000472014473579492826933,0.000000008719394639213903388,DOWN,dermatopontin
1095,ENSMUSG00000013698,Pea15a,-0.826066717,4.7727545662,43.191746795940,0.0000000000496295854829193962695,0.000000008824140298863068562,DOWN,proliferation and apoptosis adaptor protein 15A
2356,ENSMUSG00000021390,Ogn,-1.009741746,4.3509501741,43.197435961505,0.0000000000494854875453054879024,0.000000008824140298863068562,DOWN,osteoglycin
8234,ENSMUSG00000038463,Olfml2b,-1.516977600,1.6624304343,43.214477046865,0.0000000000490563637129317548780,0.000000008824140298863068562,DOWN,olfactomedin-like 2B
7865,ENSMUSG00000037206,Islr,-1.167423101,4.0726276646,43.164480223095,0.0000000000503260581784458590263,0.000000008837504339879183274,DOWN,immunoglobulin superfamily containing leucine-rich repeat
7057,ENSMUSG00000033825,Tpsb2,-1.695742983,2.5513174533,42.963354868930,0.0000000000557748600524945482483,0.000000009674897675447346556,DOWN,tryptase beta 2
4791,ENSMUSG00000027895,Kcnc4,0.851693259,6.8312890588,42.839460930262,0.0000000000594213480073536254455,0.000000010183244024778288840,UP,"potassium voltage gated channel, Shaw-related subfamily, member 4"
349,ENSMUSG00000002602,Axl,-1.002071607,5.2227686619,42.269903560178,0.0000000000795067200867584882803,0.000000013463137934691105015,DOWN,AXL receptor tyrosine kinase
6398,ENSMUSG00000031825,Crispld2,-0.974922957,4.4761584316,42.198310606343,0.0000000000824712319031419204046,0.000000013619731334254373940,DOWN,cysteine-rich secretory protein LCCL domain containing 2
8636,ENSMUSG00000039899,Fgl2,-1.059897817,2.8525085669,42.178661539210,0.0000000000833040372666008510487,0.000000013619731334254373940,DOWN,fibrinogen-like protein 2
11866,ENSMUSG00000068566,Myadm,-0.759851669,4.1780409567,42.219496130169,0.0000000000815826397821126551607,0.000000013619731334254373940,DOWN,myeloid-associated differentiation marker
2603,ENSMUSG00000021998,Lcp1,-1.426995454,2.5770507743,42.048976348912,0.0000000000890157764789517121661,0.000000014388186416325103614,DOWN,lymphocyte cytosolic protein 1
7148,ENSMUSG00000034205,Loxl2,-1.726538440,2.8977044669,41.824408888452,0.0000000000998491095239476955601,0.000000015957907122119462911,DOWN,lysyl oxidase-like 2
6169,ENSMUSG00000031328,Flna,-0.827896428,6.2999608290,41.781671346631,0.0000000001020556379088530167482,0.000000016129326595728058734,DOWN,"filamin, alpha"
1375,ENSMUSG00000017493,Igfbp4,-0.905284652,5.9835862445,41.625445374766,0.0000000001105450966278646278890,0.000000017279048949832380414,DOWN,insulin-like growth factor binding protein 4
11366,ENSMUSG00000061068,Mcpt4,-1.588403978,2.5817478635,41.509709024448,0.0000000001172869826647634333807,0.000000018133587406778205419,DOWN,mast cell protease 4
3919,ENSMUSG00000025784,Clec3b,-0.911426697,4.5492570693,41.459614590978,0.0000000001203312853058663148389,0.000000018208427682879176824,DOWN,"C-type lectin domain family 3, member b"
4120,ENSMUSG00000026255,Efhd1,-1.737912782,1.8813890359,41.473786818352,0.0000000001194620852595847618986,0.000000018208427682879176824,DOWN,EF hand domain containing 1
534,ENSMUSG00000004098,Col5a3,-1.057882007,4.3289523882,41.240254120018,0.0000000001346213908792065351912,0.000000019946402748602432603,DOWN,"collagen, type V, alpha 3"
1943,ENSMUSG00000020467,Efemp1,-1.360161470,3.0001419782,41.253792436309,0.0000000001336922063192962396854,0.000000019946402748602432603,DOWN,epidermal growth factor-containing fibulin-like extracellular matrix protein 1
2544,ENSMUSG00000021876,Rnase4,-0.879755009,4.2955960447,41.186382698903,0.0000000001383832723872176362208,0.000000020292408932327664552,DOWN,"ribonuclease, RNase A family 4"
13248,ENSMUSG00000096764,Gm21985,-3.548425482,-0.4921606663,41.013773384479,0.0000000001511601870631882327074,0.000000021939821436599892534,DOWN,predicted gene 21985
6130,ENSMUSG00000031207,Msn,-0.804389630,5.0308172252,40.879562471220,0.0000000001619054799388517731168,0.000000023262056026769974794,DOWN,moesin
7831,ENSMUSG00000037060,Cavin3,-1.061033495,3.6617566942,40.516606096889,0.0000000001949520926028985271562,0.000000027729985651836288397,DOWN,caveolae associated 3
394,ENSMUSG00000002900,Lamb1,-1.083733591,4.2676631477,40.250543789230,0.0000000002233931540198235015608,0.000000031460833888890783655,DOWN,laminin B1
2400,ENSMUSG00000021508,Cxcl14,-0.954402643,5.2068612975,40.129053685071,0.0000000002377268886906507069964,0.000000033151247693488385981,DOWN,chemokine (C-X-C motif) ligand 14
6087,ENSMUSG00000031093,Dock11,-1.469585596,1.7469630907,39.931014816040,0.0000000002630923424189651070787,0.000000036332286199683103069,DOWN,dedicator of cytokinesis 11
8122,ENSMUSG00000038146,Notch3,-0.716705817,4.5306145080,39.895560723026,0.0000000002679114138042316402369,0.000000036642037980301835572,DOWN,notch 3
6465,ENSMUSG00000031963,Bmper,-1.466362588,1.9800040148,39.575705550493,0.0000000003155849280452998858698,0.000000042751238252536626249,DOWN,BMP-binding endothelial regulator
7420,ENSMUSG00000035258,Abi3bp,-0.943040289,3.4614740295,39.458148876035,0.0000000003351661531277826414043,0.000000044555171608313832898,DOWN,ABI family member 3 binding protein
8253,ENSMUSG00000038521,C1s1,-0.906638864,4.5799310153,39.464771953342,0.0000000003340313088578302791717,0.000000044555171608313832898,DOWN,"complement component 1, s subcomponent 1"
6206,ENSMUSG00000031400,G6pdx,-1.300392596,2.5155096757,39.401605542324,0.0000000003450131758885833767116,0.000000045439513091103795484,DOWN,glucose-6-phosphate dehydrogenase X-linked
5410,ENSMUSG00000029231,Pdgfra,-0.997568065,4.0890016842,39.219161983344,0.0000000003788042586265681067774,0.000000049432218116553261053,DOWN,"platelet derived growth factor receptor, alpha polypeptide"
7698,ENSMUSG00000036545,Adamts2,-1.055509914,3.3118690524,39.145714083459,0.0000000003933257461314671626386,0.000000050860594663399901030,DOWN,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2"
2737,ENSMUSG00000022324,Matn2,-1.693007913,2.2386896173,38.970965699670,0.0000000004301556921194405493605,0.000000055035776343929024984,DOWN,matrilin 2
4922,ENSMUSG00000028195,Ccn1,0.851948627,5.6870513131,38.956510852358,0.0000000004333525696372364062042,0.000000055035776343929024984,UP,cellular communication network factor 1
3893,ENSMUSG00000025723,Nmb,-1.699360105,1.1603352747,38.764407412277,0.0000000004781677986438723710875,0.000000060189900600977346707,DOWN,neuromedin B
11916,ENSMUSG00000069372,Ctxn3,0.711861382,6.2663949408,38.728229300649,0.0000000004871130150050316111239,0.000000060778030924838329565,UP,cortexin 3
7467,ENSMUSG00000035493,Tgfbi,-0.772550055,4.2322866245,38.611902670371,0.0000000005170265766194840503371,0.000000063949443702917747176,DOWN,"transforming growth factor, beta induced"
4987,ENSMUSG00000028369,Svep1,-1.269008652,3.2001094421,38.395947062050,0.0000000005775221149037658067770,0.000000070816160020613488122,DOWN,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
1371,ENSMUSG00000017466,Timp2,-0.702349358,6.6353970560,38.074854240699,0.0000000006808191228156379580306,0.000000082282018502325498662,DOWN,tissue inhibitor of metalloproteinase 2
8726,ENSMUSG00000040249,Lrp1,-0.893427635,6.3429018667,38.069761991343,0.0000000006825982974742975497387,0.000000082282018502325498662,DOWN,low density lipoprotein receptor-related protein 1
12914,ENSMUSG00000087231,E230016M11Rik,1.778597321,1.1686390680,38.021336667116,0.0000000006997519178408120599817,0.000000083640935120737072351,UP,RIKEN cDNA E230016M11 gene
3577,ENSMUSG00000024900,Cpt1a,-0.849148968,3.9905632721,37.680970996301,0.0000000008331333487765177032928,0.000000098754072941643227200,DOWN,"carnitine palmitoyltransferase 1a, liver"
9183,ENSMUSG00000042190,Cmklr1,-1.336198925,3.3010316226,37.587306593922,0.0000000008741146852039121992104,0.000000102755432085458240660,DOWN,chemokine-like receptor 1
6880,ENSMUSG00000033066,Gas7,-1.056624733,3.2707250874,37.513291592337,0.0000000009079215914065718837757,0.000000105854727181697361361,DOWN,growth arrest specific 7
10848,ENSMUSG00000055653,Gpc3,-1.512986028,2.4887004878,37.364397379597,0.0000000009799478309015587940205,0.000000113323397941006275629,DOWN,glypican 3
10903,ENSMUSG00000056201,Cfl1,-0.753767362,4.8719921035,37.083500752212,0.0000000011317732072999434530587,0.000000129825339521245121752,DOWN,"cofilin 1, non-muscle"
9199,ENSMUSG00000042254,Cilp,1.002621913,5.9061778156,36.992621563014,0.0000000011857711306783995640354,0.000000134931268502156440253,UP,"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase"
7784,ENSMUSG00000036896,C1qc,-0.939191497,3.4660923345,36.670144565805,0.0000000013990576961695919183913,0.000000156957882747574911429,DOWN,"complement component 1, q subcomponent, C chain"
13032,ENSMUSG00000090145,Ugt1a6b,-3.601808828,-0.4418415867,36.666870150930,0.0000000014014096673890616796459,0.000000156957882747574911429,DOWN,"UDP glucuronosyltransferase 1 family, polypeptide A6B"
6942,ENSMUSG00000033327,Tnxb,-0.719093423,6.1522408771,36.482417016665,0.0000000015404964230526895586646,0.000000171187665011730122321,DOWN,tenascin XB
4293,ENSMUSG00000026697,Myoc,-0.829187745,5.4893431777,36.397508820787,0.0000000016090875258434263467086,0.000000177423728430983684882,DOWN,myocilin
7788,ENSMUSG00000036905,C1qb,-1.120919789,3.3296330528,36.290199748995,0.0000000017001665579561060988643,0.000000186024377848981933413,DOWN,"complement component 1, q subcomponent, beta polypeptide"
927,ENSMUSG00000008845,Cd163,-1.079823372,3.4230320522,36.201064687150,0.0000000017797329693493451179666,0.000000193243677526909046819,DOWN,CD163 antigen
12280,ENSMUSG00000074364,Ehd2,-0.699576677,5.5885110734,36.111966897667,0.0000000018629925161606226289956,0.000000200751557195974946813,DOWN,EH-domain containing 2
9439,ENSMUSG00000043631,Ecm2,-0.951809886,3.2634176413,36.059605012631,0.0000000019137314708746060832101,0.000000204668544674589458246,DOWN,"extracellular matrix protein 2, female organ and adipocyte specific"
6964,ENSMUSG00000033420,Antxr1,-1.010491649,2.9092324771,35.953043351750,0.0000000020213041640304643785855,0.000000214559928575890488260,DOWN,anthrax toxin receptor 1
2575,ENSMUSG00000021943,Gdf10,-1.523224099,2.1729957841,35.764498109340,0.0000000022266873897565413542593,0.000000234610380977015165529,DOWN,growth differentiation factor 10
4276,ENSMUSG00000026656,Fcgr2b,-1.588662035,1.4184054456,35.225848764579,0.0000000029360059998308527774040,0.000000307071686335250383839,DOWN,"Fc receptor, IgG, low affinity IIb"
1360,ENSMUSG00000017344,Vtn,-0.993271603,3.3352441288,35.039823326848,0.0000000032303080001755611936396,0.000000335386138645964855844,DOWN,vitronectin
5340,ENSMUSG00000029096,Htra3,-0.968288884,5.2647694560,35.020683951461,0.0000000032622156644334196972393,0.000000336244605876093933759,DOWN,HtrA serine peptidase 3
1704,ENSMUSG00000019978,Epb41l2,-0.788427904,4.4993499197,34.977614507698,0.0000000033351766658015135984114,0.000000341291747441444129614,DOWN,erythrocyte membrane protein band 4.1 like 2
2619,ENSMUSG00000022032,Scara5,-1.126260498,4.1454799777,34.783856011367,0.0000000036841582919061093603452,0.000000374310482457660712004,DOWN,"scavenger receptor class A, member 5"
6905,ENSMUSG00000033174,Mgll,-0.658951229,6.3163199872,34.732436982393,0.0000000037827596049539807089646,0.000000381602642701173216196,DOWN,monoglyceride lipase
5981,ENSMUSG00000030770,Parva,-0.883410171,3.9087511957,34.579917157541,0.0000000040910531067300965679279,0.000000409796756268513323808,DOWN,"parvin, alpha"
11526,ENSMUSG00000062825,Actg1,-0.609122893,7.2375081105,34.360845721214,0.0000000045784186106028027083652,0.000000455408575644855015705,DOWN,"actin, gamma, cytoplasmic 1"
7676,ENSMUSG00000036446,Lum,-0.987462046,3.8517759510,34.240521837561,0.0000000048704174683865382239231,0.000000481089014377292507914,DOWN,lumican
8474,ENSMUSG00000039234,Sec24d,-1.152826298,2.3884889043,34.146469260364,0.0000000051115902317673194755490,0.000000501429375563160992200,DOWN,"Sec24 related gene family, member D (S. cerevisiae)"
9654,ENSMUSG00000045312,Lhfpl2,-1.262758339,2.5552966430,34.110183819260,0.0000000052078000402916600784425,0.000000507368135432250475947,DOWN,lipoma HMGIC fusion partner-like 2
7084,ENSMUSG00000033960,Jcad,-0.678734258,5.0074340363,33.897639155711,0.0000000058089144917720610614102,0.000000562081630822896582648,DOWN,junctional cadherin 5 associated
3481,ENSMUSG00000024663,Rab3il1,-1.234643368,2.3716719119,33.622436021731,0.0000000066916421378797084946417,0.000000643121066008114688105,DOWN,RAB3A interacting protein (rabin3)-like 1
8485,ENSMUSG00000039270,Megf9,-1.090086488,2.5734752982,33.608544507885,0.0000000067396022158153608366648,0.000000643383234347367060123,DOWN,multiple EGF-like-domains 9
2082,ENSMUSG00000020758,Itgb4,-1.357599191,3.2057529288,33.590371205143,0.0000000068028652195253814531078,0.000000645093032550193534906,DOWN,integrin beta 4
1601,ENSMUSG00000019539,Rcn3,-0.985786494,3.1855080077,33.406545777967,0.0000000074771879436646957285825,0.000000704341200733024037666,DOWN,"reticulocalbin 3, EF-hand calcium binding domain"
2041,ENSMUSG00000020676,Ccl11,-1.016644433,3.3101990933,33.305500426749,0.0000000078759556382680068197211,0.000000737023638149500871521,DOWN,chemokine (C-C motif) ligand 11
821,ENSMUSG00000006800,Sulf2,-1.120149081,3.5916921860,33.272615996769,0.0000000080102716180262118847511,0.000000744693486894149286708,DOWN,sulfatase 2
4731,ENSMUSG00000027750,Postn,-1.410061571,1.9485705580,33.211589571010,0.0000000082656421379937681637919,0.000000758519314650473226131,DOWN,"periostin, osteoblast specific factor"
6496,ENSMUSG00000032024,Clmp,-1.248808712,2.1614383004,33.211832025508,0.0000000082646116016337811311322,0.000000758519314650473226131,DOWN,CXADR-like membrane protein
4175,ENSMUSG00000026418,Tnni1,0.876975942,6.5365640996,33.143175309498,0.0000000085616349052001654735784,0.000000780645480074148424523,UP,"troponin I, skeletal, slow 1"
