,Ensembl,Symbol,s22mo_AR_F-s06mo_AR_F_logFC,s22mo_AR_F-s06mo_AR_F_logCPM,s22mo_AR_F-s06mo_AR_F_LR,s22mo_AR_F-s06mo_AR_F_PValue,s22mo_AR_F-s06mo_AR_F_FDR,s22mo_AR_F-s06mo_AR_F_Status,Description
9599,ENSMUSG00000044938,Klhl31,-0.6534848991,7.3678227,39.6580447981882,0.000000000302555840861030151204878780,0.00000003735380720473831182657377,DOWN,kelch-like 31
4871,ENSMUSG00000028076,Cd1d1,1.4810022781,2.0940327,39.3552397332145,0.000000000353303531505054006138544721,0.00000004324313396817893940391521,UP,CD1d1 antigen
8440,ENSMUSG00000039109,F13a1,0.8651878819,3.4785396,39.2749706728568,0.000000000368130166230906335490424874,0.00000004467275299270434284292614,UP,"coagulation factor XIII, A1 subunit"
5512,ENSMUSG00000029469,Ift81,1.4050454799,1.8844647,39.2479438493546,0.000000000373261239579967873419336832,0.00000004491155152166427024871539,UP,intraflagellar transport 81
1539,ENSMUSG00000018927,Ccl6,1.2715131997,2.2544866,39.1963871493500,0.000000000383248745107611739316596554,0.00000004572576204233504968521863,UP,chemokine (C-C motif) ligand 6
12144,ENSMUSG00000072941,Sod3,0.8433150469,3.8622848,39.1712874924116,0.000000000388207415097021419760164652,0.00000004593140732956258337629047,UP,"superoxide dismutase 3, extracellular"
7016,ENSMUSG00000033623,Pcgf3,-0.6547914237,5.7399712,39.0363889052681,0.000000000415979206254748637116098916,0.00000004881051876367703512112753,DOWN,polycomb group ring finger 3
2096,ENSMUSG00000020788,Atp2a3,0.8347539023,3.6736331,38.9269451601806,0.000000000439965681639846552234699971,0.00000005120190776985690110737151,UP,"ATPase, Ca++ transporting, ubiquitous"
3242,ENSMUSG00000024087,Cyp1b1,1.9294382439,0.8376769,38.7556730426676,0.000000000480312239590403031651419722,0.00000005544287136345156487268396,UP,"cytochrome P450, family 1, subfamily b, polypeptide 1"
3625,ENSMUSG00000025006,Sorbs1,1.0102494748,6.2299122,38.5276401567845,0.000000000539837105097657870121190080,0.00000006181134853368183202253813,UP,sorbin and SH3 domain containing 1
7064,ENSMUSG00000033825,Tpsb2,1.2715560126,2.7863739,38.4778963813595,0.000000000553773316692870229274803282,0.00000006240058373337596218446841,UP,tryptase beta 2
11774,ENSMUSG00000067149,Jchain,5.0148326726,2.2691321,38.4927929518348,0.000000000549562529262087284604684743,0.00000006240058373337596218446841,UP,immunoglobulin joining chain
2838,ENSMUSG00000022528,Hes1,1.0193124949,3.0231679,38.3839101303432,0.000000000581095261431130063440985161,0.00000006445617595155612916079095,UP,hes family bHLH transcription factor 1
12026,ENSMUSG00000071076,Jund,0.6724932126,5.4119704,38.3899809106766,0.000000000579290400792962007245716570,0.00000006445617595155612916079095,UP,jun D proto-oncogene
11508,ENSMUSG00000062609,Kcnj15,2.6190486576,0.8736071,38.1442680450181,0.000000000657024661936986556552371610,0.00000007231345852853748230225838,UP,"potassium inwardly-rectifying channel, subfamily J, member 15"
10202,ENSMUSG00000049641,Vgll2,1.2014628504,6.2327802,38.0792139487259,0.000000000679299579417792660381744760,0.00000007418996483518324058713077,UP,vestigial like family member 2
10923,ENSMUSG00000056313,Tcim,1.1388016844,3.3748460,37.7208135107760,0.000000000816289403034657449806199741,0.00000008847081636859592221992923,UP,transcriptional and immune response regulator
2354,ENSMUSG00000021388,Aspn,0.8966901048,3.2854552,37.1290043030577,0.000000001105668349027372352892535895,0.00000011892635772341388872400835,UP,asporin
3159,ENSMUSG00000023905,Tnfrsf12a,1.4270706209,4.2343459,36.9829155127297,0.000000001191688546660601556776902749,0.00000012721499237208435716938999,UP,"tumor necrosis factor receptor superfamily, member 12a"
410,ENSMUSG00000003031,Cdkn1b,-0.6495605615,5.3603194,36.8710442462046,0.000000001262064571966294313800616462,0.00000013372233427445855885480608,DOWN,cyclin-dependent kinase inhibitor 1B
10966,ENSMUSG00000056738,A730036I17Rik,3.1999212066,-0.6275701,36.7899812389953,0.000000001315646221118584571241244392,0.00000013836700035141971334424593,UP,RIKEN cDNA A730036I17 gene
11742,ENSMUSG00000066607,Insyn1,0.7708910742,3.9496802,36.7115834095895,0.000000001369631979301943403121627099,0.00000014298555030977198214524727,UP,inhibitory synaptic factor 1
348,ENSMUSG00000002602,Axl,0.6869483305,5.3949689,36.6641553795836,0.000000001403362655237886535201602803,0.00000014543753999319351522815562,UP,AXL receptor tyrosine kinase
1373,ENSMUSG00000017493,Igfbp4,0.5932206090,5.9468174,36.4237539733107,0.000000001587565645776575218751669516,0.00000016333519593286824104408481,UP,insulin-like growth factor binding protein 4
5646,ENSMUSG00000029780,Nt5c3,-0.5921659621,5.2615168,36.2692568359554,0.000000001718535085305796954622647734,0.00000017553784993648709240102710,DOWN,"5'-nucleotidase, cytosolic III"
246,ENSMUSG00000001865,Cpa3,1.3168897437,1.5903477,36.1733184843308,0.000000001805253579601449666974306709,0.00000018167750474165227601774041,UP,"carboxypeptidase A3, mast cell"
2253,ENSMUSG00000021136,Smoc1,1.3271433039,2.8682601,36.1812995536560,0.000000001797875378547323704614256955,0.00000018167750474165227601774041,UP,SPARC related  modular calcium binding 1
13688,ENSMUSG00000105987,AI506816,-0.5749139707,5.3482991,36.1606462059892,0.000000001817030967271067941490145986,0.00000018167750474165227601774041,DOWN,expressed sequence AI506816
7617,ENSMUSG00000036181,H1f2,-0.7519095937,7.4963472,36.1119404998120,0.000000001863017753415265950040414337,0.00000018497290953139822822471835,DOWN,"H1.2 linker histone, cluster member"
9803,ENSMUSG00000046598,Bdh1,1.4335437745,5.3636375,35.9208704223015,0.000000002054957176083066488637489220,0.00000020261306934741236459795945,UP,"3-hydroxybutyrate dehydrogenase, type 1"
3316,ENSMUSG00000024247,Pkdcc,-0.5685457513,6.1319648,35.8074038231752,0.000000002178185661703391946822519089,0.00000021328193120596384801269517,DOWN,"protein kinase domain containing, cytoplasmic"
2581,ENSMUSG00000021957,Tkt,1.1430586572,4.4935771,35.7729303757462,0.000000002217070703431049943755839899,0.00000021560253320078114152200349,UP,transketolase
11697,ENSMUSG00000065987,Cd209b,1.6686201066,0.9660068,35.6847133539687,0.000000002319771846715982036898108588,0.00000022405524271886742049895004,UP,CD209b antigen
9997,ENSMUSG00000048040,Arxes2,2.3873267358,1.2049317,35.6161365644348,0.000000002402888100319399638853603107,0.00000023051490032658673911140413,UP,adipocyte-related X-chromosome expressed sequence 2
10404,ENSMUSG00000051343,Rab11fip5,0.5764905952,5.9686525,35.4507447670764,0.000000002615823466982490330377751609,0.00000024925813143770066870053546,UP,RAB11 family interacting protein 5 (class I)
1686,ENSMUSG00000019927,Ube2d1,-0.5960021351,7.1097371,35.3650047309206,0.000000002733545215102997035436157379,0.00000025873916642688236247759497,DOWN,ubiquitin-conjugating enzyme E2D 1
4257,ENSMUSG00000026610,Esrrg,1.0408929919,4.1404610,35.3147710135117,0.000000002804966184813056713076635687,0.00000026374112511242235114847319,UP,estrogen-related receptor gamma
