,Ensembl,Symbol,s28mo_C_M-s06mo_C_M_logFC,s28mo_C_M-s06mo_C_M_logCPM,s28mo_C_M-s06mo_C_M_LR,s28mo_C_M-s06mo_C_M_PValue,s28mo_C_M-s06mo_C_M_FDR,s28mo_C_M-s06mo_C_M_Status,Description
13045,ENSMUSG00000090942,F830016B08Rik,1.4671748619,4.67102508,117.77002821044807,0,0,UP,RIKEN cDNA F830016B08 gene
90,ENSMUSG00000000753,Serpinf1,-2.068239709,5.17086689,116.15214058106972,0,0,DOWN,"serine (or cysteine) peptidase inhibitor, clade F, member 1"
4750,ENSMUSG00000027827,Kcnab1,1.8545283258,3.30315926,113.90063620922204,0,0,UP,"potassium voltage-gated channel, shaker-related subfamily, beta member 1"
3205,ENSMUSG00000024042,Sik1,1.7366898731,4.48260912,110.45427279893418,0,0,UP,salt inducible kinase 1
3058,ENSMUSG00000023043,Krt18,4.4776896102,4.16202754,106.61852531978607,0,0,UP,keratin 18
4014,ENSMUSG00000026042,Col5a2,-1.8318997459,3.88148659,104.58738702794793,0,0,DOWN,"collagen, type V, alpha 2"
7639,ENSMUSG00000036390,Gadd45a,2.140467064,5.59130435,101.85407803120016,0,0,UP,growth arrest and DNA-damage-inducible 45 alpha
2280,ENSMUSG00000021226,Acot2,-1.4695583849,6.04122434,97.92208143765484,0,0,DOWN,acyl-CoA thioesterase 2
9381,ENSMUSG00000043415,Otud1,1.8878679773,4.67634996,97.90958655477662,0,0,UP,OTU domain containing 1
9441,ENSMUSG00000044006,Cilp2,-3.3555598368,2.89501491,97.7834827881004,0,0,DOWN,cartilage intermediate layer protein 2
1684,ENSMUSG00000019932,Kera,-3.090907019,1.70941177,95.03218302188937,0,0,DOWN,keratocan
9971,ENSMUSG00000048126,Col6a3,-1.5214803233,4.75803437,93.93271238880696,0,0,DOWN,"collagen, type VI, alpha 3"
10126,ENSMUSG00000049382,Krt8,4.5882531206,2.63605762,91.03096819029972,0,0,UP,keratin 8
9014,ENSMUSG00000041559,Fmod,-2.2785199985,7.41149641,86.37264745247424,0,0,DOWN,fibromodulin
5304,ENSMUSG00000029053,Prkcz,2.1572429503,2.07945246,85.50272987352872,0,1e-17,UP,"protein kinase C, zeta"
6128,ENSMUSG00000031250,Tnmd,-2.427645748,2.60126227,84.73003628841512,0,1e-17,DOWN,tenomodulin
8143,ENSMUSG00000038259,Gdf5,4.2641551363,1.12453409,84.14886055163116,0,2e-17,UP,growth differentiation factor 5
12282,ENSMUSG00000074794,Arrdc3,2.3225471569,6.2841695,81.11467867915982,0,9e-17,UP,arrestin domain containing 3
4914,ENSMUSG00000028195,Ccn1,1.1691502973,5.57325267,80.1246514576748,0,1.5e-16,UP,cellular communication network factor 1
4967,ENSMUSG00000028339,Col15a1,-1.8669293959,3.94815956,79.15957709788145,0,2.3e-16,DOWN,"collagen, type XV, alpha 1"
7127,ENSMUSG00000034205,Loxl2,-2.2461516964,3.30093502,77.82858997378955,0,4.5e-16,DOWN,lysyl oxidase-like 2
6406,ENSMUSG00000031880,Rrad,2.9130174125,3.64526961,76.76644551012356,0,7.5e-16,UP,Ras-related associated with diabetes
4488,ENSMUSG00000027204,Fbn1,-1.7250737982,5.08294119,75.521261057122,0,1.38e-15,DOWN,fibrillin 1
3458,ENSMUSG00000024620,Pdgfrb,-1.0463744699,4.69880621,73.56361933429625,0,3.64e-15,DOWN,"platelet derived growth factor receptor, beta polypeptide"
6224,ENSMUSG00000031502,Col4a1,-1.3325862158,6.44269809,73.43772211240704,1e-17,3.78e-15,DOWN,"collagen, type IV, alpha 1"
657,ENSMUSG00000005397,Nid1,-1.3536594805,5.61353353,71.21739115833597,3e-17,1.136e-14,DOWN,nidogen 1
13448,ENSMUSG00000099906,Lincmd1,2.9998743267,2.30657602,70.71896886331677,4e-17,1.427e-14,UP,long intergenic non-protein coding RNA of muscle differentiation 1
9662,ENSMUSG00000045730,Adrb2,1.1645662777,3.75214509,70.64757066836191,4e-17,1.444e-14,UP,"adrenergic receptor, beta 2"
11393,ENSMUSG00000061825,Ces2c,4.305129146,0.93902396,69.04208617241822,9e-17,3.184e-14,UP,carboxylesterase 2C
4759,ENSMUSG00000027848,Olfml3,-1.6787679254,2.66985052,65.88710150118288,4.7e-16,1.5415e-13,DOWN,olfactomedin-like 3
2367,ENSMUSG00000021453,Gadd45g,2.1587874591,5.94439051,65.6831974288644,5.2e-16,1.6716e-13,UP,growth arrest and DNA-damage-inducible 45 gamma
4720,ENSMUSG00000027750,Postn,-1.9439187369,2.3399306,63.97482797263152,1.26e-15,3.8915e-13,DOWN,"periostin, osteoblast specific factor"
7401,ENSMUSG00000035279,Ssc5d,-1.9087801952,2.90876468,63.66805728654615,1.47e-15,4.4504e-13,DOWN,"scavenger receptor cysteine rich family, 5 domains"
6225,ENSMUSG00000031503,Col4a2,-1.1557072035,6.30535005,63.16989082219018,1.89e-15,5.6117e-13,DOWN,"collagen, type IV, alpha 2"
3015,ENSMUSG00000022952,Runx1,2.1660995439,2.25449238,62.13917579693365,3.2e-15,9.2773e-13,UP,runt related transcription factor 1
4350,ENSMUSG00000026837,Col5a1,-1.565461651,4.18423526,61.11376228152379,5.38e-15,1.53045e-12,DOWN,"collagen, type V, alpha 1"
1060,ENSMUSG00000012428,Steap4,-1.0984877807,4.43615158,60.23703861392798,8.4e-15,2.34228e-12,DOWN,STEAP family member 4
12230,ENSMUSG00000074264,Amy1,1.107138261,6.43893204,60.03925731168231,9.29e-15,2.54007e-12,UP,"amylase 1, salivary"
10022,ENSMUSG00000048489,Depp1,2.2915654085,4.37281022,59.28272956574537,1.365e-14,3.66033e-12,UP,DEPP1 autophagy regulator
6779,ENSMUSG00000032744,Heyl,-1.5773908811,2.77776629,58.87870033942045,1.676e-14,4.33117e-12,DOWN,hairy/enhancer-of-split related with YRPW motif-like
8804,ENSMUSG00000040640,Erc2,2.4516090985,1.07509471,58.88556736945174,1.671e-14,4.33117e-12,UP,ELKS/RAB6-interacting/CAST family member 2
5970,ENSMUSG00000030772,Dkk3,1.4608428083,5.77896622,58.25919262674051,2.297e-14,5.82813e-12,UP,dickkopf WNT signaling pathway inhibitor 3
10891,ENSMUSG00000056481,Cd248,-1.3093438229,3.35650097,58.17644557491357,2.396e-14,5.97185e-12,DOWN,"CD248 antigen, endosialin"
9998,ENSMUSG00000048332,Lhfp,-1.34536747,3.2516589,58.08996314630958,2.504e-14,6.13265e-12,DOWN,lipoma HMGIC fusion partner
2305,ENSMUSG00000021268,Meg3,-1.3865164817,3.84923634,57.61180630981154,3.193e-14,7.68763e-12,DOWN,maternally expressed 3
1813,ENSMUSG00000020218,Wif1,-2.9494880102,1.34876677,57.06390527543876,4.218e-14,9.98795e-12,DOWN,Wnt inhibitory factor 1
4370,ENSMUSG00000026879,Gsn,-1.5979716109,9.61140553,56.89653767078062,4.593e-14,1.069692e-11,DOWN,gelsolin
1489,ENSMUSG00000018593,Sparc,-1.377040483,7.23556167,56.54122077538359,5.503e-14,1.260866e-11,DOWN,secreted acidic cysteine rich glycoprotein
5618,ENSMUSG00000029761,Cald1,-0.9542896712,4.53732775,56.48528221185848,5.662e-14,1.276659e-11,DOWN,caldesmon 1
1179,ENSMUSG00000015085,Entpd2,-1.1789946308,3.3289001,55.65235968875587,8.648e-14,1.919651e-11,DOWN,ectonucleoside triphosphate diphosphohydrolase 2
1309,ENSMUSG00000016494,Cd34,-0.8973542749,5.03801994,55.45376052953819,9.568e-14,2.091052e-11,DOWN,CD34 antigen
311,ENSMUSG00000002289,Angptl4,-1.7926533386,3.82882561,54.7959276691559,1.3371e-13,2.877966e-11,DOWN,angiopoietin-like 4
5430,ENSMUSG00000029338,Antxr2,-1.2514830209,3.41589669,54.57091565947524,1.4993e-13,3.178916e-11,DOWN,anthrax toxin receptor 2
4019,ENSMUSG00000026051,Ecrg4,-3.9748937631,0.59128731,54.01262703296025,1.992e-13,4.16134e-11,DOWN,ECRG4 augurin precursor
7395,ENSMUSG00000035258,Abi3bp,-1.1590725431,3.5979677900000002,53.62911925330111,2.4214e-13,4.985e-11,DOWN,ABI family member 3 binding protein
4276,ENSMUSG00000026676,Ccdc3,-1.6749969465,3.55115929,52.81905322051372,3.6573e-13,7.42183e-11,DOWN,coiled-coil domain containing 3
10406,ENSMUSG00000051726,Kcnf1,1.7629388433,3.56608029,52.53618360599495,4.2239e-13,8.450852e-11,UP,"potassium voltage-gated channel, subfamily F, member 1"
2350,ENSMUSG00000021390,Ogn,-1.1941520985,4.46807511,52.39088208649957,4.5483e-13,8.973432e-11,DOWN,osteoglycin
5273,ENSMUSG00000028989,Angptl7,-2.2314610011,6.08418456,52.1769211148585,5.0718e-13,9.869309e-11,DOWN,angiopoietin-like 7
1722,ENSMUSG00000020027,Socs2,1.4429431161,3.28562174,52.12952412059026,5.1957e-13,9.973795e-11,UP,suppressor of cytokine signaling 2
2143,ENSMUSG00000020889,Nr1d1,-1.0704484226,6.97459369,51.9427577217258,5.7142e-13,1.0822776e-10,DOWN,"nuclear receptor subfamily 1, group D, member 1"
12477,ENSMUSG00000078972,Gm15557,4.7591242823,0.05351506,51.57008561892744,6.9086e-13,1.2912767e-10,UP,predicted gene 15557
2122,ENSMUSG00000020844,Nxn,0.8942712371,5.89920395,51.49433864238271,7.1803e-13,1.3110876e-10,UP,nucleoredoxin
7950,ENSMUSG00000037613,Tnfrsf23,2.137682105,2.64720093,51.489197439923,7.1992e-13,1.3110876e-10,UP,"tumor necrosis factor receptor superfamily, member 23"
9405,ENSMUSG00000043631,Ecm2,-1.1658493553,3.39843084,50.97021807352935,9.3778e-13,1.6862248e-10,DOWN,"extracellular matrix protein 2, female organ and adipocyte specific"
1683,ENSMUSG00000019929,Dcn,-1.2022070856,7.85075914,50.09580857929996,1.46419e-12,2.5998597e-10,DOWN,decorin
2536,ENSMUSG00000021876,Rnase4,-1.0202721972,4.37967596,50.03620828263739,1.50934e-12,2.6469515e-10,DOWN,"ribonuclease, RNase A family 4"
208,ENSMUSG00000001555,Fkbp10,-1.450208044,2.14708728,50.0015443570123,1.53625e-12,2.6612724e-10,DOWN,FK506 binding protein 10
11543,ENSMUSG00000063415,Cyp26b1,1.2935687533,2.94020373,49.87381619174457,1.63958e-12,2.806054e-10,UP,"cytochrome P450, family 26, subfamily b, polypeptide 1"
123,ENSMUSG00000001025,S100a6,-0.9403089058,4.56751097,49.73094269155841,1.76342e-12,2.9820818e-10,DOWN,S100 calcium binding protein A6 (calcyclin)
7197,ENSMUSG00000034463,Scara3,-1.3346292472,3.37086658,49.47836410554027,2.00571e-12,3.3519049e-10,DOWN,"scavenger receptor class A, member 3"
10860,ENSMUSG00000056174,Col8a2,-2.1837538841,1.52020633,49.33796687016927,2.15451e-12,3.5587158e-10,DOWN,"collagen, type VIII, alpha 2"
533,ENSMUSG00000004098,Col5a3,-1.4157963564,4.57101641,48.94442657501125,2.63318e-12,4.299354e-10,DOWN,"collagen, type V, alpha 3"
4876,ENSMUSG00000028111,Ctsk,-1.6561687953,2.26619879,48.26908617121547,3.71563e-12,5.9978026e-10,DOWN,cathepsin K
8394,ENSMUSG00000039084,Chad,-2.5623986512,3.91266277,48.20577136601216,3.83757e-12,6.1250232e-10,DOWN,chondroadherin
3097,ENSMUSG00000023224,Serping1,-1.0309949129,5.40067521,47.53109707327074,5.41382e-12,8.5448264e-10,DOWN,"serine (or cysteine) peptidase inhibitor, clade G, member 1"
5762,ENSMUSG00000030247,Kcnj8,-0.9707125218,3.87960752,46.90997746408495,7.43233e-12,1.16017961e-9,DOWN,"potassium inwardly-rectifying channel, subfamily J, member 8"
2511,ENSMUSG00000021806,Nid2,-1.4831401532,2.98953785,46.61678091670969,8.63178e-12,1.33276709e-9,DOWN,nidogen 2
793,ENSMUSG00000006576,Slc4a3,1.0193703838,3.46534215,46.49402071749743,9.18984e-12,1.3890749e-9,UP,"solute carrier family 4 (anion exchanger), member 3"
12062,ENSMUSG00000071984,Fndc1,-1.2489205174,4.7080961,46.49355097712808,9.19204e-12,1.3890749e-9,DOWN,fibronectin type III domain containing 1
879,ENSMUSG00000007888,Crlf1,-1.6807231583,1.59218544,46.41419908580963,9.57193e-12,1.43125628e-9,DOWN,cytokine receptor-like factor 1
2960,ENSMUSG00000022816,Fstl1,-1.1273406959,4.96247115,46.09665101884683,1.125606e-11,1.6655466e-9,DOWN,follistatin-like 1
6292,ENSMUSG00000031637,Lrp2bp,1.232944175,3.2005717,45.83124666946502,1.288911e-11,1.88752426e-9,UP,Lrp2 binding protein
7173,ENSMUSG00000034361,Cpne2,1.9901602245,4.22123069,45.66816926015966,1.400806e-11,2.03045518e-9,UP,copine II
9211,ENSMUSG00000042436,Mfap4,-2.0801259995,1.92484663,45.5539551208971,1.484915e-11,2.13062858e-9,DOWN,microfibrillar-associated protein 4
2612,ENSMUSG00000022037,Clu,0.7097098585,5.4248111,45.20507621382959,1.774445e-11,2.52059985e-9,UP,clusterin
2610,ENSMUSG00000022032,Scara5,-1.3135694545,4.26820489,45.12639138558757,1.847191e-11,2.59795651e-9,DOWN,"scavenger receptor class A, member 5"
5397,ENSMUSG00000029231,Pdgfra,-1.1436743956,4.17940656,44.83416992845993,2.144475e-11,2.98649775e-9,DOWN,"platelet derived growth factor receptor, alpha polypeptide"
10426,ENSMUSG00000051980,Casr,1.3765117829,2.91426993,43.52641981246651,4.18274e-11,5.76852664e-9,UP,calcium-sensing receptor
4300,ENSMUSG00000026748,Plxdc2,-1.0048815914,3.86035339,43.08286742585313,5.246971e-11,7.16665673e-9,DOWN,plexin domain containing 2
6824,ENSMUSG00000032925,Itgbl1,-1.4668957142,2.83108421,42.91365708181456,5.720987e-11,7.73967917e-9,DOWN,"integrin, beta-like 1"
13322,ENSMUSG00000097451,Rian,-1.7446148129,1.91177614,42.82093011666939,5.998689e-11,8.03881048e-9,DOWN,RNA imprinted and accumulated in nucleus
5607,ENSMUSG00000029718,Pcolce,-1.1691935832,4.31039938,42.75820740967097,6.194145e-11,8.22316221e-9,DOWN,procollagen C-endopeptidase enhancer protein
4227,ENSMUSG00000026574,Dpt,-1.3909163996,5.00092589,42.32440707901542,7.732156e-11,1.016993343e-8,DOWN,dermatopontin
4277,ENSMUSG00000026678,Rgs5,-0.7976192885,7.26454223,42.27387272706113,7.934552e-11,1.034039578e-8,DOWN,regulator of G-protein signaling 5
2728,ENSMUSG00000022324,Matn2,-1.677339159,2.22041943,42.21714354862562,8.168084e-11,1.054796666e-8,DOWN,matrilin 2
4081,ENSMUSG00000026193,Fn1,-1.4163839173,5.21550574,42.1655567391462,8.386414e-11,1.073234394e-8,DOWN,fibronectin 1
2633,ENSMUSG00000022098,Bmp1,-1.0869118058,4.1551012,41.91996955746468,9.508656e-11,1.20598625e-8,DOWN,bone morphogenetic protein 1
4583,ENSMUSG00000027408,Cpxm1,-1.5827886994,1.92235839,41.5291949251926,1.1612373e-10,1.454970632e-8,DOWN,carboxypeptidase X 1 (M14 family)
7675,ENSMUSG00000036545,Adamts2,-1.1239982568,3.34989199,41.51840565658997,1.1676638e-10,1.454970632e-8,DOWN,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2"
12371,ENSMUSG00000076609,Igkc,3.8696426572,1.20349945,41.29484697600351,1.3091355e-10,1.617066951e-8,UP,immunoglobulin kappa constant
9167,ENSMUSG00000042254,Cilp,1.0825265988,5.87185988,41.08547771343945,1.45715e-10,1.784380738e-8,UP,"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase"
8233,ENSMUSG00000038530,Rgs4,-1.2042934315,2.83276721,40.97315453598951,1.5433465e-10,1.873780973e-8,DOWN,regulator of G-protein signaling 4
9071,ENSMUSG00000041798,Gck,-1.8665711832,2.28622415,40.52724574100455,1.938934e-10,2.334115087e-8,DOWN,glucokinase
5603,ENSMUSG00000029710,Ephb4,-0.7965246506,4.24549239,40.42329963377627,2.0448791e-10,2.420625716e-8,DOWN,Eph receptor B4
12105,ENSMUSG00000072949,Acot1,-2.0047106368,3.52376367,40.42759554345417,2.0403879e-10,2.420625716e-8,DOWN,acyl-CoA thioesterase 1
2200,ENSMUSG00000021025,Nfkbia,1.014048202,4.40515873,40.26880035653756,2.2131528e-10,2.576871779e-8,UP,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha"
6528,ENSMUSG00000032179,Bmp5,-1.8942770126,1.24969706,40.28374416903753,2.1962885e-10,2.576871779e-8,DOWN,bone morphogenetic protein 5
2521,ENSMUSG00000021822,Plau,-1.075586053,4.05221078,40.00427523543924,2.5340762e-10,2.926549053e-8,DOWN,"plasminogen activator, urokinase"
187,ENSMUSG00000001435,Col18a1,-1.1355296373,3.27202266,39.69530770881618,2.9683782e-10,3.400468842e-8,DOWN,"collagen, type XVIII, alpha 1"
2981,ENSMUSG00000022860,Chodl,-1.1365263267,2.93242959,39.47424829945668,3.3241425e-10,3.777555558e-8,DOWN,chondrolectin
8209,ENSMUSG00000038463,Olfml2b,-1.5910177504,1.70842399,39.42513112000973,3.4088149e-10,3.843033016e-8,DOWN,olfactomedin-like 2B
731,ENSMUSG00000006014,Prg4,-1.7785528379,3.80641741,39.29752747492509,3.6390183e-10,4.070256336e-8,DOWN,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
4282,ENSMUSG00000026697,Myoc,-0.9533876137,5.56172345,39.18446312617591,3.8559648e-10,4.279217295e-8,DOWN,myocilin
5590,ENSMUSG00000029675,Eln,-0.9077375968,4.68241448,39.08816897299201,4.0509139e-10,4.426402516e-8,DOWN,elastin
9345,ENSMUSG00000043099,Hic1,-1.0493233066,3.12909873,39.09640074116787,4.0338697e-10,4.426402516e-8,DOWN,hypermethylated in cancer 1
6471,ENSMUSG00000032011,Thy1,-1.589922536,1.81210914,38.96820058130202,4.307654e-10,4.671009572e-8,DOWN,"thymus cell antigen 1, theta"
2154,ENSMUSG00000020908,Myh3,1.4196936861,2.57978085,38.73669486588465,4.8500496e-10,5.21198537e-8,UP,"myosin, heavy polypeptide 3, skeletal muscle, embryonic"
9751,ENSMUSG00000046470,Sox18,-0.8258516367,3.79105468,38.72470629013127,4.8799299e-10,5.21198537e-8,DOWN,SRY (sex determining region Y)-box 18
6476,ENSMUSG00000032024,Clmp,-1.3040363705,2.1921499,38.65312945639514,5.0622028e-10,5.366312746e-8,DOWN,CXADR-like membrane protein
9794,ENSMUSG00000046768,Rhoj,-0.9437280252,3.3447393500000002,38.61330539062686,5.1665513e-10,5.436360092e-8,DOWN,ras homolog family member J
8103,ENSMUSG00000038156,Spon1,-1.848786803,2.30015683,38.5058668786894,5.4589336e-10,5.701775925e-8,DOWN,"spondin 1, (f-spondin) extracellular matrix protein"
3227,ENSMUSG00000024076,Vit,-1.6564635236,1.84403828,38.32420585135545,5.9914824e-10,6.212336366e-8,DOWN,vitrin
7808,ENSMUSG00000037060,Cavin3,-0.8923649836,3.54171379,37.94450999270426,7.2785597e-10,7.492169685e-8,DOWN,caveolae associated 3
4780,ENSMUSG00000027895,Kcnc4,1.0307082774,6.76119622,37.83705985609456,7.6906819e-10,7.803295458e-8,UP,"potassium voltage gated channel, Shaw-related subfamily, member 4"
9091,ENSMUSG00000041912,Tdrkh,0.9910178625,3.36214985,37.84311081913711,7.6668648e-10,7.803295458e-8,UP,tudor and KH domain containing protein
1463,ENSMUSG00000018427,Ypel2,1.0231092289,3.04292138,37.78951289892008,7.8804269e-10,7.93911103e-8,UP,yippee like 2
2040,ENSMUSG00000020681,Ace,-0.9724698618,5.17514493,37.54042836410499,8.9537728e-10,8.956925618e-8,DOWN,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
13047,ENSMUSG00000090952,Gm17251,-1.0160246016,2.92142346,37.44030980132269,9.4253822e-10,9.36276612e-8,DOWN,"predicted gene, 17251"
7653,ENSMUSG00000036446,Lum,-1.0440388617,3.8813615,36.79665301802195,1.31115152e-9,1.2933963498e-7,DOWN,lumican
9965,ENSMUSG00000048096,Lmod1,-1.1216217109,4.04349182,36.65672631450165,1.40872101e-9,1.3800608312e-7,DOWN,leiomodin 1 (smooth muscle)
3060,ENSMUSG00000023046,Igfbp6,-1.162639142,5.15306147,36.54713891074621,1.49018533e-9,1.4498686787e-7,DOWN,insulin-like growth factor binding protein 6
9137,ENSMUSG00000042115,Klhdc8a,2.5396088851,0.45783779,36.45721085898507,1.5605473e-9,1.5079982641e-7,UP,kelch domain containing 8A
10251,ENSMUSG00000050332,Amer1,-0.9032623764,4.43579144,36.20973777319799,1.77182992e-9,1.7005975733e-7,DOWN,APC membrane recruitment 1
4799,ENSMUSG00000027955,Gask1b,-1.1479963421,2.77564107,36.11097648713056,1.86393961e-9,1.7769974672e-7,DOWN,golgi associated kinase 1B
9893,ENSMUSG00000047497,Adamts12,-2.0816301854,1.07409855,36.06109761481895,1.91226614e-9,1.810916042e-7,DOWN,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12"
3149,ENSMUSG00000023885,Thbs2,-1.2656058556,4.18509941,35.99707042954241,1.97614414e-9,1.8590150719e-7,DOWN,thrombospondin 2
8498,ENSMUSG00000039457,Ppl,-1.2270183048,3.28765423,35.9018550578807,2.07511052e-9,1.9392726954e-7,DOWN,periplakin
5237,ENSMUSG00000028927,Padi2,1.0547659273,7.0893298,35.72142122906014,2.27647059e-9,2.1098935459e-7,UP,"peptidyl arginine deiminase, type II"
5377,ENSMUSG00000029189,Sel1l3,0.7745847367,5.84534706,35.71209984636769,2.28738899e-9,2.1098935459e-7,UP,sel-1 suppressor of lin-12-like 3 (C. elegans)
6445,ENSMUSG00000031963,Bmper,-1.6158697088,2.08138642,35.6857170646259,2.31857695e-9,2.1248635903e-7,DOWN,BMP-binding endothelial regulator
6942,ENSMUSG00000033420,Antxr1,-1.2907991781000001,3.09268807,35.65745165856077,2.35246307e-9,2.1351450764e-7,DOWN,anthrax toxin receptor 1
9489,ENSMUSG00000044338,Aplnr,-1.7510106508,1.46258526,35.6513378441063,2.35985763e-9,2.1351450764e-7,DOWN,apelin receptor
10941,ENSMUSG00000056999,Ide,0.7514533202,7.2692601,35.63472190044383,2.38007215e-9,2.1398053796e-7,UP,insulin degrading enzyme
10831,ENSMUSG00000055866,Per2,0.8276307254,4.15234209,35.42745379839162,2.64729053e-9,2.3650793721e-7,UP,period circadian clock 2
6378,ENSMUSG00000031825,Crispld2,-1.1158114549,4.56240682,35.14447220099088,3.06129151e-9,2.7178528712e-7,DOWN,cysteine-rich secretory protein LCCL domain containing 2
393,ENSMUSG00000002900,Lamb1,-1.1358057912,4.29477233,35.02452144087007,3.2557929e-9,2.8725800144e-7,DOWN,laminin B1
3032,ENSMUSG00000022987,Zfp641,0.6917590173,4.64428188,34.97304541746971,3.34301209e-9,2.931326343e-7,UP,zinc finger protein 641
1283,ENSMUSG00000016024,Lbp,-1.4249191452,2.9139477,34.93762383407144,3.40438445e-9,2.9668270663e-7,DOWN,lipopolysaccharide binding protein
12041,ENSMUSG00000071656,Lrrn4cl,-1.0516515506,3.37902575,34.89962916308786,3.4714698e-9,3.0068432068e-7,DOWN,LRRN4 C-terminal like
7562,ENSMUSG00000036040,Adamtsl2,-2.1135624969,0.78610436,34.83751733333018,3.58400058e-9,3.0854986842e-7,DOWN,ADAMTS-like 2
12990,ENSMUSG00000090084,Srpx,-1.8773667654,1.30687779,34.73550803453377,3.77679703e-9,3.2318916762e-7,DOWN,sushi-repeat-containing protein
536,ENSMUSG00000004105,Angptl2,0.7669660622,5.34086043,34.70743403844008,3.83165596e-9,3.2592019772e-7,UP,angiopoietin-like 2
9673,ENSMUSG00000045817,Zfp36l2,-0.8592623426,3.97924046,34.56069541648022,4.13165126e-9,3.4934587023e-7,DOWN,"zinc finger protein 36, C3H type-like 2"
12128,ENSMUSG00000073409,H2-Q6,1.6681297191,1.64293047,34.36451945044909,4.56978461e-9,3.8410526862e-7,UP,"histocompatibility 2, Q region locus 6"
12882,ENSMUSG00000087231,E230016M11Rik,1.6859248671,1.18021663,34.3407896319514,4.62584329e-9,3.8653002336e-7,UP,RIKEN cDNA E230016M11 gene
14031,ENSMUSG00000114590,5930438M14Rik,3.0216947807,-0.56369452,34.3231512934321,4.66795736e-9,3.8776803697e-7,UP,RIKEN cDNA 5930438M14 gene
3014,ENSMUSG00000022951,Rcan1,0.7755196373,6.06797684,34.29388133289324,4.73869257e-9,3.8909322585e-7,UP,regulator of calcineurin 1
7980,ENSMUSG00000037735,2810032G03Rik,2.086482704,0.79365579,34.29986189627462,4.72415292e-9,3.8909322585e-7,UP,RIKEN cDNA 2810032G03 gene
6124,ENSMUSG00000031239,Itm2a,-0.62924682220000006,5.62859512,34.20680015631243,4.95554851e-9,4.0456072753e-7,DOWN,integral membrane protein 2A
12496,ENSMUSG00000079105,C7,-2.1596010724,2.58150298,34.18662070418193,5.00720298e-9,4.0644181903e-7,DOWN,complement component 7
2707,ENSMUSG00000022261,Sdc2,-0.9275101085,3.25853843,34.16228294508916,5.07021955e-9,4.0921857259e-7,DOWN,syndecan 2
8768,ENSMUSG00000040488,Ltbp4,-0.7037396152,6.66922581,34.13371107398567,5.14521358e-9,4.1292519225e-7,DOWN,latent transforming growth factor beta binding protein 4
4806,ENSMUSG00000027966,Col11a1,-2.4832659354,0.91405785,34.03110686865897,5.42379975e-9,4.3283750331e-7,DOWN,"collagen, type XI, alpha 1"
10456,ENSMUSG00000052276,Ostn,0.9229125664,6.13541095,33.93046915603772,5.71171746e-9,4.5326785796e-7,UP,osteocrin
