,Ensembl,Symbol,s28mo_AR_F-s28mo_C_F_logFC,s28mo_AR_F-s28mo_C_F_logCPM,s28mo_AR_F-s28mo_C_F_LR,s28mo_AR_F-s28mo_C_F_PValue,s28mo_AR_F-s28mo_C_F_FDR,s28mo_AR_F-s28mo_C_F_Status,Description
3115,ENSMUSG00000023078,Cxcl13,-2.07474401034,0.86051909,7.66854160940226670,0.005619185603,0.77917573,NA,chemokine (C-X-C motif) ligand 13
3571,ENSMUSG00000024803,Ankrd1,0.44000516875,5.17311626,7.69153013251961504,0.005548057038,0.77917573,NA,ankyrin repeat domain 1 (cardiac muscle)
4426,ENSMUSG00000026858,Miga2,-0.40705674815,4.94760744,7.67734573673326359,0.005591835606,0.77917573,NA,mitoguardin 2
12291,ENSMUSG00000072774,Zfp951,1.43863894137,-0.85594923,7.72656141509585126,0.005441428110,0.77917573,NA,zinc finger protein 951
13321,ENSMUSG00000092220,Gm20528,-1.47978581392,-0.90779610,7.71554361122113885,0.005474737165,0.77917573,NA,predicted gene 20528
14085,ENSMUSG00000110060,Gm9860,0.76164858300,1.68689243,7.67328690646186651,0.005604427445,0.77917573,NA,predicted gene 9860
7547,ENSMUSG00000035459,Stab2,0.77182333974,3.82830135,7.61108992421592490,0.005801040956,0.79140670,NA,stabilin 2
13463,ENSMUSG00000097060,Gm26759,-0.75694598985,1.43486234,7.60608984932974508,0.005817149279,0.79140670,NA,"predicted gene, 26759"
6858,ENSMUSG00000032657,Fam189b,0.53687181717,3.86910538,7.56567654919321519,0.005949031855,0.80178494,NA,"family with sequence similarity 189, member B"
4139,ENSMUSG00000026193,Fn1,-0.50015038470,5.73151844,7.53270380781552618,0.006058890845,0.80903023,NA,fibronectin 1
8161,ENSMUSG00000037977,6430571L13Rik,0.44511796144,4.35712186,7.51471659747214638,0.006119691305,0.80965200,NA,RIKEN cDNA 6430571L13 gene
300,ENSMUSG00000002204,Napsa,-1.30453277802,-0.69800889,7.20264061490665597,0.007279638894,0.81449172,NA,napsin A aspartic peptidase
751,ENSMUSG00000006154,Eps8l1,0.74475923122,2.21641402,7.38803583389108276,0.006565915086,0.81449172,NA,EPS8-like 1
1086,ENSMUSG00000012705,Retn,-0.81605501571,3.76262425,7.40660267574347486,0.006498492481,0.81449172,NA,resistin
1448,ENSMUSG00000018167,Stard3,0.43544090840,4.05694508,7.18768706295459658,0.007340554064,0.81449172,NA,START domain containing 3
1898,ENSMUSG00000020334,Slc22a4,-0.66317537988,1.84891731,7.25460248918968098,0.007071952427,0.81449172,NA,"solute carrier family 22 (organic cation transporter), member 4"
2328,ENSMUSG00000021258,Ccnk,0.40811444986,6.58402485,7.21811281282015749,0.007217154561,0.81449172,NA,cyclin K
2408,ENSMUSG00000021474,Sfxn1,-1.17323037987,1.92222696,7.33915754067561465,0.006746845150,0.81449172,NA,sideroflexin 1
2904,ENSMUSG00000022591,Gm9747,-0.42471672670,4.69381640,7.48114820827973226,0.006234829973,0.81449172,NA,predicted gene 9747
4076,ENSMUSG00000026051,Ecrg4,-1.58960546107,0.02239561,7.24258656172040816,0.007119434429,0.81449172,NA,ECRG4 augurin precursor
4204,ENSMUSG00000026360,Rgs2,-0.93593127083,2.84346082,7.24120005999552596,0.007124934234,0.81449172,NA,regulator of G-protein signaling 2
5330,ENSMUSG00000028957,Per3,0.48463638801,4.60021545,7.19950446961768975,0.007292371423,0.81449172,NA,period circadian clock 3
5458,ENSMUSG00000029195,Klb,-1.65678391483,0.32315779,7.17812053512640702,0.007379797515,0.81449172,NA,klotho beta
6698,ENSMUSG00000032327,Stra6,-1.28847414908,0.04462656,7.33563869228169452,0.006760065529,0.81449172,NA,stimulated by retinoic acid gene 6
6825,ENSMUSG00000032578,Cish,-1.28248576911,2.04393895,7.25918187074178789,0.007053941852,0.81449172,NA,cytokine inducible SH2-containing protein
7419,ENSMUSG00000034903,Cobll1,-0.71796528950,3.88428603,7.30246330772433438,0.006886014184,0.81449172,NA,Cobl-like 1
7462,ENSMUSG00000035105,Egln3,-0.80777093998,6.80427553,7.35777322801254741,0.006677343693,0.81449172,NA,egl-9 family hypoxia-inducible factor 3
9023,ENSMUSG00000040907,Atp1a3,-2.16563511831,0.98653743,7.30180377658021662,0.006888542214,0.81449172,NA,"ATPase, Na+/K+ transporting, alpha 3 polypeptide"
10271,ENSMUSG00000049225,Pdp1,0.48346557434,5.79705648,7.24673844664712163,0.007102991169,0.81449172,NA,pyruvate dehydrogenase phosphatase catalytic subunit 1
11393,ENSMUSG00000059824,Dbp,0.68187659534,5.24534938,7.46316490323181014,0.006297419310,0.81449172,NA,D site albumin promoter binding protein
12015,ENSMUSG00000068551,Zfp467,0.52993237922,3.80689832,7.27159839632208360,0.007005343427,0.81449172,NA,zinc finger protein 467
12946,ENSMUSG00000085479,9430073C21Rik,-0.69252823693,5.96415732,7.17350150051073854,0.007398822238,0.81449172,NA,Riken cDNA 9430073C21 gene
12978,ENSMUSG00000085795,Zfp703,-0.52515073011,5.45563939,7.37311226073398274,0.006620625230,0.81449172,NA,zinc finger protein 703
4787,ENSMUSG00000027750,Postn,-0.77285947208,3.12500274,7.13988047795128722,0.007538818356,0.82017385,NA,"periostin, osteoblast specific factor"
11923,ENSMUSG00000067081,Asb18,0.45764427984,4.26353801,7.12042606103288733,0.007621059290,0.82017385,NA,ankyrin repeat and SOCS box-containing 18
12121,ENSMUSG00000070385,Ampd1,0.49034660009,9.45655347,7.12562046114675240,0.007599011320,0.82017385,NA,adenosine monophosphate deaminase 1
4,ENSMUSG00000000049,Apoh,-1.32991075035,-0.11478300,6.81838484726671723,0.009022413026,0.82088731,NA,apolipoprotein H
57,ENSMUSG00000000440,Pparg,-0.64364464647,2.52892114,6.94520439531546785,0.008404423366,0.82088731,NA,peroxisome proliferator activated receptor gamma
905,ENSMUSG00000008153,Clstn3,-1.22481007602,0.89041143,6.92066162718845046,0.008520544566,0.82088731,NA,calsyntenin 3
1306,ENSMUSG00000016194,Hsd11b1,-0.57415892479,3.41994811,6.90524727027504071,0.008594313940,0.82088731,NA,hydroxysteroid 11-beta dehydrogenase 1
1393,ENSMUSG00000017561,Crlf3,-0.64524239886,2.21875154,6.76842712629215271,0.009278457190,0.82088731,NA,cytokine receptor-like factor 3
1484,ENSMUSG00000018427,Ypel2,-0.52622326888,3.42332212,7.03607120455073165,0.007988407816,0.82088731,NA,yippee like 2
1705,ENSMUSG00000019932,Kera,-1.35907786694,1.95581342,7.03611419676093774,0.007988216053,0.82088731,NA,keratocan
1863,ENSMUSG00000020264,Slc36a2,-1.27415899039,2.19172697,6.78106509819914471,0.009212989880,0.82088731,NA,"solute carrier family 36 (proton/amino acid symporter), member 2"
3169,ENSMUSG00000023572,Ccndbp1,0.53711049923,5.88431009,6.92332878400908669,0.008507846112,0.82088731,NA,cyclin D-type binding-protein 1
3311,ENSMUSG00000024164,C3,-0.70677903516,6.69730514,7.04085759867108685,0.007967087356,0.82088731,NA,complement component 3
4452,ENSMUSG00000026922,Agpat2,-0.66968588298,3.59058469,6.91544330592354584,0.008545445355,0.82088731,NA,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)"
4977,ENSMUSG00000028179,Cth,-0.85667666559,1.53067527,6.94575022835948097,0.008401859310,0.82088731,NA,cystathionase (cystathionine gamma-lyase)
5088,ENSMUSG00000028444,Cntfr,-1.29925330274,4.23231350,7.00332754742217389,0.008135834525,0.82088731,NA,ciliary neurotrophic factor receptor
5381,ENSMUSG00000029053,Prkcz,-0.57077216207,2.57879396,6.82760511728683817,0.008975953779,0.82088731,NA,"protein kinase C, zeta"
5465,ENSMUSG00000029205,Chrna9,-1.07777710633,0.10412470,6.77378361191323819,0.009250651508,0.82088731,NA,"cholinergic receptor, nicotinic, alpha polypeptide 9"
5581,ENSMUSG00000029482,Aacs,-0.96309250473,3.38044531,7.06354047582585665,0.007866837562,0.82088731,NA,acetoacetyl-CoA synthetase
6261,ENSMUSG00000031373,Car5b,-1.16595635956,2.93265505,6.85927372497282839,0.008818238421,0.82088731,NA,"carbonic anhydrase 5b, mitochondrial"
6351,ENSMUSG00000031561,Tenm3,0.46895779661,4.50528447,6.85536233507124138,0.008837563284,0.82088731,NA,teneurin transmembrane protein 3
6426,ENSMUSG00000031725,Ces1f,-1.38972684005,0.67668297,6.79034199759270329,0.009165234841,0.82088731,NA,carboxylesterase 1F
7365,ENSMUSG00000034708,Grn,-0.38852445421,5.12053608,7.02238611629691611,0.008049689031,0.82088731,NA,granulin
7908,ENSMUSG00000037016,Frem2,-1.12886773152,1.26990886,6.88976350214338140,0.008669073701,0.82088731,NA,Fras1 related extracellular matrix protein 2
8877,ENSMUSG00000040410,Fbxl4,0.54117783795,4.75321994,6.90283680920764908,0.008605908782,0.82088731,NA,F-box and leucine-rich repeat protein 4
10182,ENSMUSG00000048489,Depp1,-1.18697966591,5.75985379,6.77135549769210598,0.009263245333,0.82088731,NA,DEPP1 autophagy regulator
10719,ENSMUSG00000052974,Cyp2f2,-1.26908480020,1.53082870,6.94566469195072500,0.008402261065,0.82088731,NA,"cytochrome P450, family 2, subfamily f, polypeptide 2"
11730,ENSMUSG00000063415,Cyp26b1,0.80936357102,2.21208987,6.77243378781823324,0.009257650433,0.82088731,NA,"cytochrome P450, family 26, subfamily b, polypeptide 1"
12462,ENSMUSG00000074622,Mafb,-0.62958614965,4.42170361,6.80194402987810776,0.009105867171,0.82088731,NA,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"
12527,ENSMUSG00000075122,Cd80,-1.43144881177,-0.69907181,6.83388752981853820,0.008944438224,0.82088731,NA,CD80 antigen
13861,ENSMUSG00000105096,Gbp10,-0.85093465435,5.06039827,7.09818113219510138,0.007716221582,0.82088731,NA,guanylate-binding protein 10
14158,ENSMUSG00000111942,Gm5182,-1.18503848602,1.02319514,6.91566509776835137,0.008544385495,0.82088731,NA,predicted gene 5182
3098,ENSMUSG00000023036,Pcdhgc4,0.87598592264,1.81865369,6.75361739824623264,0.009355781310,0.82268123,NA,"protocadherin gamma subfamily C, 4"
6001,ENSMUSG00000030671,Pde3b,-0.70510532245,3.45691422,6.69107288129822209,0.009689687401,0.84687868,NA,"phosphodiesterase 3B, cGMP-inhibited"
5723,ENSMUSG00000029822,Osbpl3,0.50664245428,3.88271149,6.67936709911252890,0.009753524982,0.84713532,NA,oxysterol binding protein-like 3
8088,ENSMUSG00000037709,Fam13a,-0.55451696295,4.44342430,6.66905661731897226,0.009810110201,0.84713532,NA,"family with sequence similarity 13, member A"
8055,ENSMUSG00000037553,Zdhhc18,0.37956135218,4.99204201,6.65609131448108471,0.009881743210,0.84824178,NA,"zinc finger, DHHC domain containing 18"
6379,ENSMUSG00000031618,Nr3c2,0.41357756240,3.94971820,6.63455049374490002,0.010001943110,0.85347942,NA,"nuclear receptor subfamily 3, group C, member 2"
1293,ENSMUSG00000015950,Ncf1,-0.86482247726,1.24400966,6.48237944953665490,0.010894903947,0.85388810,NA,neutrophil cytosolic factor 1
4079,ENSMUSG00000026065,Slc9a4,-1.05320058042,0.44190696,6.53951884477312628,0.010550388053,0.85388810,NA,"solute carrier family 9 (sodium/hydrogen exchanger), member 4"
5494,ENSMUSG00000029298,Gbp9,0.66319921422,3.36270423,6.49952489559735369,0.010790332256,0.85388810,NA,guanylate-binding protein 9
6116,ENSMUSG00000030929,Eri2,-0.90700422638,0.77524827,6.54433350074146780,0.010521873837,0.85388810,NA,exoribonuclease 2
6608,ENSMUSG00000032105,Pdzd3,1.04051131304,-0.01445539,6.53704529447033345,0.010565068156,0.85388810,NA,PDZ domain containing 3
6962,ENSMUSG00000033066,Gas7,-0.57288408912,3.58285309,6.52084687492459381,0.010661722232,0.85388810,NA,growth arrest specific 7
6973,ENSMUSG00000033107,Rnf125,-0.90950558835,0.80475769,6.56228080227666766,0.010416277610,0.85388810,NA,ring finger protein 125
7876,ENSMUSG00000036905,C1qb,-0.71430176754,3.54102154,6.53573620240809383,0.010572845871,0.85388810,NA,"complement component 1, q subcomponent, beta polypeptide"
9595,ENSMUSG00000044033,Ccdc141,-0.72958692197,2.13628951,6.59036994437401091,0.010253186276,0.85388810,NA,coiled-coil domain containing 141
9882,ENSMUSG00000046275,Trarg1,0.45879775090,3.17242332,6.59843069793605252,0.010206869041,0.85388810,NA,trafficking regulator of GLUT4 (SLC2A4) 1
11325,ENSMUSG00000059146,Ntrk3,-1.22853756383,0.80743443,6.49346487914280246,0.010827174715,0.85388810,NA,"neurotrophic tyrosine kinase, receptor, type 3"
