,Ensembl,Symbol,s06mo_AR_M-s06mo_C_M_logFC,s06mo_AR_M-s06mo_C_M_logCPM,s06mo_AR_M-s06mo_C_M_LR,s06mo_AR_M-s06mo_C_M_PValue,s06mo_AR_M-s06mo_C_M_FDR,s06mo_AR_M-s06mo_C_M_Status,Description
13144,ENSMUSG00000090952,Gm17251,-1.648035192,2.77594280,71.9505493856675,0.000000000000000022065832908857487923277280034249936147549524319169504671389603345,0.00000000000002868959475113452789022906545018654321928209746661586621030437527,DOWN,"predicted gene, 17251"
6864,ENSMUSG00000032942,Ucp3,-1.460191353,7.60723793,69.7408499428731,0.000000000000000067630859711174560829625396915002880665821967159836297645014724367,0.00000000000008060471296576820347973579637517174647685317540046767703643126879,DOWN,"uncoupling protein 3 (mitochondrial, proton carrier)"
9865,ENSMUSG00000046806,Cyren,-1.274620339,5.56983695,65.9980980428439,0.000000000000000451358322158302934793904857242431567323053269620569682984978499007,0.00000000000049656359411600370331529257463225510951972119233488456302438862622,DOWN,cell cycle regulator of NHEJ
5102,ENSMUSG00000028584,Lrrc38,1.329916347,4.92655757,64.2964338286782,0.000000000000001070393082100636664003440851575484814258077586116013613093400635989,0.00000000000109348299001452183720195469763484730414161705258635493009933270514,UP,leucine rich repeat containing 38
396,ENSMUSG00000002910,Arrdc2,-2.147192244,5.66263131,62.7521128576460,0.000000000000002344299660380711681580386255712921231437860123889005414810071670217,0.00000000000223521158285099598755952038803928693787986814456303363840561360121,DOWN,arrestin domain containing 2
5299,ENSMUSG00000028996,Rbp7,-1.523659163,2.93563669,62.0838854914882,0.000000000000003291337714358748746167418436796228425911416516982943569757935620146,0.00000000000294204449942242641365069510512121798593773713825783033826155588031,DOWN,"retinol binding protein 7, cellular"
9227,ENSMUSG00000042292,Mrtfa,1.209725359,4.79557701,59.5758023690308,0.000000000000011767316526877731444175888146688624802513236516920969165767019148916,0.00000000000989977417455325372558431471149047523039321561100223334506154060364,UP,myocardin related transcription factor A
2015,ENSMUSG00000020623,Map2k6,1.147792760,4.45248291,58.3862022542542,0.000000000000021539635748464901783402195113981953449792776378313163831990095786750,0.00000000001711443724858583493417063894129057826168360811891488992841914296150,UP,mitogen-activated protein kinase kinase 6
310,ENSMUSG00000002289,Angptl4,-1.958811415,3.82483014,56.7169425973088,0.000000000000050328059760570315702414154835273193008230319805962338364224706310779,0.00000000003598959553478383562709461350630278479723056506145439925603568553925,DOWN,angiopoietin-like 4
1604,ENSMUSG00000019577,Pdk4,-2.090566704,9.84617603,56.7588590771392,0.000000000000049266638337553361011674402576235056256867810703381493908636912237853,0.00000000003598959553478383562709461350630278479723056506145439925603568553925,DOWN,"pyruvate dehydrogenase kinase, isoenzyme 4"
618,ENSMUSG00000004939,Nmrk2,1.987001624,5.84598053,54.0701124629235,0.000000000000193461681799684414735663270753399232591233231071115028498752508312464,0.00000000013175661776662315726422856948963236584093650094473559875041246414185,UP,nicotinamide riboside kinase 2
538,ENSMUSG00000004105,Angptl2,1.027433090,5.54706612,52.7847038148497,0.000000000000372188578624137250009351544725046542435881874455461115758225787431002,0.00000000024195641143101867859709018324522022264089216037064034026116132736206,UP,angiopoietin-like 2
8779,ENSMUSG00000040350,Trim7,1.139579031,5.34769862,52.3084056610624,0.000000000000474339762929426231329460156659612614089664706096272084323572926223278,0.00000000029495683867028929686060199085275487090873625106723920907825231552124,UP,tripartite motif-containing 7
3079,ENSMUSG00000023067,Cdkn1a,-1.745904466,4.09243739,50.6902832358620,0.000000000001081536806227502169776152286505813458023991802114949223323492333292961,0.00000000064450580844440561729989672487420651614264954787358874455094337463379,DOWN,cyclin-dependent kinase inhibitor 1A (P21)
12202,ENSMUSG00000072949,Acot1,-3.121360350,3.39443018,50.4377395762716,0.000000000001230058687972789620292965764813141219761322142645099120272789150476456,0.00000000070369197421547356136049552216451923036810711664656992070376873016357,DOWN,acyl-CoA thioesterase 1
13121,ENSMUSG00000090570,Gm17041,4.344766030,0.23249170,49.5609040241541,0.000000000001923080416128495769730998797741605167970629919338421132124494761228561,0.00000000105784215813345189824011553694337733899644149460073094815015792846680,UP,predicted gene 17041
8090,ENSMUSG00000037977,6430571L13Rik,1.168145966,5.20472138,49.2816148730728,0.000000000002217308836987033823989905593027017105447334932577518884500022977590561,0.00000000117451670320698355275119907132784155545657256425329251214861869812012,UP,RIKEN cDNA 6430571L13 gene
12889,ENSMUSG00000086245,Gm16170,1.503453152,2.48795941,49.1078397207784,0.000000000002422699874562002306962641190531774766474260029980314357089810073375702,0.00000000123748048592806267149385548623869920947804246225132374092936515808105,UP,predicted gene 16170
4090,ENSMUSG00000026185,Igfbp5,1.735852713,8.34260631,47.9182059306781,0.000000000004443760319210945610684590135606075646940160694953192432876676321029663,0.00000000219154000294327370690012962619469538694261245836969465017318725585938,UP,insulin-like growth factor binding protein 5
13178,ENSMUSG00000091712,Sec14l5,0.989282244,5.11109119,47.0946327058016,0.000000000006764066355285197205010018389678965334416149701723952603060752153396606,0.00000000322465590044296291532784350607719614512092221048078499734401702880859,UP,SEC14-like lipid binding 5
5211,ENSMUSG00000028834,Trim63,-1.487956663,8.44837082,45.4849822853953,0.000000000015381366223557942032761839023124095151423551541824963351245969533920288,0.00000000709626773320405511138043224360870409039847572785220108926296234130859,DOWN,tripartite motif-containing 63
6384,ENSMUSG00000031765,Mt1,-1.336567747,3.39802056,45.2091566989348,0.000000000017707521905090463376589291878396477137452835748376855917740613222122192,0.00000000791415557145636831884015510328242437587675794929964467883110046386719,DOWN,metallothionein 1
6254,ENSMUSG00000031490,Eif4ebp1,-0.990357449,6.00645404,44.8273986885798,0.000000000021519043210348724760056450734684767647775238685881049605086445808410645,0.00000000932622290892143756122705888864793388748353208939079195261001586914062,DOWN,eukaryotic translation initiation factor 4E binding protein 1
3162,ENSMUSG00000023905,Tnfrsf12a,-1.452615695,4.55317037,44.6923677834421,0.000000000023055427698829173829954172242841692504200512559009439428336918354034424,0.00000000969819785143102370819473797202911469206298988865455612540245056152344,DOWN,"tumor necrosis factor receptor superfamily, member 12a"
5227,ENSMUSG00000028862,Map3k6,-1.420105981,3.23170723,44.5727106553498,0.000000000024508401774072514318584861638278553277320304104591741634067147970199585,0.00000001001483320493671690903785562263422770357124136353377252817153930664062,DOWN,mitogen-activated protein kinase kinase kinase 6
2718,ENSMUSG00000022270,Retreg1,-1.377979785,8.43645208,43.9402352376864,0.000000000033855717454256459384134366358162738716575113073758984683081507682800293,0.00000001345012419529933065822593934611137167500771738559706136584281921386719,DOWN,reticulophagy regulator 1
7000,ENSMUSG00000033502,Cdc14a,1.170431485,4.03394418,43.3880806557898,0.000000000044891430230106671022955177883495526090784633055363883613608777523040771,0.00000001735235770678339255774747472687441485206250035844277590513229370117188,UP,CDC14 cell division cycle 14A
10518,ENSMUSG00000052135,Foxo6,2.016954489,2.46672316,43.2028987290822,0.000000000049347518052389275481394824917911524388147714859087500371970236301422119,0.00000001857284745224398429237582224676783582140160433482378721237182617187500,UP,forkhead box O6
12943,ENSMUSG00000086841,2410006H16Rik,-1.158617202,3.14905212,43.0974568172097,0.000000000052079908137961455416555456496749388316247486585552906035445630550384521,0.00000001909863708177242962201756234109223386852249859657604247331619262695312,DOWN,RIKEN cDNA 2410006H16 gene
7838,ENSMUSG00000037010,Apln,2.446491936,0.38097425,41.9361408572326,0.000000000094303415745308576525229780304512795449656259449966455576941370964050293,0.00000003371818629973507992553241803014574262675751015194691717624664306640625,UP,apelin
6854,ENSMUSG00000032898,Fbxo21,-0.914445373,4.82836681,41.7069822515333,0.000000000106029654093932098893211907351729955326091747735972603550180792808532715,0.00000003698624665491260365166541592210625033487758628325536847114562988281250,DOWN,F-box protein 21
12017,ENSMUSG00000070348,Ccnd1,1.267071169,2.69704234,41.1327443216783,0.000000000142233428433705888960058187120199992697910928995952417608350515365600586,0.00000004843386889187765716430455727528614495724923472153022885322570800781250,UP,cyclin D1
10325,ENSMUSG00000050332,Amer1,-0.986516975,4.44125010,40.8262136162118,0.000000000166386175036450517155204437904790406438371164199452323373407125473022461,0.00000005534081570630965580764415272241318888291061739437282085418701171875000,DOWN,APC membrane recruitment 1
2753,ENSMUSG00000022358,Fbxo32,-1.335096637,9.09579165,40.6836693643953,0.000000000178976679492017821394688329694733740227174934034337638877332210540771484,0.00000005762260334640713539163518102162453438097600155742838978767395019531250,DOWN,F-box protein 32
10347,ENSMUSG00000050592,Fam78a,1.219608252,4.68305192,40.6584179062159,0.000000000181304513395911153760350201053169836434841855066224525216966867446899414,0.00000005762260334640713539163518102162453438097600155742838978767395019531250,UP,"family with sequence similarity 78, member A"
2375,ENSMUSG00000021456,Fbp2,-1.204041662,6.06330128,39.8858700164888,0.000000000269243926207980706829571208884535789274128347869918798096477985382080078,0.00000008371144853535956243255106330736214914622905780561268329620361328125000,DOWN,fructose bisphosphatase 2
9992,ENSMUSG00000047766,Lrrc49,-1.556905885,2.35915927,39.3125173922598,0.000000000361118859480442458336395337558516471787584123376291245222091674804687500,0.00000010988770060189975417234015944364933226040648150956258177757263183593750,DOWN,leucine rich repeat containing 49
14225,ENSMUSG00000117545,Gm30794,1.440932954,2.82566360,39.2263422756630,0.000000000377413758612604019520224397731380031051351409132621483877301216125488281,0.00000011245357449328046183157541262898071465770044596865773200988769531250000,UP,"predicted gene, 30794"
9317,ENSMUSG00000042628,Zfyve1,-0.868529346,5.64896928,38.4085024240210,0.000000000573818509460905684485935769492768315780395482761377934366464614868164062,0.00000016748474127163007980751926496998382987158038304187357425689697265625000,DOWN,"zinc finger, FYVE domain containing 1"
1736,ENSMUSG00000020053,Igf1,1.200972837,3.03596945,36.9256483612706,0.000000001227209005803027928855325564443719960072698427211435046046972274780273438,0.00000035103086401989812556981556540547373401750519406050443649291992187500000,UP,insulin-like growth factor 1
9666,ENSMUSG00000045246,Kcng4,1.282232480,5.45273577,36.3232774229810,0.000000001671554537231811585872704156024992627749270468484610319137573242187500000,0.00000046875633316645823560461694284873246374445443507283926010131835937500000,UP,"potassium voltage-gated channel, subfamily G, member 4"
4786,ENSMUSG00000027875,Hmgcs2,-2.092297355,2.38128255,36.0235809477816,0.000000001949440210995450393285737837796058047334923912785598076879978179931640625,0.00000053617103649340253054741403312966063765543367480859160423278808593750000,DOWN,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2
6561,ENSMUSG00000032177,Pde4a,1.005629959,5.73471304,35.7026687068773,0.000000002298489314555917272144497395347344237404030309335212223231792449951171875,0.00000062024517314676844130939391969148388739085930865257978439331054687500000,UP,"phosphodiesterase 4A, cAMP specific"
555,ENSMUSG00000004328,Hif3a,-2.210159885,1.59596450,35.6405149303814,0.000000002373004896241352803012194180322901038149296937262988649308681488037109375,0.00000062849474122303381122089764587723692557119647972285747528076171875000000,DOWN,"hypoxia inducible factor 3, alpha subunit"
10401,ENSMUSG00000051067,Lingo3,0.966921910,3.96783290,34.5792739989252,0.000000004092405037435463580977290486010225500912440566025907173752784729003906250,0.00000105074291614368917421743279683177263450488680973649024963378906250000000,UP,leucine rich repeat and Ig domain containing 3
10845,ENSMUSG00000055116,Arntl,-1.214752167,3.78027377,34.5689242518058,0.000000004114222018182533428386056870021750264676541064545745030045509338378906250,0.00000105074291614368917421743279683177263450488680973649024963378906250000000,DOWN,aryl hydrocarbon receptor nuclear translocator-like
12937,ENSMUSG00000086801,Gm15943,-0.859025173,5.55926332,34.4750153921828,0.000000004317579734362226017724611454784086617131322327622910961508750915527343750,0.00000108333377826050095298396867826706824189386679790914058685302734375000000,DOWN,predicted gene 15943
8342,ENSMUSG00000038712,Mindy1,-0.796512701,5.59789537,33.8481142081112,0.000000005958682176276254293199875056554273844433566864609019830822944641113281250,0.00000146932883595005158061566185451196631106540735345333814620971679687500000,DOWN,MINDY lysine 48 deubiquitinase 1
10288,ENSMUSG00000050043,Tmx2,0.808482967,5.30096721,32.7773119243550,0.000000010334401765141059636852128493598318437207694842072669416666030883789062500,0.00000250512905161097332017183271501981067785891355015337467193603515625000000,UP,thioredoxin-related transmembrane protein 2
13748,ENSMUSG00000105096,Gbp10,-0.979457052,5.21109269,32.7270447561556,0.000000010605134886144110631556930544969891139217565978469792753458023071289062500,0.00000252791065236055108027160391592769173030319507233798503875732421875000000,DOWN,guanylate-binding protein 10
6977,ENSMUSG00000033416,Gucd1,-0.853811410,6.44016933,31.8171384525987,0.000000016939144201507989944913433509945943633567821962060406804084777832031250000,0.00000397153508803225016615028389321828683478088350966572761535644531250000000,DOWN,guanylyl cyclase domain containing 1
8441,ENSMUSG00000039081,Zfp503,0.899195232,4.20132220,31.4216360816651,0.000000020765399898860169349828290442060152454217814010917209088802337646484375000,0.00000479010886054029314456504176633622194003692129626870155334472656250000000,UP,zinc finger protein 503
382,ENSMUSG00000002831,Plin4,-1.140592531,8.53319951,31.1852650863973,0.000000023453960699652169056356055122473935892202234754222445189952850341796875000,0.00000532442136391151322024261824394919528913305839523673057556152343750000000,DOWN,perilipin 4
9522,ENSMUSG00000044167,Foxo1,-1.613772462,5.29040730,30.8162684781168,0.000000028364991758363093182485672452339264815179831202840432524681091308593750000,0.00000633868925200170206334495184852251270513079361990094184875488281250000000,DOWN,forkhead box O1
4355,ENSMUSG00000026819,Slc25a25,-1.242951438,4.66133322,30.6393118710321,0.000000031073359591164114792666663730086318295775527076330035924911499023437500000,0.00000683709521342814089371608954337489194585941731929779052734375000000000000,DOWN,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
517,ENSMUSG00000003949,Hlf,0.961451355,4.08846347,30.4391478178933,0.000000034450516970424074619145130785741182322112763358745723962783813476562500000,0.00000735389990613440495460274848316117868307628668844699859619140625000000000,UP,hepatic leukemia factor
4106,ENSMUSG00000026213,Stk11ip,-0.772496623,4.06812731,30.4553079632202,0.000000034164724237978320270738875896743280691225663758814334869384765625000000000,0.00000735389990613440495460274848316117868307628668844699859619140625000000000,DOWN,serine/threonine kinase 11 interacting protein
1076,ENSMUSG00000013236,Ptprs,0.787852683,5.10455810,30.2377533406950,0.000000038219691528186854398306044515790103055508097895653918385505676269531250000,0.00000792200040921925175167392363384522013802779838442802429199218750000000000,UP,"protein tyrosine phosphatase, receptor type, S"
4984,ENSMUSG00000028339,Col15a1,0.794156400,5.07391946,30.2627858462270,0.000000037729585309423515686583878395859992238570157496724277734756469726562500000,0.00000792200040921925175167392363384522013802779838442802429199218750000000000,UP,"collagen, type XV, alpha 1"
13003,ENSMUSG00000087410,2310065F04Rik,1.013787581,6.37969006,30.0437093362565,0.000000042241662576483642618273089096303518630293183377943933010101318359375000000,0.00000863057511669812958373434325087814045218692626804113388061523437500000000,UP,RIKEN cDNA 2310065F04 gene
8387,ENSMUSG00000038866,Zcchc2,-0.875181857,4.42796011,29.9550901235728,0.000000044216961392243569505128161995291535824037509883055463433265686035156250000,0.00000890691523706855748331295136166474435412965249270200729370117187500000000,DOWN,"zinc finger, CCHC domain containing 2"
5612,ENSMUSG00000029675,Eln,-0.803837096,4.75447376,29.8072954099450,0.000000047719292436196198629105516423112853807708688691491261124610900878906250000,0.00000947890722808997306830011003730973584424646105617284774780273437500000000,DOWN,elastin
4613,ENSMUSG00000027438,Napb,-0.852010084,4.89309206,29.4251071942128,0.000000058119780844651371504332236332668326639350198092870414257049560546875000000,0.00001129285428213980435510187944059268261298711877316236495971679687500000000,DOWN,N-ethylmaleimide sensitive fusion protein attachment protein beta
6034,ENSMUSG00000030852,Tacc2,-1.258150150,10.00536364,29.4147780971506,0.000000058430374554492067730253177957819299415120894991559907793998718261718750000,0.00001129285428213980435510187944059268261298711877316236495971679687500000000,DOWN,"transforming, acidic coiled-coil containing protein 2"
7229,ENSMUSG00000034457,Eda2r,-1.295153265,5.37091113,28.8987593717944,0.000000076261742983524672201894401349364649433937302092090249061584472656250000000,0.00001454260597533826480324409269329066773934755474328994750976562500000000000,DOWN,ectodysplasin A2 receptor
2752,ENSMUSG00000022357,Klhl38,-0.894612415,6.11824236,28.7910110842240,0.000000080624440902691961140778299788056671104641281999647617340087890625000000000,0.00001517224676039868949412991322445165565113711636513471603393554687500000000,DOWN,kelch-like 38
8185,ENSMUSG00000038248,Sobp,0.947574554,5.56087275,28.6162455293927,0.000000088238778166778049926214592263429281615572108421474695205688476562500000000,0.00001638949357586051648518615797556208235619124025106430053710937500000000000,UP,sine oculis binding protein
1887,ENSMUSG00000020354,Sgcd,0.768749498,4.22169009,28.3451375929886,0.000000101501432933914541570671701258693486735751321248244494199752807617187500000,0.00001861119863872879237132532126430817243090132251381874084472656250000000000,UP,"sarcoglycan, delta (dystrophin-associated glycoprotein)"
7118,ENSMUSG00000034040,Galnt17,0.842344143,4.01975419,28.1433572596797,0.000000112653654921177578926505069654290247527228530088905245065689086914062500000,0.00002039458952762888063205658217835747336721397005021572113037109375000000000,UP,polypeptide N-acetylgalactosaminyltransferase 17
8361,ENSMUSG00000038777,Sema6c,0.858993353,6.97437301,28.1104075005794,0.000000114587990789610238103238791518290184967554523609578609466552734375000000000,0.00002048546805341257094688726947406820499963941983878612518310546875000000000,UP,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"
7854,ENSMUSG00000037071,Scd1,1.731696123,7.22939578,28.0771565003302,0.000000116573755568763612304297499957378425605725169589277356863021850585937500000,0.00002058318335980811349247496244707633650250500068068504333496093750000000000,UP,stearoyl-Coenzyme A desaturase 1
12512,ENSMUSG00000078606,Gvin2,1.397813406,3.21221777,27.8554233910187,0.000000130727118302183749759266383899669605739291000645607709884643554687500000000,0.00002280072251168087737560434546946197542638401500880718231201171875000000000,UP,"GTPase, very large interferon inducible, family member 2"
8751,ENSMUSG00000040253,Gbp7,1.013968746,2.95068406,27.7898052045747,0.000000135236867031221584015777742102115688282992778113111853599548339843750000000,0.00002330310448530760318065768732509468463831581175327301025390625000000000000,UP,guanylate binding protein 7
11003,ENSMUSG00000056749,Nfil3,-0.924786605,4.34954989,27.6314012981402,0.000000146776554964545998463719975526964311995925527298822999000549316406250000000,0.00002499045582265400843274653908121507583928178064525127410888671875000000000,DOWN,"nuclear factor, interleukin 3, regulated"
9453,ENSMUSG00000043557,Mdga1,0.984251003,3.94974871,27.5990292443510,0.000000149253654175639173533232228335831948129452939610928297042846679687500000000,0.00002511324425905872066320731472721661248215241357684135437011718750000000000,UP,MAM domain containing glycosylphosphatidylinositol anchor 1
6383,ENSMUSG00000031762,Mt2,-1.836058225,2.64808341,26.9353381023544,0.000000210376994124293121515522600635528238655069799278862774372100830078125000000,0.00003498618337169348752914432854055348798283375799655914306640625000000000000,DOWN,metallothionein 2
13142,ENSMUSG00000090942,F830016B08Rik,1.466152033,4.70830200,26.7170120735134,0.000000235538630782712954656979193086840940196680094231851398944854736328125000000,0.00003872038502821104397457266377280404867633478716015815734863281250000000000,UP,RIKEN cDNA F830016B08 gene
10812,ENSMUSG00000054752,Fsd1l,1.041390100,3.28925487,26.6256592349203,0.000000246942271426406965929080698438080609946609911276027560234069824218750000000,0.00004013373143114173165375835328205766927567310631275177001953125000000000000,UP,fibronectin type III and SPRY domain containing 1-like
13737,ENSMUSG00000104694,Gm43797,-2.074088231,0.11929240,26.4974955687603,0.000000263879994418890597628014546560670794406178174540400505065917968750000000000,0.00004240462561998846160093643020694287315563997253775596618652343750000000000,DOWN,predicted gene 43797
11131,ENSMUSG00000058056,Palld,0.752288549,5.90662528,26.4157826916516,0.000000275281958218295447959813194299671934572870668489485979080200195312500000000,0.00004374536184931178737058179994967588299914496019482612609863281250000000000,UP,"palladin, cytoskeletal associated protein"
4529,ENSMUSG00000027253,Lrp4,0.937378960,3.92682163,26.2103789345512,0.000000306172525324190527063502979820963645352094317786395549774169921875000000000,0.00004811955447457772036719270136728709985618479549884796142578125000000000000,UP,low density lipoprotein receptor-related protein 4
12859,ENSMUSG00000085779,Atcayos,-0.840701531,7.07297776,26.0357399968704,0.000000335155167315323085273996153374276296688094589626416563987731933593750000000,0.00005210205655373642216494217693778523425862658768892288208007812500000000000,DOWN,"ataxia, cerebellar, Cayman type, opposite strand"
13606,ENSMUSG00000101249,Gm29216,-5.420519867,7.38589661,25.8690404911409,0.000000365382631265290370056563048692388484539605997269973158836364746093750000000,0.00005619034830490519065579121948950103160314029082655906677246093750000000000,DOWN,predicted gene 29216
11305,ENSMUSG00000059890,Ube4a,-0.822481334,5.85780810,25.3984371042299,0.000000466295741734392119131989836930407555826150201028212904930114746093750000000,0.00007094640104558805012748001761480054483399726450443267822265625000000000000,DOWN,ubiquitination factor E4A
9327,ENSMUSG00000042675,Ypel3,-0.707018009,6.16399858,25.2879609405612,0.000000493781138882213207263256922463501297215771046467125415802001953125000000000,0.00007396596485365976487730971244971556188829708844423294067382812500000000000,DOWN,yippee like 3
13077,ENSMUSG00000090015,Gm15446,-0.872173242,3.05383644,25.2774267945861,0.000000496485290585326376914599485340451323622801282908767461776733398437500000000,0.00007396596485365976487730971244971556188829708844423294067382812500000000000,DOWN,predicted gene 15446
1731,ENSMUSG00000020034,Tcp11l2,-0.704973786,5.31198737,25.1367955116308,0.000000534040727077294535519384321292646333745324227493256330490112304687500000000,0.00007874072658411821075668396430202733426995109766721725463867187500000000000,DOWN,t-complex 11 (mouse) like 2
2536,ENSMUSG00000021838,Samd4,-0.742605517,5.85630464,24.4235669241700,0.000000773170716161683380193041844469226120395433099474757909774780273437500000000,0.00011283558757698363642779648685632309934590011835098266601562500000000000000,DOWN,sterile alpha motif domain containing 4
12354,ENSMUSG00000074622,Mafb,0.968690515,4.78470449,24.3491719679367,0.000000803612798716110630723320328722136807186871010344475507736206054687500000000,0.00011609363886098803854418637371281874948181211948394775390625000000000000000,UP,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"
13547,ENSMUSG00000099843,Gm7160,-1.300077876,1.49921357,24.2507372736289,0.000000845747031811894780805617926472406153948213614057749509811401367187500000000,0.00012095874048973719830802481256526448305521626025438308715820312500000000000,DOWN,predicted gene 7160
2081,ENSMUSG00000020744,Slc25a19,0.669710555,4.88280545,24.1079656641314,0.000000910827466922456496651043685031101659888008725829422473907470703125000000000,0.00012897677655371260268743482946263156918575987219810485839843750000000000000,UP,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19"
1622,ENSMUSG00000019768,Esr1,0.787586051,4.36644626,24.0228418915707,0.000000951995867369266651186591500499734053164502256549894809722900390625000000000,0.00013171317929500499449915751348783032881328836083412170410156250000000000000,UP,estrogen receptor 1 (alpha)
7841,ENSMUSG00000037016,Frem2,1.995146027,0.20168878,24.0111786251193,0.000000957780075981017887706944931303087997775946860201656818389892578125000000000,0.00013171317929500499449915751348783032881328836083412170410156250000000000000,UP,Fras1 related extracellular matrix protein 2
10302,ENSMUSG00000050164,Mchr1,1.491569013,1.45871724,24.0169809996204,0.000000954898090175803819859307736139797384566918481141328811645507812500000000000,0.00013171317929500499449915751348783032881328836083412170410156250000000000000,UP,melanin-concentrating hormone receptor 1
8249,ENSMUSG00000038451,Spsb2,-1.047764622,2.36733521,23.9165192314813,0.000001006047703212334554713947194770629067761547048576176166534423828125000000000,0.00013703327858421721898926626259651584405219182372093200683593750000000000000,DOWN,splA/ryanodine receptor domain and SOCS box containing 2
7185,ENSMUSG00000034275,Igsf9b,1.785674384,0.32179822,23.6778554473945,0.000001138854673576386671471588445114786480871771345846354961395263671875000000000,0.00015337594334261572055939926162437814127770252525806427001953125000000000000,UP,"immunoglobulin superfamily, member 9B"
13764,ENSMUSG00000105504,Gbp5,1.279209344,1.55896022,23.6633390897654,0.000001147477691068373654897428505494705319733839132823050022125244140625000000000,0.00015337594334261572055939926162437814127770252525806427001953125000000000000,UP,guanylate binding protein 5
12782,ENSMUSG00000084929,Foxo6os,1.660963778,2.31827255,23.5810390807207,0.000001197618356481586794485324348746857481273764278739690780639648437500000000000,0.00015859571976295977263279879387880555441370233893394470214843750000000000000,UP,"forkhead box O6, opposite strand"
1728,ENSMUSG00000020027,Socs2,1.309176382,3.23272720,23.5439278476118,0.000001220941304175217174222750279866112066429195692762732505798339843750000000000,0.00015874456847558143790521967275708448141813278198242187500000000000000000000,UP,suppressor of cytokine signaling 2
3687,ENSMUSG00000025153,Fasn,1.169953465,5.16121881,23.5469925653645,0.000001218998114099578289478646025978392231081670615822076797485351562500000000000,0.00015874456847558143790521967275708448141813278198242187500000000000000000000,UP,fatty acid synthase
12029,ENSMUSG00000070436,Serpinh1,0.709277441,5.45528959,23.3114498060747,0.000001377773768294861160427504549741417605446258676238358020782470703125000000000,0.00017752180571309103648998395375002701257471926510334014892578125000000000000,UP,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
10754,ENSMUSG00000054252,Fgfr3,-1.000630048,2.74534546,23.2544631420035,0.000001419207162526991331433332162170746215679173474200069904327392578125000000000,0.00018122768605768776973771738703078426624415442347526550292968750000000000000,DOWN,fibroblast growth factor receptor 3
5760,ENSMUSG00000030161,Gabarapl1,-1.015580242,6.16065304,23.1260830214661,0.000001517186049284489101189881028741712754026593756861984729766845703125000000000,0.00019202473342359968784542889608246696298010647296905517578125000000000000000,DOWN,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
